var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
k,s,a,e,d,a,g,s,d,f,b,k,r,i,l,s,o,d,p,q,a,a,s,s,a,k,g,e,h,p,c,m,h,f,i,e,k,n,q,i,r,e,i,d,m,e,c,a,n,o,g,k,n,h,q,b,q,j,l,o,s,i,l,a,f,j,i,q,l,t,b,l,c,t,m,f,t,m,t,d,s,c,c,k,f,h,a,e,i,a,l,p,f,e,m,m,m,p,l,o
i,g,l,c,c,c,c,j,i,q,b,n,p,k,t,j,t,p,s,l,j,o,l,l,g,e,e,i,e,j,j,r,k,t,j,n,l,n,i,p,n,q,r,g,o,b,k,g,f,i,s,d,q,b,d,r,j,d,e,g,n,m,o,g,e,l,b,e,f,s,o,b,q,q,d,o,m,d,e,m,t,k,j,c,h,p,i,a,l,n,l,n,g,s,e,e,s,c,m,d
d,q,m,r,k,s,m,a,q,q,f,m,l,a,m,n,l,l,b,l,t,a,p,d,i,k,i,j,c,g,p,g,i,r,g,f,q,i,l,r,s,h,p,q,c,j,r,h,o,c,o,j,g,b,j,m,a,q,m,r,s,o,h,h,g,f,m,k,n,s,a,n,c,c,q,c,t,r,r,j,b,g,t,c,a,c,s,a,c,n,d,r,j,d,g,h,e,p,f,e
d,h,c,j,r,i,c,b,h,p,k,k,r,r,b,c,m,b,a,a,a,a,a,i,c,r,a,m,f,c,n,q,g,k,o,s,e,a,d,k,j,g,f,n,k,m,o,g,a,t,p,l,n,n,k,s,a,c,s,f,p,h,r,e,g,c,n,g,e,t,e,a,t,h,s,j,e,j,p,l,l,p,t,j,l,a,a,b,i,i,g,f,m,c,a,n,g,l,o,h
i,k,l,n,b,p,a,t,j,b,d,r,j,a,l,d,r,s,c,c,s,b,d,a,a,k,l,t,e,e,f,d,p,r,i,c,s,t,t,m,g,g,q,c,i,s,k,s,n,c,k,l,r,p,o,o,i,q,s,m,n,h,g,h,p,h,o,c,e,e,s,q,a,g,k,g,t,n,r,i,a,t,d,b,j,l,q,c,r,f,p,m,s,l,p,o,r,p,h,l
r,e,o,p,s,b,r,g,g,g,p,l,f,e,h,a,l,i,a,q,o,a,c,k,a,k,i,i,j,n,e,k,m,k,q,k,a,m,q,l,a,i,a,n,h,d,q,b,p,j,h,f,i,t,c,p,n,q,i,r,f,k,j,c,f,i,o,a,a,d,t,a,d,s,q,a,j,t,g,b,c,m,c,n,a,n,f,o,i,b,d,h,a,g,p,s,m,f,d,n
l,i,p,r,l,t,g,g,f,s,e,l,d,t,i,o,c,s,c,j,c,i,d,l,t,m,p,p,g,p,f,g,n,c,c,q,c,o,b,l,s,k,r,h,e,j,f,l,l,q,c,q,b,g,a,h,n,d,l,c,c,p,b,k,b,n,l,l,a,m,a,e,e,e,q,l,c,q,e,c,o,i,o,p,f,l,d,d,k,c,l,h,a,p,n,m,c,h,g,e
k,t,f,e,r,t,p,r,d,m,c,f,l,d,f,m,d,n,r,l,p,t,p,e,m,t,f,q,j,s,l,t,m,g,e,r,s,i,g,l,e,p,c,q,r,n,f,r,c,o,l,r,t,c,p,s,f,t,f,l,e,f,e,r,g,m,l,d,i,b,q,s,r,p,p,d,f,b,h,s,m,a,d,p,g,l,i,k,m,f,d,c,b,q,o,l,f,r,b,p
g,p,g,p,r,f,l,i,o,i,p,l,r,q,t,c,a,g,f,j,n,j,p,n,f,b,m,h,s,h,g,n,o,s,q,e,r,s,i,g,r,q,j,t,g,a,d,b,l,f,d,d,h,d,d,n,q,h,c,s,t,p,h,j,l,c,d,b,m,d,g,c,m,q,o,b,p,l,d,e,f,r,g,d,a,r,q,s,q,a,p,d,t,c,d,p,p,j,h,i
i,l,i,e,d,o,f,b,r,f,n,s,o,i,o,e,g,e,m,e,s,n,s,o,c,i,b,t,k,e,g,c,g,s,d,r,t,c,p,r,e,r,m,o,f,l,g,n,g,j,s,b,h,f,g,c,r,h,h,j,t,c,s,q,q,a,m,l,l,k,p,r,d,d,o,i,j,r,a,c,f,n,m,p,b,i,m,k,i,a,g,c,q,q,n,b,b,m,g,q
n,h,c,h,g,l,m,b,q,b,g,k,b,r,m,c,o,h,i,m,k,m,a,m,g,c,c,r,s,e,g,h,e,k,j,h,k,n,i,o,a,n,c,e,b,r,i,t,r,k,f,b,k,a,c,q,p,l,l,t,b,e,f,g,j,l,r,q,e,o,n,m,t,t,o,f,e,h,r,d,d,s,s,c,n,j,h,t,b,i,a,k,e,t,q,a,h,o,h,s
q,j,n,g,m,k,t,s,p,k,b,c,m,l,o,e,o,k,g,b,n,j,e,i,a,g,d,f,c,g,e,k,s,p,f,s,r,d,k,n,a,b,r,m,p,q,f,k,f,e,b,r,e,m,l,a,q,n,l,c,a,a,p,n,n,h,b,f,p,e,c,p,k,l,s,s,o,d,t,s,s,e,o,k,h,a,d,l,k,k,p,i,g,n,f,i,k,r,d,k
n,h,k,b,b,d,h,p,a,f,s,p,i,q,t,b,p,s,g,g,c,m,j,a,d,p,b,a,r,l,s,r,p,h,i,b,p,r,r,p,c,n,a,n,b,q,m,t,c,r,i,d,n,o,h,k,s,c,g,b,o,f,k,m,q,f,j,b,a,i,c,m,o,q,h,n,n,r,f,h,q,r,k,m,l,d,b,p,b,a,s,d,f,s,p,e,r,t,e,h
c,d,q,r,a,q,s,n,a,g,b,d,k,h,d,h,l,r,d,k,k,a,l,n,e,p,g,l,c,i,t,k,f,e,o,j,c,c,q,n,t,k,i,p,n,o,d,e,k,i,s,l,t,t,p,i,f,q,o,l,e,n,g,n,c,j,l,a,d,e,h,h,h,j,l,l,p,a,f,g,o,b,b,q,s,t,q,f,k,c,h,c,o,p,q,k,d,o,n,a
f,f,e,m,k,i,d,j,j,m,r,p,h,r,o,d,b,f,m,s,b,b,p,i,k,o,b,l,o,n,o,c,b,g,q,k,e,i,g,o,k,d,e,q,m,r,i,o,j,q,l,s,d,p,p,n,s,b,d,i,d,b,c,r,e,c,t,g,f,r,q,n,s,g,s,i,k,m,b,m,i,m,j,e,d,g,q,c,d,l,f,t,e,o,d,j,n,i,l,s
i,m,b,p,s,n,p,b,m,r,m,f,j,l,n,i,i,l,s,m,s,h,a,n,p,l,t,r,m,t,n,k,f,q,n,c,q,s,h,s,r,m,q,b,k,t,n,b,m,e,k,r,j,l,m,i,e,o,e,f,k,n,i,r,g,s,m,r,e,b,l,r,f,t,t,k,l,m,q,d,c,j,h,e,p,h,s,d,e,i,m,r,m,d,i,p,a,g,j,t
p,a,h,q,q,k,c,p,m,k,e,k,s,d,c,m,s,q,c,h,b,q,o,g,r,k,c,p,k,h,t,n,b,b,o,l,h,r,l,q,b,e,m,d,k,o,m,c,e,i,k,j,t,r,h,d,d,p,s,c,p,l,m,e,i,s,i,g,f,j,a,c,b,e,s,d,a,d,m,q,m,n,q,l,k,m,o,c,g,m,r,p,p,s,m,a,c,f,t,f
t,s,c,n,h,c,i,i,i,b,l,g,q,i,c,d,g,r,k,c,f,f,o,n,p,r,s,c,b,t,a,f,h,d,k,s,g,j,i,r,j,p,l,c,p,n,f,e,t,r,g,i,s,g,n,t,g,r,f,b,m,e,q,e,f,a,k,r,s,h,q,p,m,m,b,l,a,q,q,i,q,l,l,p,n,m,h,c,h,b,j,g,d,o,k,s,c,c,p,r
a,a,b,m,p,i,d,k,h,e,i,q,r,h,f,d,q,s,q,d,f,o,b,k,g,k,q,h,m,q,b,p,a,e,c,c,r,b,a,s,t,o,r,r,o,r,n,m,f,f,r,c,o,j,m,l,h,e,h,b,l,g,a,k,m,k,j,h,g,r,l,h,e,q,e,t,p,c,r,d,t,d,h,p,d,a,m,h,t,j,d,a,m,d,l,c,p,d,a,p
p,q,j,c,k,s,c,m,a,l,p,o,n,i,f,m,s,b,t,f,k,d,q,m,i,j,o,c,l,h,o,p,d,h,j,c,a,a,b,n,o,j,t,g,p,c,f,a,t,g,f,e,m,c,i,k,o,h,a,t,r,h,s,c,i,j,d,q,r,l,o,m,r,s,c,h,f,g,a,r,r,q,e,s,h,m,o,g,q,d,n,l,n,o,t,s,f,d,f,m
n,m,r,t,o,j,g,l,l,n,q,h,f,b,k,f,l,p,f,n,b,c,q,s,h,k,i,q,m,p,b,f,h,e,g,j,s,g,r,n,s,d,s,l,s,i,r,c,f,h,b,t,t,p,s,d,e,b,r,r,i,b,n,j,f,h,q,j,i,f,t,m,r,a,k,t,l,p,i,h,m,r,o,i,s,b,i,o,p,f,r,q,h,i,b,s,c,l,o,k
c,h,e,l,k,t,c,o,e,d,d,l,b,o,g,q,s,l,l,o,j,n,l,r,d,b,l,k,q,m,g,o,f,p,t,m,g,m,e,f,j,j,p,i,n,b,j,q,f,m,h,c,s,f,o,a,d,p,t,h,n,o,n,h,e,o,f,l,r,s,r,j,i,o,b,j,i,p,c,n,b,e,g,l,l,m,i,h,b,m,e,t,n,e,b,m,g,r,e,k
q,a,o,l,j,j,r,c,i,p,t,d,t,c,t,r,g,d,q,f,p,i,t,j,b,q,s,q,g,j,s,g,i,l,t,g,s,b,q,n,k,g,h,g,m,k,k,t,g,f,n,i,d,k,t,h,e,e,b,k,g,i,t,e,h,q,c,h,i,i,o,j,e,p,f,t,d,b,o,r,d,t,l,l,d,d,r,p,o,f,i,c,m,m,t,m,q,n,k,k
i,r,o,g,a,k,p,q,n,d,p,h,a,f,t,h,i,i,r,r,e,o,m,l,l,g,i,p,o,f,s,c,g,n,j,d,l,a,e,o,f,e,p,o,e,n,i,r,h,a,d,c,b,j,t,s,d,q,j,t,a,i,r,m,r,m,k,t,o,k,b,t,n,r,i,h,g,m,k,e,j,i,e,d,g,g,l,t,q,i,s,i,d,f,b,j,f,d,t,m
h,t,p,t,m,k,c,l,d,k,m,s,d,f,q,c,n,d,s,j,b,a,o,n,k,g,e,a,o,o,q,d,n,h,h,a,h,r,o,k,f,i,g,n,n,s,k,l,h,g,r,s,g,r,r,j,d,m,p,c,s,d,n,t,b,h,d,e,m,f,g,r,f,l,b,g,s,m,a,g,e,k,f,j,a,c,s,h,h,s,m,i,s,r,q,p,r,m,f,k
o,k,g,n,t,d,r,k,b,l,i,s,k,l,o,t,n,h,a,t,o,i,h,g,e,k,s,j,q,r,f,f,s,t,g,c,n,s,f,c,o,p,l,k,g,l,t,b,g,h,r,q,c,i,t,g,q,r,t,d,a,n,h,b,f,k,q,q,k,l,t,e,d,m,q,d,g,r,h,m,q,p,d,g,k,c,e,a,r,r,j,r,j,d,l,p,g,j,l,d
s,p,r,p,h,k,a,c,a,i,f,e,l,a,e,o,r,o,q,s,h,q,e,i,g,d,o,q,j,i,n,l,h,n,e,g,j,g,n,b,m,p,f,j,a,r,f,j,b,s,f,g,i,r,h,f,p,j,b,g,b,g,t,d,h,l,s,e,m,h,r,f,q,b,o,k,h,q,t,r,i,c,i,s,a,k,a,j,b,g,g,o,d,r,f,r,k,n,t,d
l,k,q,k,i,f,e,r,e,k,t,o,f,s,q,d,k,q,n,n,r,b,t,k,i,p,r,g,h,l,l,r,q,n,g,r,q,i,n,q,k,c,a,q,d,p,m,p,j,g,l,e,i,n,r,e,m,o,d,b,t,b,h,k,s,k,d,t,r,f,o,c,d,b,b,j,k,t,f,d,o,o,e,c,g,t,l,c,a,k,d,c,k,s,b,s,h,a,o,g
j,b,m,g,r,o,t,p,h,n,f,h,m,s,h,k,d,l,j,p,a,t,o,o,q,n,n,e,a,g,e,b,p,d,l,a,t,g,e,k,i,i,g,j,e,r,i,f,k,o,c,j,f,b,r,i,b,a,m,m,a,f,r,d,j,n,h,q,i,h,l,d,j,c,h,p,t,f,i,r,q,b,g,n,l,r,g,j,q,i,m,q,p,e,g,h,p,i,d,m
f,n,r,r,o,h,h,s,l,d,f,c,h,r,p,t,m,g,s,k,s,g,m,c,d,g,r,p,a,q,m,g,n,t,m,g,c,n,i,t,r,f,j,q,m,i,q,l,f,p,m,c,q,o,h,h,n,n,t,i,q,a,p,d,h,q,i,i,i,a,s,i,e,c,l,o,c,o,t,n,b,t,b,k,k,t,h,k,r,r,o,i,g,a,s,t,s,f,r,d
r,k,k,f,i,e,c,l,h,c,i,p,b,j,q,r,d,s,s,l,r,s,k,o,t,s,m,f,s,m,s,l,j,p,e,n,d,f,o,e,b,l,o,k,s,m,i,a,s,p,e,o,t,e,a,h,q,k,n,o,a,l,k,l,k,o,n,i,e,p,d,h,a,b,i,i,r,a,j,n,l,b,o,f,l,b,p,q,g,g,s,o,q,j,b,j,s,n,a,b
s,d,b,g,l,q,k,i,o,q,d,e,k,e,o,c,e,m,l,j,d,j,m,i,k,d,s,h,a,e,g,m,m,t,g,j,n,s,b,j,c,b,s,g,h,i,b,g,g,p,r,j,a,d,e,n,f,o,p,o,c,e,m,c,h,a,i,i,t,c,t,i,d,b,f,b,r,f,e,i,j,r,l,o,m,h,r,q,f,l,e,m,i,p,g,m,t,o,f,c
j,b,o,e,q,a,p,d,l,b,k,t,i,l,c,j,s,s,b,t,s,g,l,d,r,d,g,j,t,s,m,n,s,p,m,c,b,k,q,k,s,r,h,j,m,i,t,l,c,d,g,l,o,r,k,c,r,l,m,o,c,p,l,g,n,c,l,k,i,s,t,i,c,l,o,h,f,i,d,e,o,d,l,k,c,f,c,n,b,s,q,a,i,o,j,m,t,n,h,h
c,g,m,i,g,e,l,m,r,m,g,s,o,n,l,o,c,o,e,f,g,h,o,p,d,d,n,j,s,o,i,p,e,c,q,k,h,a,r,m,e,g,q,i,o,p,q,g,n,b,t,t,i,b,a,j,p,b,r,h,b,a,a,p,n,t,n,j,c,b,p,h,p,b,m,k,i,b,o,g,n,s,i,l,t,e,s,n,q,p,g,e,j,p,f,b,b,t,t,b
o,c,l,a,m,g,i,c,l,p,k,l,h,n,o,l,q,e,g,c,s,n,s,q,o,m,d,n,m,n,e,g,p,j,j,m,b,g,j,j,b,q,i,i,t,g,s,l,k,l,t,s,t,i,k,o,l,t,r,s,c,l,n,o,g,b,g,t,h,t,h,j,i,f,h,q,n,t,f,g,o,s,q,m,c,i,n,a,m,t,n,n,m,d,r,j,m,n,g,j
p,r,b,d,i,t,c,k,p,l,i,c,f,d,p,r,t,s,i,j,a,h,s,l,m,a,c,p,i,p,p,m,l,e,f,j,e,c,k,j,f,l,h,g,s,e,s,s,s,i,g,n,i,i,j,i,b,e,s,g,p,p,k,q,j,o,r,g,e,b,n,o,i,e,f,i,i,k,o,o,g,j,b,g,l,q,o,k,l,a,m,k,e,p,o,s,i,o,s,e
q,j,t,j,j,k,k,k,p,g,r,b,t,i,k,b,o,p,c,r,k,s,n,b,q,b,a,e,s,c,h,h,a,h,i,m,f,d,i,o,t,n,k,g,p,b,g,k,o,m,r,m,o,r,h,f,s,c,j,n,j,h,t,s,g,l,c,f,h,b,r,i,m,c,c,s,i,r,o,q,d,o,p,g,r,n,g,f,f,b,l,c,l,k,q,b,t,g,e,o
t,e,t,m,s,k,h,l,k,s,q,a,q,c,j,e,d,d,j,d,r,a,f,a,k,e,h,r,q,m,l,c,q,b,s,t,n,p,r,l,q,h,i,g,h,k,d,a,n,n,n,h,i,k,i,p,e,b,a,s,s,k,l,i,d,g,e,q,j,r,g,p,q,d,o,k,g,s,s,c,j,i,c,s,e,o,o,m,s,d,c,o,r,k,p,c,o,r,s,d
b,a,t,l,c,d,h,l,g,g,a,k,r,g,e,k,f,f,l,s,g,a,f,c,q,r,o,b,i,o,j,b,l,c,s,n,d,t,n,k,h,g,j,n,n,a,g,l,j,s,k,n,e,e,r,t,i,q,r,o,l,s,m,c,m,c,f,h,h,g,a,k,j,r,s,f,k,k,q,b,j,l,g,q,q,l,r,g,q,c,a,a,f,h,r,h,d,q,g,c
s,f,k,d,r,i,t,p,n,c,e,a,c,e,t,n,g,q,a,e,g,l,g,a,k,m,s,p,o,h,l,a,r,p,g,q,a,s,i,q,i,l,m,e,f,l,m,n,b,c,r,k,n,t,j,a,q,i,g,i,a,f,e,j,a,e,t,k,t,l,q,c,s,e,k,g,t,f,q,a,b,s,b,r,r,t,h,e,p,d,f,e,g,b,k,g,c,b,a,b
q,t,l,t,b,n,m,p,n,l,g,b,t,m,m,g,d,f,i,e,k,b,d,o,l,k,r,m,r,e,o,p,d,t,e,s,o,q,s,t,r,p,k,o,b,t,m,r,e,t,a,p,o,d,h,j,h,p,o,q,d,e,p,s,m,q,k,r,l,q,c,i,f,l,p,g,d,p,l,f,r,q,h,d,j,f,m,f,d,m,r,d,s,f,n,r,l,e,e,h
n,i,j,a,d,c,l,h,g,p,o,h,l,m,k,s,h,t,r,j,p,f,m,g,d,g,h,o,g,n,e,k,t,o,b,a,n,n,a,s,q,g,c,r,m,m,h,l,h,c,p,f,l,t,c,h,d,c,g,q,i,k,i,q,g,i,b,p,m,c,g,f,o,p,f,f,r,m,o,d,n,o,q,j,n,b,c,p,i,p,a,j,o,m,n,o,m,l,q,s
n,f,m,j,p,f,d,d,j,e,o,a,s,k,l,d,f,q,g,n,b,p,n,k,k,l,g,o,m,b,p,s,n,r,q,g,f,q,p,f,i,g,i,k,f,s,k,j,i,g,t,m,n,a,r,d,f,f,p,h,o,l,p,c,o,o,a,i,s,h,b,f,m,a,p,i,s,m,e,s,l,m,k,l,b,f,f,s,t,q,g,h,k,j,k,n,a,h,d,o
m,l,l,t,d,k,t,g,g,c,s,c,d,h,q,g,k,j,t,e,d,p,p,b,c,m,m,m,f,d,q,f,t,o,d,c,h,b,s,m,l,i,f,l,n,b,f,g,q,j,c,r,g,g,a,q,b,i,q,r,f,t,d,a,e,o,r,a,t,j,h,s,m,a,i,s,q,h,r,j,e,s,g,m,e,e,e,r,m,h,h,q,k,g,f,c,k,i,i,c
q,b,e,j,h,s,j,t,l,c,k,d,k,i,f,f,l,a,b,o,h,l,t,q,g,e,s,e,m,l,m,h,d,l,h,b,q,k,n,t,i,b,g,b,r,r,i,a,b,a,a,t,j,n,d,q,b,n,m,d,l,g,p,t,n,k,d,l,s,a,o,p,o,j,h,p,a,b,g,s,l,o,j,m,j,a,o,f,r,t,g,a,i,p,a,f,c,d,k,l
o,c,m,l,e,p,c,j,c,t,j,j,t,a,q,n,e,p,p,f,g,r,e,t,d,k,k,l,s,d,l,n,j,b,e,s,f,t,k,s,h,t,a,q,n,h,e,s,i,d,a,h,s,e,j,t,l,m,c,a,r,s,c,q,c,l,l,s,i,j,j,t,a,e,d,j,r,l,k,l,r,d,g,n,d,h,j,n,m,f,k,o,s,q,b,k,d,m,f,t
r,g,b,h,f,b,l,h,m,c,n,c,g,q,l,t,l,c,p,i,s,g,t,f,h,g,q,k,n,j,f,n,p,g,g,j,i,j,e,g,f,p,j,t,q,g,m,b,j,h,h,k,q,p,f,g,d,q,k,h,g,q,t,a,e,t,q,p,d,i,a,p,a,d,h,a,s,l,m,o,q,d,i,o,k,h,d,j,j,s,i,p,m,i,t,n,n,j,j,a
c,q,d,q,r,m,n,l,c,p,l,p,j,b,n,f,p,r,r,t,r,g,f,e,d,t,a,e,e,h,e,t,s,a,h,g,f,e,a,r,b,g,o,n,l,t,c,g,k,b,g,m,p,b,d,f,o,l,q,b,a,i,k,l,k,m,a,b,q,o,d,h,o,n,t,r,o,l,t,m,l,b,e,h,g,m,e,p,a,e,k,a,e,n,g,p,d,l,t,o
f,r,c,q,q,r,l,j,h,h,a,h,t,n,i,e,q,o,i,d,b,e,g,p,t,j,j,j,a,q,h,o,o,l,h,k,o,j,t,e,f,b,q,l,e,b,i,i,m,l,j,l,l,m,m,r,e,j,n,k,a,b,b,o,a,o,k,l,d,i,p,a,n,f,m,p,k,h,m,m,a,g,t,i,d,l,d,g,i,p,b,l,r,g,s,e,h,m,n,r
j,r,b,g,t,f,l,r,t,r,r,b,d,e,l,q,k,o,r,n,c,m,h,s,t,t,h,c,q,g,t,d,r,o,a,f,n,b,c,c,a,b,n,g,i,o,o,q,b,d,n,m,p,f,j,b,q,r,s,j,f,p,p,m,d,g,e,s,s,j,f,e,s,r,g,b,i,r,q,n,h,g,o,p,f,e,n,o,k,a,g,c,d,s,l,h,m,g,n,h
p,h,g,e,a,l,d,h,s,a,n,m,q,j,q,b,p,e,m,n,g,c,b,n,c,g,e,h,i,r,q,r,n,q,r,m,n,a,m,s,o,c,b,a,f,e,r,o,e,b,t,p,n,q,j,e,c,h,n,r,n,c,s,l,l,m,c,n,n,q,a,q,q,s,e,q,p,k,c,o,a,n,d,t,t,g,f,i,g,b,n,a,q,f,p,h,t,p,p,d
b,c,t,r,b,s,d,i,n,p,h,t,a,a,b,q,a,m,t,n,q,n,q,k,o,n,g,q,l,a,m,a,c,o,t,f,b,l,j,n,o,a,t,f,o,d,r,j,r,i,k,n,n,q,b,m,m,h,e,r,e,p,f,l,n,c,s,j,l,a,h,g,g,b,n,p,b,h,a,c,n,p,j,q,q,j,e,i,q,b,i,b,j,i,e,n,b,i,t,r
d,l,n,t,b,p,m,h,d,j,a,i,b,q,g,n,q,g,r,b,f,n,m,q,g,l,b,p,s,k,c,q,n,d,q,i,q,t,r,j,p,p,f,q,j,d,c,l,j,e,o,a,k,r,e,q,h,j,s,i,c,p,e,j,l,a,p,g,h,d,n,b,i,h,d,g,j,l,i,p,f,m,r,l,a,r,t,f,t,f,p,g,p,j,m,l,m,h,i,d
e,e,d,s,b,k,r,t,q,l,l,k,i,o,c,l,g,k,c,m,t,j,n,b,b,f,f,o,a,s,q,t,k,d,c,g,n,m,c,a,b,m,c,i,n,e,n,a,m,a,l,c,l,i,q,r,a,t,f,r,g,g,l,l,b,b,m,k,g,a,j,b,l,q,q,t,o,n,p,l,b,d,t,g,n,o,a,s,t,n,k,s,d,g,r,d,j,h,n,h
b,q,m,t,o,m,i,p,s,g,l,o,t,f,a,n,g,l,m,s,e,q,l,n,p,n,t,d,l,i,t,b,i,j,a,n,h,d,i,t,j,f,s,p,l,d,m,c,t,o,q,p,q,d,b,h,g,q,o,d,j,q,o,f,b,i,t,q,j,h,c,q,g,i,t,n,a,n,e,k,n,b,j,b,j,m,g,l,b,m,f,s,d,s,n,t,m,b,h,b
s,t,k,m,a,q,p,a,n,s,s,f,q,k,n,l,k,i,f,s,s,r,a,k,e,f,h,h,q,j,g,c,r,p,s,d,d,m,h,j,l,m,g,k,a,h,i,b,a,g,b,b,o,e,i,m,j,d,r,a,p,r,g,l,s,f,a,r,r,d,p,j,m,m,f,e,d,g,g,m,l,j,q,e,k,r,j,l,c,p,g,d,e,b,c,l,m,f,f,g
p,k,i,f,e,q,q,t,k,r,a,s,m,m,t,s,a,m,c,d,q,d,d,q,q,g,a,t,m,t,h,r,c,h,o,d,s,k,c,o,n,b,t,q,e,p,b,h,g,f,q,t,s,i,o,k,k,p,i,c,m,s,q,e,n,c,c,l,c,g,g,a,i,j,i,e,l,s,a,i,d,h,s,a,p,d,k,q,g,p,n,s,f,f,k,i,e,m,r,b
d,m,q,s,b,m,h,m,q,q,l,f,k,h,b,g,l,f,m,g,i,g,i,c,i,i,d,p,k,p,i,q,f,t,i,o,l,o,h,m,f,o,h,b,e,f,q,l,c,a,c,r,n,n,p,m,t,e,l,p,d,b,l,o,c,j,t,r,p,a,l,m,f,h,q,p,c,r,j,k,m,b,p,h,q,g,c,q,r,k,f,j,l,a,d,p,i,j,i,g
q,o,k,d,c,m,g,t,b,i,k,m,b,s,d,p,n,f,s,c,i,e,c,r,l,a,m,d,j,j,f,m,r,n,c,c,l,j,a,r,a,e,q,k,a,a,o,f,f,q,b,q,f,q,n,f,f,s,j,h,a,r,h,r,h,d,g,m,h,j,b,d,k,e,f,p,p,o,g,e,p,c,d,m,m,g,h,i,d,k,t,k,b,r,a,h,i,t,f,j
r,m,j,d,n,m,h,g,t,l,s,j,o,d,r,h,j,h,o,r,d,s,r,s,e,c,p,p,j,r,l,l,m,g,b,o,e,s,e,n,k,k,q,t,p,b,m,h,r,f,e,b,k,a,b,o,p,f,a,j,a,b,b,h,n,n,e,c,k,k,q,g,a,p,m,a,t,j,i,d,c,e,k,m,k,o,s,l,j,m,c,l,n,c,h,h,e,b,k,n
o,m,n,p,e,g,j,e,p,e,d,o,i,t,l,q,c,a,f,b,l,p,c,p,m,a,n,r,d,b,r,f,r,t,m,h,i,j,j,g,h,k,m,i,l,m,c,k,d,q,p,c,l,n,r,k,b,r,h,p,p,k,r,h,p,c,p,k,t,d,o,g,b,e,p,b,k,m,o,k,e,o,e,m,s,b,f,f,j,s,s,h,e,d,o,g,p,e,h,j
t,h,m,s,q,n,b,p,c,s,f,s,p,i,p,c,a,l,d,d,m,c,d,l,p,t,o,s,i,g,b,l,s,p,r,k,c,j,c,g,a,p,j,q,f,d,k,a,s,j,c,r,n,e,p,j,h,b,d,a,o,r,q,l,h,a,b,a,o,g,g,k,q,q,i,a,k,m,c,p,o,k,c,d,t,n,c,g,m,m,e,i,c,i,p,h,j,s,e,s
s,n,b,f,k,q,h,q,p,n,q,k,p,m,g,l,j,a,r,g,s,c,n,q,p,g,s,a,c,o,r,f,r,a,g,n,p,k,a,i,c,l,g,a,s,b,p,f,o,q,d,h,m,q,e,j,c,c,a,h,h,p,p,m,k,a,m,p,r,q,e,l,n,j,l,r,r,a,o,k,o,t,m,b,d,g,l,d,f,o,m,n,p,b,s,r,q,m,n,h
n,e,b,m,b,k,e,c,h,b,s,h,p,t,q,j,s,o,f,l,d,a,f,q,b,b,q,o,t,l,k,p,r,d,i,h,n,m,g,j,c,a,k,h,s,p,o,k,m,j,c,k,r,d,j,s,m,h,n,k,a,p,r,n,c,l,c,r,e,j,k,h,o,t,m,g,q,s,j,q,s,g,l,p,r,p,n,n,l,h,b,t,q,l,s,f,n,j,f,e
n,n,q,f,c,m,c,g,s,t,j,e,o,h,l,a,l,j,p,f,l,q,q,j,c,p,q,m,o,m,p,c,p,c,n,i,q,g,q,k,l,k,i,j,n,f,p,i,m,d,i,a,r,n,o,o,p,c,o,s,b,e,p,h,s,m,j,l,e,p,o,h,k,s,c,j,b,c,n,c,q,k,b,c,e,q,d,q,l,h,i,c,k,d,a,h,d,d,i,f
l,l,k,p,b,e,n,j,r,j,f,p,p,s,l,k,q,h,d,q,g,g,r,h,l,e,p,c,g,p,n,i,c,k,s,a,d,j,h,k,m,r,r,k,d,g,o,l,d,i,g,i,j,n,l,a,d,b,t,r,b,f,k,l,a,j,r,k,e,q,b,a,t,a,f,l,a,g,c,d,s,g,c,i,q,c,t,o,g,t,k,p,d,d,n,l,l,i,h,d
k,o,k,g,p,s,a,d,s,d,j,c,j,a,n,a,i,p,t,i,b,k,h,f,n,r,n,m,s,q,e,p,e,h,j,e,f,b,i,o,p,k,f,b,j,d,h,f,j,d,b,i,s,t,m,t,o,o,e,l,i,d,k,k,q,p,h,b,e,i,l,d,d,q,j,k,a,d,l,c,a,r,k,r,d,a,g,m,r,q,r,d,h,k,f,e,m,p,b,l
b,f,i,k,f,b,j,i,e,b,m,n,m,o,k,f,o,n,a,f,r,a,c,h,n,a,k,t,b,e,e,j,f,i,g,n,n,l,a,r,e,p,i,h,c,o,b,a,s,h,h,o,m,o,c,f,q,q,o,r,a,k,n,s,t,o,p,j,a,e,i,j,r,h,c,c,r,t,c,t,d,m,i,g,c,f,c,t,b,a,t,a,o,m,f,h,d,t,s,p
