var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
b,g,k,d,d,o,m,e,a,g,g,n,m,g,a,n,h,o,l,g,j,h,i,n,e,l,i,i,e,d,h,o,d,a,d,j,j,d,c,e,g,f,n,d,c,g,h,d,e,d
d,h,l,k,h,a,f,j,o,f,l,k,j,a,c,h,c,h,k,n,e,e,l,i,m,i,i,h,b,c,e,a,f,f,j,a,a,l,k,o,j,o,l,k,j,n,h,c,l,e
f,d,d,h,b,g,n,i,d,h,i,g,b,e,o,k,l,c,n,g,o,d,h,b,d,l,m,f,a,l,i,a,f,b,g,c,b,o,m,k,g,n,d,a,h,f,k,g,f,o
k,l,j,g,m,b,a,l,d,a,k,f,j,g,o,o,l,l,j,a,f,h,f,b,g,m,c,f,f,b,m,c,n,n,e,c,m,h,k,o,c,f,f,k,n,o,j,f,h,d
f,o,a,i,a,n,m,b,b,l,i,o,o,b,e,e,b,o,l,a,l,l,o,c,g,k,e,i,c,c,d,g,n,g,o,j,c,k,e,e,c,i,f,m,b,b,d,k,i,m
d,e,o,n,e,i,c,e,f,j,d,d,h,b,o,h,n,c,o,e,f,i,g,o,n,h,n,i,j,e,f,b,f,m,a,n,g,h,d,k,k,n,f,f,b,n,e,l,m,d
a,n,b,a,o,m,d,n,k,j,j,a,l,l,g,l,o,o,h,k,k,d,o,j,e,g,d,b,m,c,k,o,o,k,d,b,l,i,n,l,b,k,k,n,h,c,d,k,j,b
g,k,i,l,i,e,c,d,n,d,i,h,f,o,j,k,j,e,l,b,o,h,n,f,c,n,m,j,d,e,b,o,g,f,b,f,e,g,j,b,c,i,b,f,a,d,h,o,f,d
j,a,b,k,d,m,b,d,n,m,j,a,g,m,g,d,j,c,l,o,f,k,d,m,e,j,h,m,o,e,n,h,n,a,m,e,h,b,g,i,b,j,e,o,j,c,j,h,l,i
j,b,a,l,m,l,a,k,m,n,e,c,a,g,l,l,l,c,i,d,d,b,k,i,g,h,k,a,h,m,j,i,c,d,f,k,g,m,m,m,c,i,b,i,h,g,a,b,f,o
i,m,o,j,d,o,d,j,a,g,c,e,o,k,o,c,c,f,d,k,m,n,c,a,k,g,o,g,k,h,a,h,c,o,m,n,n,g,k,c,m,h,g,j,h,b,o,j,o,a
d,l,n,l,l,j,o,i,b,o,g,n,g,n,f,l,f,f,f,g,f,k,n,o,d,o,b,j,h,d,g,c,h,i,m,d,h,h,g,k,h,f,a,n,g,k,f,c,d,l
j,a,h,m,i,h,n,m,d,m,m,j,f,d,b,j,j,d,j,c,o,m,o,l,e,i,e,k,k,a,a,o,l,b,a,g,a,k,b,d,k,f,f,k,e,j,c,i,a,a
l,k,b,o,e,k,d,o,j,l,g,h,n,k,n,i,o,c,o,d,f,i,o,n,c,m,c,m,c,h,j,b,b,h,j,j,g,b,h,o,k,g,n,m,m,l,b,d,o,d
m,g,j,i,o,h,m,e,b,n,o,m,o,j,o,k,d,f,h,g,d,i,g,o,n,n,k,d,d,g,k,l,o,i,h,b,j,a,k,k,g,g,i,a,c,o,h,n,l,i
f,h,d,k,k,o,n,e,l,n,k,m,i,h,o,d,d,l,i,e,a,h,f,a,o,m,k,e,k,h,o,a,i,n,c,c,e,c,d,h,h,a,l,l,k,e,d,j,f,l
k,f,n,d,k,n,h,a,c,h,k,c,h,m,k,c,n,e,c,b,n,e,k,o,c,b,b,f,a,j,h,l,i,e,a,g,e,d,e,i,b,f,n,e,g,d,h,f,h,i
g,e,o,b,k,d,h,o,m,k,o,l,b,d,i,m,o,o,o,e,i,e,e,b,d,k,m,n,d,h,l,m,k,i,n,o,d,i,c,g,a,e,a,b,k,l,j,m,m,j
a,a,j,i,j,e,o,j,d,d,a,e,f,h,d,b,j,g,f,l,n,d,c,h,g,d,e,j,d,a,e,i,j,h,f,f,i,j,e,d,c,n,n,c,f,k,m,i,m,h
l,i,c,l,g,f,h,b,n,f,n,n,m,m,c,b,j,j,l,i,f,m,h,d,c,m,e,l,a,g,l,c,e,e,g,h,c,i,c,f,h,c,j,h,o,g,g,g,d,n
c,b,n,b,g,j,d,a,k,k,e,m,m,o,b,h,k,m,e,k,b,j,m,e,b,n,k,b,c,n,i,k,e,b,o,o,c,j,l,c,o,o,g,e,o,c,e,l,e,h
m,c,o,n,d,m,l,f,e,o,j,h,i,o,h,o,j,f,n,b,a,l,n,o,i,c,a,o,d,g,n,k,m,k,m,h,a,g,c,a,c,o,c,a,k,e,i,g,g,c
e,j,k,g,l,e,h,a,o,k,h,e,e,e,l,o,k,k,j,j,m,h,k,j,b,g,a,h,l,h,l,g,a,a,o,a,n,i,i,i,l,e,e,f,b,f,h,c,b,f
h,c,h,g,n,o,e,h,g,l,n,c,j,d,i,g,h,n,d,f,g,j,e,o,f,i,h,d,o,o,k,k,o,h,j,b,o,g,e,a,o,b,c,c,n,c,o,c,h,m
d,o,f,l,n,b,o,j,b,o,b,a,m,h,g,b,b,a,k,e,g,g,f,j,m,n,n,i,j,e,d,d,e,i,l,h,k,e,d,h,o,n,i,a,c,b,f,f,l,c
g,f,d,g,f,n,h,m,j,h,k,d,n,c,i,h,o,j,c,f,n,n,o,e,k,b,c,l,g,i,e,h,c,n,k,m,a,k,i,b,h,n,f,j,h,h,h,k,a,c
o,l,a,k,b,i,a,a,a,b,g,a,d,a,h,f,n,l,d,n,c,a,j,m,a,h,n,f,f,e,b,f,o,e,a,m,h,c,l,f,j,f,n,c,g,i,c,l,j,o
g,i,c,c,o,f,o,e,g,h,k,o,f,f,k,i,i,c,o,n,n,d,g,o,b,b,a,o,g,d,h,e,a,n,f,n,d,g,j,n,j,k,k,b,m,j,a,i,i,a
o,j,m,g,m,h,k,f,i,b,b,g,i,g,k,c,k,a,k,f,j,h,m,k,d,k,m,a,a,a,b,g,j,n,i,c,o,g,n,l,d,i,j,d,m,i,h,d,j,b
d,n,d,m,h,a,l,m,k,b,o,c,e,k,l,l,c,n,g,e,n,e,m,f,a,j,o,n,n,l,c,j,j,b,m,c,o,m,c,i,l,m,b,g,f,h,m,i,o,c
f,n,l,h,i,j,f,j,n,l,h,i,a,j,c,n,l,o,g,d,c,j,h,j,b,e,n,k,l,h,b,l,j,h,a,l,a,h,l,g,c,n,h,i,e,n,o,e,e,b
o,h,n,n,l,i,d,f,d,m,d,b,e,c,l,l,l,h,m,o,i,b,d,l,o,k,d,c,l,b,k,a,k,l,i,h,d,o,g,d,j,l,b,d,c,c,o,o,k,m
e,o,j,o,e,a,a,i,d,i,l,c,h,l,m,f,k,h,d,c,g,g,a,f,k,a,g,g,i,o,k,a,b,g,n,a,i,e,l,n,n,m,m,m,n,c,c,m,l,e
j,e,i,o,i,j,m,m,o,e,f,m,k,e,j,j,f,j,h,h,h,h,h,f,a,c,a,f,a,o,n,k,c,e,i,l,j,i,d,c,o,f,l,l,h,a,o,n,a,j
d,n,l,d,n,n,k,k,l,m,g,l,d,n,o,f,h,l,h,o,d,l,g,c,g,g,n,c,c,i,j,l,d,m,n,k,f,e,l,h,c,h,e,m,l,h,m,f,e,k
k,j,i,l,j,b,h,a,c,a,n,d,e,m,l,o,o,d,k,n,o,i,c,f,e,a,j,n,j,j,o,i,b,n,k,n,h,o,c,i,e,c,m,f,i,i,h,g,o,e
n,b,j,b,g,j,k,a,b,m,g,d,j,k,k,h,g,b,c,k,b,j,g,i,c,b,n,e,n,o,f,h,j,k,e,j,h,a,b,k,a,i,j,e,j,m,k,o,h,i
k,i,h,c,k,f,n,j,d,f,o,n,d,g,o,l,f,g,l,i,n,e,d,c,m,j,c,i,k,h,j,c,d,m,k,j,l,c,k,k,m,f,f,g,b,e,j,a,b,i
d,j,g,g,g,k,d,g,j,g,c,f,f,e,e,n,o,l,e,n,e,e,h,g,d,e,h,g,g,i,k,m,m,o,n,n,h,f,a,o,c,i,i,e,j,i,j,m,d,f
i,a,k,c,i,j,g,m,h,h,o,k,f,n,e,b,h,k,c,d,n,i,f,j,l,o,c,b,b,j,f,n,f,d,c,l,c,i,b,i,b,i,h,m,n,g,o,l,l,d
g,f,i,m,f,d,d,a,f,i,b,c,j,d,e,o,d,h,m,m,o,h,h,a,e,i,i,n,j,g,j,l,o,c,l,f,b,j,a,j,l,d,h,j,f,b,f,l,l,l
j,k,e,c,o,m,f,b,f,d,m,k,c,b,l,d,j,k,c,l,d,a,o,o,c,a,g,c,c,n,h,b,e,o,k,n,o,a,b,l,d,n,m,l,d,c,g,f,k,f
f,j,c,f,g,j,c,g,j,e,d,d,n,m,k,i,o,i,m,o,g,e,e,d,e,o,c,i,a,g,l,k,j,c,a,k,h,b,c,m,h,j,i,j,k,n,c,a,h,n
a,l,a,d,k,b,a,l,i,a,o,f,b,m,d,j,d,f,f,g,l,c,d,g,j,k,g,b,n,b,a,g,i,k,i,i,f,l,f,d,e,d,o,d,a,m,n,c,f,c
e,l,k,h,g,g,h,i,o,f,n,l,d,h,m,m,n,k,o,m,m,a,a,a,d,n,k,n,m,j,n,g,b,a,d,j,d,b,g,c,b,l,k,j,n,h,o,n,b,h
j,n,c,c,b,m,g,j,d,l,j,e,h,j,h,k,o,j,i,n,m,e,g,e,a,e,j,j,o,a,b,e,m,h,l,o,n,o,i,k,h,l,a,i,f,i,h,m,j,c
d,d,i,f,m,a,e,j,m,j,m,o,h,g,i,d,f,i,l,n,d,o,h,c,k,l,b,m,d,e,i,e,e,j,n,h,m,h,l,g,k,g,j,c,o,g,g,g,f,f
c,f,f,a,k,b,l,d,d,e,n,l,f,j,c,b,e,j,f,m,i,b,n,l,k,m,n,k,l,o,d,l,h,h,h,h,h,l,e,e,c,o,d,a,m,b,l,k,d,e
m,c,n,n,f,l,d,f,f,j,e,j,l,n,l,c,d,b,g,n,b,j,m,b,i,f,b,h,h,h,e,h,k,g,n,n,o,a,l,o,a,j,l,b,b,m,h,j,k,e
l,o,h,e,a,c,b,f,c,e,o,b,g,j,c,l,a,c,f,g,k,n,a,o,k,c,c,l,o,f,o,n,c,j,i,c,f,b,n,h,l,a,b,i,d,f,o,o,a,d
o,f,k,a,j,f,j,i,c,j,e,l,h,i,i,i,d,i,c,g,b,k,g,n,c,n,f,j,n,g,h,j,b,d,i,n,b,b,l,o,l,e,m,b,i,c,g,a,b,b
b,a,k,k,b,n,h,j,h,c,i,h,i,m,o,f,a,c,i,c,g,i,j,l,a,c,h,f,k,c,g,o,g,j,d,d,k,o,o,d,b,b,i,d,i,a,f,k,c,c
m,j,b,g,l,c,o,f,n,g,i,h,k,a,d,k,a,a,m,b,e,i,h,a,i,k,c,d,a,c,b,f,c,c,c,g,g,d,f,g,j,k,j,g,m,d,h,a,l,g
e,e,g,e,o,m,d,e,i,d,o,o,h,n,d,g,n,l,k,m,m,j,j,m,n,a,n,f,h,e,e,g,g,k,l,c,m,d,b,k,d,k,i,o,h,n,d,n,o,c
f,m,e,n,a,j,j,e,a,k,d,g,l,o,c,f,d,d,o,m,n,o,d,j,k,n,g,g,b,o,b,o,o,e,c,l,m,h,i,n,k,h,a,m,o,g,i,l,c,h
b,l,j,o,m,c,m,a,i,m,f,d,i,l,k,g,j,e,a,l,n,a,m,g,c,b,n,m,b,j,g,g,o,n,c,a,h,d,f,l,j,f,l,i,d,m,j,n,b,m
e,f,l,l,e,n,e,a,b,d,k,f,l,a,i,c,e,f,m,i,f,d,a,j,b,j,k,k,l,n,n,i,k,f,a,c,l,g,c,g,l,k,n,i,n,o,e,d,a,e
a,k,l,i,o,b,k,o,c,m,n,e,m,n,h,c,o,c,d,f,n,g,f,d,e,a,k,n,n,n,f,h,e,a,o,h,k,o,e,e,d,i,n,a,m,n,c,l,i,a
e,f,o,g,h,i,b,l,b,b,l,n,m,j,j,e,a,f,k,a,e,g,n,d,k,h,a,c,i,a,e,h,f,g,n,e,f,o,j,j,a,l,e,k,e,o,j,j,b,a
g,b,c,o,o,l,i,i,k,o,g,j,h,i,f,i,j,d,a,c,b,g,f,e,n,f,f,n,o,b,g,l,g,j,h,f,d,k,e,n,m,a,a,a,k,c,e,a,m,h
h,f,g,i,a,o,a,a,k,l,c,i,c,c,f,h,m,h,e,j,c,e,o,i,a,k,a,i,l,a,o,f,n,b,d,f,m,j,c,c,b,l,e,f,d,k,o,a,f,l
d,e,h,n,o,c,f,g,n,i,i,j,n,n,m,g,f,o,f,f,c,l,f,d,j,j,o,m,i,c,h,n,l,n,e,g,a,k,d,c,k,m,o,e,e,e,j,e,h,f
h,c,a,l,e,f,i,n,i,e,g,g,o,d,d,j,h,j,k,o,a,g,c,f,f,e,n,i,n,m,d,f,b,i,b,n,o,h,f,n,c,h,i,l,j,k,i,m,m,e
i,l,j,n,e,j,o,g,f,i,c,n,a,b,e,e,b,o,m,i,d,f,e,k,c,k,o,o,c,e,c,k,m,l,n,h,l,c,k,d,o,m,i,g,f,h,i,g,h,g
f,o,g,a,e,m,e,g,f,l,i,k,f,n,o,k,a,d,j,g,d,e,c,o,o,e,f,o,j,i,l,j,b,g,d,d,n,n,i,a,i,k,c,i,b,g,n,h,g,e
b,b,b,j,b,e,e,j,a,c,l,n,b,l,n,g,m,b,o,e,b,i,e,f,h,k,m,e,l,k,d,j,e,l,o,e,e,n,b,n,f,o,h,c,a,k,h,k,h,e
j,n,m,i,o,l,d,n,o,o,a,d,n,k,a,e,g,d,i,i,d,h,e,a,i,a,d,m,e,a,l,f,h,l,l,a,a,h,a,b,f,n,l,g,l,j,c,b,e,g
g,g,f,l,a,b,e,o,b,k,m,h,m,o,h,i,f,k,d,m,h,j,e,e,b,k,o,n,b,l,j,g,m,i,a,k,o,k,l,i,g,g,n,o,b,j,h,i,i,c
g,o,m,e,k,l,c,m,j,d,n,n,b,h,b,f,m,o,k,j,e,g,a,h,d,m,i,m,a,o,n,e,i,a,h,b,b,j,m,j,b,l,n,g,m,l,m,d,f,h
f,d,e,k,j,o,j,f,a,e,c,n,n,l,a,d,j,c,n,i,m,o,l,j,i,f,l,m,f,j,j,i,c,c,b,a,k,e,j,b,g,c,m,l,k,f,e,b,b,a
f,e,a,n,c,d,l,b,g,i,n,b,c,m,d,c,g,k,f,h,i,c,l,g,l,n,o,m,h,h,k,f,i,i,h,i,i,n,b,m,g,m,c,d,m,f,a,o,m,j
b,a,b,a,d,i,e,c,d,i,h,i,a,d,o,a,j,e,i,e,g,d,l,i,h,c,o,a,f,i,o,o,j,k,g,l,j,c,i,f,j,h,e,k,m,o,n,m,o,n
d,n,h,n,e,h,e,m,o,c,j,g,d,a,f,h,j,g,k,d,m,e,n,d,f,n,o,a,a,k,m,n,o,i,c,m,a,m,a,o,g,g,a,g,k,e,k,c,a,i
k,h,o,e,a,l,a,i,a,a,k,c,h,a,c,k,a,i,n,c,g,j,i,h,o,k,a,d,f,d,l,f,d,l,a,j,c,d,b,l,i,i,m,b,o,m,h,j,g,h
a,h,f,m,f,a,g,j,c,n,e,i,k,m,n,n,j,h,k,e,j,c,e,h,c,m,b,h,k,o,e,j,m,k,j,f,e,j,k,b,g,n,f,j,n,d,k,m,g,c
h,f,h,j,l,j,a,c,l,k,e,h,m,m,e,c,f,j,n,i,a,i,l,i,m,g,f,b,o,b,c,e,o,f,n,m,i,g,c,b,n,h,c,m,h,c,o,h,o,l
a,n,j,n,k,f,l,n,a,l,m,m,f,g,l,f,h,f,i,o,h,b,a,k,c,a,j,o,b,a,a,k,e,i,i,f,b,a,c,c,l,c,e,b,e,g,o,d,f,h
l,k,h,a,a,n,l,b,g,f,k,k,f,m,j,b,c,h,h,h,g,b,j,b,c,f,k,b,i,g,b,k,i,b,h,j,h,f,g,e,l,i,a,l,e,d,m,o,e,n
k,e,i,c,o,d,l,l,k,h,i,n,o,d,l,a,a,j,l,g,j,l,m,e,d,n,f,c,n,h,f,i,h,c,l,c,h,k,e,b,b,l,c,j,b,d,o,f,k,a
a,e,g,f,j,e,c,o,k,o,e,e,d,i,c,k,i,n,k,l,h,d,n,n,f,i,a,c,e,n,m,c,h,l,o,g,l,b,m,i,j,i,n,g,c,i,i,c,g,b
a,h,f,e,l,k,e,o,e,j,h,n,n,k,c,f,b,e,g,i,k,m,g,l,a,n,o,h,i,j,j,a,n,d,n,a,j,f,f,k,j,o,k,b,b,h,l,j,o,a
l,h,l,m,h,m,m,m,j,o,i,l,n,l,b,l,f,j,b,c,h,j,n,i,i,k,e,b,j,c,i,h,m,d,e,b,a,j,j,g,f,g,i,c,d,c,d,h,b,g
g,l,l,a,f,m,j,i,f,e,l,a,e,e,f,l,k,c,f,b,e,e,k,o,f,n,e,f,i,e,g,o,d,e,l,f,k,a,j,o,j,o,n,l,j,n,e,m,h,l
k,o,b,a,n,b,n,a,h,a,h,c,i,n,j,l,l,a,e,l,d,k,l,j,d,b,e,h,a,c,b,l,l,k,l,a,g,l,c,n,f,c,h,d,l,k,l,o,j,e
l,d,g,l,c,k,k,e,e,j,f,j,j,k,h,b,m,m,h,m,l,l,a,c,h,l,b,o,n,k,k,e,o,m,k,c,l,d,o,h,o,f,e,m,h,h,a,k,f,i
e,e,a,i,k,j,n,f,h,i,e,m,i,m,d,j,d,c,j,a,f,n,i,a,j,i,l,o,g,e,i,c,h,b,b,o,i,b,e,c,g,i,l,n,j,l,c,a,i,k
a,f,e,o,k,a,f,g,g,h,o,b,g,g,h,m,a,f,n,i,m,m,d,a,d,h,g,d,k,b,d,g,l,c,d,i,i,f,h,l,o,l,f,f,k,j,a,g,e,l
n,b,j,g,d,j,d,g,c,b,l,l,m,j,n,c,d,c,g,l,k,m,l,d,n,e,l,m,b,d,m,b,f,l,h,i,f,j,j,i,e,g,k,j,b,g,c,i,b,o
j,h,f,f,k,e,m,e,b,k,d,g,j,k,e,o,f,l,l,b,c,l,b,j,d,a,j,h,g,l,l,j,d,a,b,m,g,b,n,o,n,c,i,k,l,m,b,f,m,m
b,k,j,d,n,d,h,n,i,g,e,f,g,j,e,k,m,h,m,m,m,i,e,m,i,d,e,j,m,h,e,a,b,e,d,n,d,l,k,h,i,j,n,g,a,d,f,k,a,o
c,n,j,f,g,c,h,b,g,k,h,f,c,g,a,c,c,b,i,j,f,k,i,j,b,h,h,j,n,l,k,b,i,k,f,a,i,h,n,l,m,h,g,i,j,f,i,d,h,m
l,c,j,d,l,c,f,h,i,c,a,f,a,h,k,c,a,h,a,n,j,a,a,k,l,o,a,k,d,j,n,h,e,n,o,i,m,h,m,m,i,e,h,d,o,i,i,k,f,l
o,o,j,j,j,f,d,f,o,m,b,j,h,d,m,m,c,j,b,h,j,h,l,n,k,n,h,c,m,m,b,i,k,m,m,a,o,n,h,b,a,g,d,c,e,a,k,o,l,c
d,c,i,m,j,m,c,l,c,k,l,d,h,c,j,e,a,o,m,j,o,g,b,a,f,j,a,a,h,k,l,e,c,e,i,k,n,f,b,d,d,i,e,o,j,g,d,m,n,f
f,o,l,g,l,m,a,d,j,e,h,c,k,c,h,a,k,b,d,c,l,e,f,g,h,l,k,l,f,c,b,e,n,b,j,o,k,e,d,n,m,g,b,i,c,d,k,k,l,d
l,h,o,m,a,h,c,o,a,a,e,o,b,b,d,a,a,e,a,j,k,n,e,d,a,b,n,e,o,n,j,j,d,a,o,f,f,d,c,d,j,k,l,c,g,f,d,a,o,d
d,l,m,d,i,f,l,h,j,c,n,g,o,h,b,c,c,o,j,m,b,d,a,g,l,n,j,l,d,n,d,d,j,i,e,o,e,b,j,j,n,e,k,d,b,j,d,e,n,i
k,o,g,g,a,c,g,i,n,m,h,g,g,c,m,l,g,g,a,m,d,i,g,d,e,h,m,k,e,b,g,j,l,g,m,i,f,d,n,n,f,g,a,m,o,i,g,a,f,o
e,n,g,j,m,c,i,i,l,l,j,i,h,a,o,g,a,l,d,l,i,f,o,l,g,a,b,m,b,l,n,a,e,g,i,o,o,j,b,a,b,f,o,o,c,n,a,o,n,o
e,d,c,a,o,d,e,c,j,f,l,c,c,b,j,o,l,d,a,c,n,i,k,i,f,d,j,n,f,l,l,n,f,i,e,k,d,g,d,o,e,n,j,j,h,f,m,f,e,m
g,a,b,f,n,o,i,o,f,j,m,e,e,a,o,g,a,k,o,n,m,d,k,g,f,b,h,g,k,j,j,k,m,i,n,g,c,j,b,j,m,d,d,o,c,d,j,m,l,n
f,c,b,i,c,j,f,a,d,b,l,b,b,i,m,a,g,d,f,h,j,g,k,j,b,c,m,j,l,k,c,m,n,c,b,c,e,f,j,j,n,j,j,k,n,c,d,e,f,h
a,m,b,n,d,l,h,b,k,j,h,k,b,o,n,b,f,d,c,f,m,b,c,b,k,h,o,d,i,f,o,j,l,g,k,d,k,k,h,o,b,d,j,j,a,j,c,o,l,j
g,i,c,n,k,n,n,m,f,a,n,m,c,b,c,g,m,d,c,j,a,j,n,n,i,k,i,b,h,j,m,m,e,o,a,d,e,m,i,d,i,g,d,a,n,k,b,d,d,o
h,g,b,g,n,e,f,n,n,c,k,g,b,m,c,a,i,a,k,k,d,d,e,b,o,g,k,o,m,n,h,m,l,g,k,f,b,h,o,g,m,i,k,c,h,b,h,k,c,g
n,a,b,k,b,h,b,g,j,i,a,g,d,e,a,j,k,n,i,j,n,k,i,k,h,k,n,c,c,b,m,d,a,a,k,d,k,k,c,n,k,a,c,b,l,j,d,k,d,k
e,j,k,e,n,a,c,k,j,f,d,k,d,a,l,l,j,e,o,d,j,l,o,m,n,o,l,j,j,f,m,b,c,n,f,m,a,k,b,f,k,a,h,b,b,f,f,n,b,c
o,m,a,l,o,g,i,o,i,m,j,d,h,f,n,i,e,d,f,o,e,i,j,b,d,k,f,k,d,d,d,l,g,f,h,d,d,d,e,n,a,k,i,k,c,f,n,c,o,n
g,d,c,j,b,l,c,n,h,n,i,o,f,n,f,j,o,l,i,l,f,b,a,i,g,j,l,e,l,o,j,b,a,o,d,n,e,a,e,o,a,c,m,f,o,d,g,m,g,i
m,a,c,j,f,j,k,g,b,a,j,h,j,e,l,e,i,h,n,i,f,a,g,k,a,l,i,m,a,k,a,b,o,k,e,n,d,f,c,f,o,o,n,e,c,d,o,d,o,a
o,d,m,d,b,k,d,a,k,e,h,h,k,a,i,n,k,f,i,o,m,k,g,a,a,h,j,j,c,l,d,a,a,h,g,g,j,k,g,k,f,d,h,m,h,g,n,h,e,f
e,c,a,d,g,c,d,e,m,f,f,j,k,k,o,e,c,o,h,f,k,d,k,c,a,k,f,c,o,h,m,k,m,b,k,d,l,i,a,d,i,n,m,b,o,m,b,b,m,o
d,e,l,o,b,n,f,j,f,m,l,b,d,e,j,b,j,e,l,e,h,d,c,d,j,n,a,n,n,k,n,g,a,n,l,b,n,f,e,j,j,e,m,c,m,m,g,i,f,a
b,e,i,l,g,c,b,b,g,i,m,e,b,k,l,f,m,c,f,k,g,b,j,i,l,a,l,i,o,g,e,k,o,a,n,c,f,h,l,i,j,e,e,l,a,o,f,j,d,c
k,g,o,d,g,a,e,g,n,n,a,f,b,d,l,d,j,l,c,b,k,i,h,f,m,n,l,l,n,n,h,b,j,o,m,g,o,h,g,c,i,k,l,n,i,n,k,h,i,e
m,f,i,f,b,j,d,c,o,k,i,m,j,e,i,f,e,j,g,e,n,m,f,a,k,n,c,o,b,e,l,m,l,n,h,o,o,g,b,k,j,e,c,m,h,a,k,b,g,h
j,o,f,g,h,l,m,k,k,f,n,o,a,c,l,g,c,l,b,f,e,o,h,b,o,h,m,i,n,e,c,n,l,m,m,d,f,l,o,g,c,g,d,k,n,f,f,i,o,c
e,f,d,c,l,f,l,g,o,i,k,j,n,e,c,a,g,o,e,o,l,h,a,c,j,h,g,l,j,a,e,i,o,g,i,n,b,b,k,j,e,j,f,m,b,i,n,i,o,k
l,h,o,k,o,e,n,o,f,n,e,m,n,g,c,h,g,i,j,l,j,j,d,i,d,i,h,g,j,n,e,h,b,n,b,n,a,c,h,j,a,h,a,j,n,f,c,a,d,o
b,o,e,m,b,g,f,j,a,o,f,e,f,i,i,a,a,a,b,h,h,b,h,c,j,e,g,a,i,e,m,e,e,d,a,o,f,m,h,c,d,l,l,j,h,g,a,j,d,i
c,f,a,k,c,d,n,a,j,a,j,g,b,d,g,n,i,e,l,n,c,d,o,m,g,g,d,e,a,c,e,a,b,k,l,e,k,i,j,n,l,f,e,m,l,a,n,o,d,h
o,b,b,f,i,k,c,m,d,f,m,h,d,k,h,l,c,g,c,h,l,d,o,j,b,i,f,i,e,c,g,b,i,f,f,f,h,k,d,f,d,i,n,l,d,l,f,g,l,b
n,i,n,d,j,k,k,d,l,j,m,c,i,g,h,g,m,m,b,l,f,g,h,i,l,a,e,d,n,c,l,h,h,m,m,d,o,g,n,g,n,o,k,k,d,a,h,m,e,i
e,l,o,e,l,d,g,n,n,g,d,h,c,k,o,f,n,b,b,o,g,m,d,b,h,d,i,n,e,i,c,e,j,j,k,d,h,k,k,b,d,m,i,e,f,n,a,f,j,l
a,d,e,i,j,j,d,e,d,d,k,f,c,b,i,l,f,o,c,f,d,h,c,f,e,k,j,h,g,d,n,a,b,h,m,i,d,k,c,k,m,k,i,k,j,n,g,l,b,f
c,h,j,n,n,c,c,h,k,e,o,k,n,h,j,m,f,n,f,b,m,n,c,d,c,o,f,g,o,k,j,j,d,b,d,f,m,k,d,a,c,h,b,n,o,c,n,l,b,i
a,e,j,d,l,g,f,f,d,k,m,d,i,h,a,k,l,b,d,n,j,o,o,d,h,d,i,e,b,g,n,j,c,o,g,l,a,g,d,b,o,g,d,m,c,o,e,b,h,k
m,g,m,i,c,e,e,j,j,b,c,c,l,c,l,g,i,o,b,m,h,g,g,f,n,c,c,a,k,j,g,d,c,l,c,k,j,e,l,d,e,l,i,h,m,a,h,o,k,d
n,g,a,c,m,m,l,g,k,n,j,c,i,g,g,f,h,d,g,m,k,n,k,g,i,a,o,o,f,b,j,i,b,m,k,l,h,d,i,e,c,a,o,f,i,b,g,m,m,n
f,b,c,o,n,c,l,l,n,g,d,m,e,b,a,o,i,m,k,a,a,i,k,c,c,c,k,e,c,c,b,h,n,b,i,j,e,e,i,m,k,f,d,e,d,f,i,l,f,h
b,o,f,i,f,l,a,m,e,f,d,l,i,b,d,k,b,h,g,m,d,h,l,i,i,d,b,e,h,o,o,f,m,a,b,f,e,d,d,m,f,i,f,j,k,a,b,o,c,g
o,j,j,f,f,c,k,c,j,a,i,f,a,l,h,h,c,b,h,m,j,c,f,b,j,c,j,b,b,j,h,m,n,k,c,i,h,a,m,f,j,d,a,n,k,e,o,b,n,n
i,h,j,d,o,b,f,m,f,f,k,h,j,d,j,c,g,j,e,m,j,e,m,l,c,l,o,b,l,m,l,o,i,e,i,m,h,m,j,g,f,h,f,m,o,i,b,o,l,g
i,b,b,o,b,k,h,f,c,k,i,j,k,c,d,j,j,a,i,m,h,c,g,n,o,l,c,n,d,c,d,f,e,d,a,b,c,k,b,b,m,o,f,m,o,e,g,d,o,h
k,c,l,d,n,d,i,c,n,f,l,b,n,m,n,g,c,o,e,j,i,a,g,n,j,h,c,k,l,i,g,b,l,d,c,c,g,a,m,n,h,b,h,a,m,f,h,l,h,b
n,i,f,n,a,f,o,e,b,i,e,n,j,d,d,m,c,d,e,n,i,k,o,e,j,c,d,g,e,a,d,i,j,o,i,k,m,c,d,d,g,o,d,g,c,j,b,m,b,i
j,n,f,j,f,i,f,o,d,o,b,b,a,e,m,h,c,g,n,j,l,i,c,e,c,c,a,j,d,f,j,c,j,e,l,h,a,i,m,l,n,c,l,h,e,g,o,o,l,j
j,e,j,l,m,l,c,n,m,h,c,i,m,o,e,i,c,b,f,e,d,k,m,c,b,h,m,h,m,o,l,h,c,f,o,k,i,o,b,n,l,j,d,h,f,k,j,l,i,e
