var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
c,e,o,m,o,b,c,l,m,l,g,j,a,m,m,l,h,a,n,f,f,c,a,n,e,k,e,i,l,e,d,g,o,h,e,c,k,n,l,e,j,l,m,b,c,a,j,m,h,n,g,h,n,e,i,b,b,c,j,e,b,n,a,g,l,h,h,a,k,m,i,e,c,o,i,g,e,e,f,n,b,l,i,n,g,o,h,i,k,l,c,m,f,b,o,a,i,b,d,e
n,f,k,h,n,b,g,a,l,n,o,b,c,n,m,k,a,n,a,e,n,n,n,n,a,l,n,n,n,g,k,m,n,h,f,m,j,i,i,d,d,h,j,e,j,i,o,g,e,k,j,l,e,n,e,h,c,h,n,n,f,a,o,i,n,n,o,o,i,j,e,b,n,i,l,m,c,i,e,i,d,k,i,j,l,j,o,o,l,g,g,f,b,c,o,i,g,m,i,j
l,c,j,a,c,h,l,o,k,g,o,b,b,g,h,a,d,k,h,f,b,g,g,e,f,n,g,b,g,n,g,h,l,m,b,m,c,n,a,m,e,b,d,c,f,a,d,k,b,k,c,i,m,a,e,d,m,a,o,d,o,f,i,o,i,o,b,i,a,d,o,n,f,k,i,m,n,n,b,b,d,a,a,j,o,k,e,d,a,g,j,j,g,g,k,e,j,k,o,e
l,d,f,d,m,b,c,f,j,l,l,a,o,b,a,i,d,i,f,e,f,a,j,g,f,a,k,a,a,l,f,b,c,m,f,l,o,f,m,g,g,e,o,h,o,h,n,c,e,i,n,n,g,b,e,n,m,n,d,l,i,c,g,j,c,b,b,b,i,b,l,k,i,l,b,d,j,i,j,f,d,k,l,n,d,k,c,a,l,h,n,f,o,a,f,i,m,i,h,n
g,i,g,o,i,d,d,n,o,b,l,c,e,g,g,o,g,n,i,l,c,j,l,g,i,e,j,g,f,l,k,k,d,k,l,n,a,g,e,i,i,a,e,i,e,g,n,n,h,n,e,h,h,l,d,m,l,f,o,e,j,a,n,b,n,d,f,b,n,h,k,c,g,f,f,h,m,a,c,g,e,j,a,k,e,h,d,c,h,h,i,l,o,g,j,g,l,f,d,e
c,n,m,m,i,d,j,l,d,i,a,g,k,g,h,f,e,k,i,i,g,a,d,m,n,o,m,k,e,b,k,f,f,f,h,j,a,e,g,l,i,e,m,g,l,g,m,d,h,d,l,i,g,b,b,k,h,o,b,i,d,l,d,a,m,o,m,k,m,f,l,l,h,j,o,b,m,b,b,j,a,c,a,n,l,n,l,l,b,e,f,c,e,k,f,b,f,f,m,c
f,g,h,h,a,d,f,o,i,h,f,h,h,k,n,a,e,c,m,f,e,o,b,f,l,o,l,b,g,l,g,j,l,m,c,c,a,d,f,a,c,a,a,l,c,m,e,i,l,o,g,a,h,i,g,o,g,k,i,j,a,l,l,h,i,a,f,h,a,c,k,n,d,f,a,a,c,i,d,j,i,f,h,o,d,a,g,a,k,n,n,a,m,e,i,a,n,d,f,d
k,c,g,a,d,j,l,l,m,a,i,m,n,c,c,e,d,a,e,m,c,j,g,m,b,k,j,f,a,l,h,l,n,e,g,j,h,a,c,n,b,f,f,a,j,m,h,g,n,e,n,b,c,b,b,n,f,k,c,m,a,m,i,i,j,l,h,i,c,i,b,c,f,n,i,g,d,e,m,j,d,i,h,f,f,j,l,g,j,e,a,l,i,f,f,j,o,a,o,c
f,o,m,h,h,d,l,j,d,d,h,e,f,l,j,g,k,n,d,i,n,g,n,l,j,k,b,m,e,e,a,h,l,n,n,l,j,i,l,f,o,a,l,b,d,l,g,g,h,i,n,o,d,m,h,b,a,e,h,k,m,f,e,j,l,e,c,f,a,g,k,g,e,f,m,f,o,b,k,e,d,k,e,a,j,b,l,f,h,m,j,f,j,m,g,f,d,i,n,i
l,o,n,i,d,a,o,m,n,i,c,c,f,m,a,n,l,c,e,f,o,g,c,i,k,d,o,k,f,n,o,i,b,i,a,a,a,m,o,g,m,k,c,d,m,a,a,l,h,m,g,n,f,e,a,h,g,m,e,i,f,a,b,o,d,f,e,b,n,h,c,j,g,g,l,o,g,i,h,c,c,c,f,c,j,e,h,b,i,j,l,g,b,l,k,o,c,k,a,c
k,a,g,g,b,j,g,l,n,l,j,c,f,k,k,l,f,f,j,o,k,b,n,a,l,n,g,m,i,b,k,n,e,g,k,b,h,o,i,g,d,c,g,h,c,o,e,b,h,n,n,c,i,o,m,b,d,c,m,g,c,l,h,d,a,e,h,h,c,m,a,i,e,f,l,o,o,f,m,l,n,g,b,c,b,g,n,f,j,h,g,a,f,m,f,n,j,l,h,k
i,e,m,j,g,l,h,k,o,b,h,f,b,e,i,l,e,a,n,h,m,j,l,e,a,o,l,g,i,d,o,d,e,d,a,g,c,l,k,c,l,i,h,i,b,j,o,h,c,d,a,m,l,e,o,b,m,f,b,e,d,n,o,m,a,c,o,a,i,n,g,a,f,m,n,o,h,b,e,j,b,c,e,g,e,c,k,b,h,f,l,n,l,o,j,a,g,h,c,n
l,b,i,l,h,c,o,d,f,a,b,l,l,b,l,f,c,m,e,e,a,g,a,f,h,a,j,i,k,g,j,k,c,j,j,a,h,a,k,i,k,h,f,i,f,h,m,h,o,a,m,m,b,h,j,i,k,l,g,k,h,h,g,h,l,l,b,l,e,g,k,j,b,j,j,n,d,k,b,i,n,k,i,m,h,g,m,g,k,b,d,o,c,j,k,l,a,g,f,c
b,i,j,g,b,o,b,i,c,e,k,g,m,i,b,h,l,g,o,f,h,e,b,g,k,h,d,i,b,e,l,k,e,k,o,f,m,j,b,c,o,c,d,g,c,o,h,k,e,j,l,f,l,n,c,f,o,a,g,o,h,g,a,f,h,g,b,b,h,h,n,e,n,n,d,n,i,a,l,m,c,c,i,b,b,g,h,d,m,d,a,e,h,e,b,i,d,l,d,e
c,c,i,a,f,o,b,k,m,i,g,h,h,e,k,g,c,a,d,k,a,b,k,n,d,c,c,m,b,l,d,i,k,d,o,b,i,o,f,k,b,f,j,h,f,b,o,d,a,e,h,b,g,b,b,g,h,d,c,h,m,b,l,n,a,k,h,k,o,j,l,f,d,e,c,h,l,o,c,j,n,k,g,n,b,a,g,g,e,g,d,k,g,d,a,h,e,c,o,c
f,c,k,l,i,n,i,a,l,l,j,o,o,l,a,a,f,d,o,o,k,f,h,k,c,n,k,b,k,g,e,d,n,g,o,h,k,k,m,m,g,j,k,j,i,c,f,j,e,h,j,b,n,o,g,j,l,d,b,h,j,g,k,b,b,a,o,i,d,m,c,f,g,i,g,a,l,a,m,k,c,o,c,o,l,g,h,e,h,f,g,l,c,e,o,b,o,c,d,c
c,b,c,m,d,c,i,o,f,a,b,d,b,m,c,e,l,l,c,k,e,g,o,l,n,a,l,l,l,a,k,n,d,g,a,d,i,l,d,o,h,i,i,o,d,k,a,j,a,k,a,b,b,l,l,h,f,n,l,d,c,j,o,l,h,e,e,k,o,a,o,a,m,b,n,d,e,f,h,k,h,f,e,i,m,c,b,a,a,b,d,k,d,h,l,k,o,d,l,g
b,c,k,e,m,f,k,k,c,n,n,d,c,o,i,c,c,g,a,e,g,e,o,n,j,h,f,j,h,j,e,d,e,m,o,n,n,i,o,k,d,j,g,l,c,d,a,e,i,n,a,b,m,o,b,k,i,h,l,j,b,l,i,f,i,j,c,f,m,n,e,a,m,g,c,b,o,h,l,c,h,f,m,g,k,c,a,m,o,m,k,m,o,o,d,d,h,h,e,a
l,h,a,j,b,m,b,m,j,i,b,h,b,n,k,e,l,m,e,a,m,o,b,o,h,c,f,a,j,n,b,f,j,g,g,j,i,b,c,m,m,j,i,e,k,g,n,k,l,k,f,e,e,a,d,g,d,g,h,l,e,b,b,l,k,j,g,e,j,m,b,n,k,f,a,j,l,l,n,a,g,l,e,f,l,d,j,l,c,b,m,c,d,c,c,f,n,d,j,k
k,l,a,g,k,k,d,a,b,m,j,h,d,j,g,o,i,k,a,a,e,b,b,n,m,c,g,c,a,d,o,l,b,i,n,n,c,m,a,e,m,c,k,o,c,f,n,m,l,i,h,d,m,k,b,d,n,i,n,e,a,o,c,n,b,c,h,n,a,i,l,j,e,i,b,c,c,d,l,l,c,m,o,h,d,g,a,l,e,n,j,k,k,d,k,f,e,a,c,n
j,l,i,n,e,f,o,f,b,g,n,d,f,k,j,l,e,k,o,n,o,b,h,h,b,c,b,h,i,b,k,m,j,l,a,f,h,b,c,b,i,d,i,b,m,f,b,c,f,l,f,b,b,b,e,c,k,l,b,d,g,i,i,o,e,c,e,g,n,d,c,k,c,n,h,c,h,l,l,e,e,j,k,c,o,f,m,l,k,l,h,i,h,a,g,e,e,o,l,f
m,n,n,b,o,e,l,b,a,k,i,i,f,f,i,h,a,m,f,b,g,k,a,l,i,o,b,n,c,n,o,i,c,c,n,c,f,l,j,d,e,h,f,n,g,i,m,i,e,m,k,e,m,f,h,f,e,j,b,n,k,d,e,i,i,j,n,i,e,h,m,h,a,j,d,h,j,l,d,o,m,i,a,d,b,n,b,l,k,n,k,e,l,k,a,o,l,h,j,h
a,l,c,k,h,d,g,n,d,l,l,a,f,o,i,o,f,m,l,o,c,c,b,h,f,j,h,h,m,a,k,a,k,o,j,i,i,e,k,n,d,k,j,h,i,l,o,e,i,d,h,l,i,l,e,i,e,i,o,b,c,k,b,i,b,c,f,a,b,n,h,c,c,e,f,i,m,n,g,c,a,h,i,o,o,f,j,m,b,l,g,n,i,i,g,e,f,i,k,d
a,l,d,g,g,h,o,g,e,n,a,n,j,m,i,g,m,i,d,k,o,m,n,k,h,d,g,m,h,g,f,d,k,k,j,h,e,c,n,h,n,f,c,b,g,m,f,g,k,f,o,m,i,j,f,h,i,b,m,f,m,b,h,h,o,k,a,m,a,l,h,c,c,m,b,l,l,b,g,l,a,n,d,i,k,b,d,n,k,d,e,d,e,o,k,l,n,c,k,d
l,h,n,f,e,e,h,a,e,a,i,o,g,o,n,f,j,h,g,l,k,j,i,b,i,e,g,l,i,h,a,j,k,m,b,g,n,l,o,l,i,l,l,o,n,l,h,i,l,j,m,l,d,a,j,i,o,b,e,j,l,j,b,l,j,l,h,b,m,b,d,g,f,l,d,o,j,c,i,k,c,c,h,i,n,d,e,a,g,h,j,h,j,j,d,m,o,a,d,c
g,c,c,f,d,c,a,o,a,i,b,o,e,j,b,l,c,i,h,m,a,f,i,l,f,n,e,f,d,f,b,j,k,m,d,c,o,c,i,b,b,n,l,c,l,a,a,g,a,k,d,m,j,d,i,k,f,a,c,h,o,c,c,i,o,b,m,j,m,c,f,a,n,o,h,o,b,c,d,o,o,o,m,f,l,c,h,d,e,c,a,o,a,e,i,k,l,k,j,m
i,c,f,l,m,d,o,i,j,b,b,o,h,g,b,k,d,n,n,e,b,l,j,a,c,d,g,o,k,e,i,e,d,g,n,o,d,l,o,j,i,c,j,c,n,n,b,a,h,f,e,i,g,l,h,e,m,c,c,b,c,g,j,c,b,c,f,c,j,i,k,i,o,g,n,o,k,g,o,l,d,a,g,a,e,a,e,e,l,h,m,j,b,h,n,b,h,f,i,k
l,g,f,d,g,j,e,c,o,a,h,b,o,m,g,k,b,f,g,c,m,e,g,k,k,h,a,j,i,m,k,b,g,g,l,a,h,a,a,e,c,a,i,b,g,m,n,k,b,m,f,m,g,i,h,h,k,g,o,a,k,a,c,n,e,k,e,l,j,i,n,o,e,b,a,m,l,o,a,l,o,a,l,m,n,n,l,i,k,j,g,d,c,f,m,l,a,f,d,h
j,g,k,g,m,b,o,m,d,l,m,h,a,i,f,o,o,f,n,f,d,e,e,m,l,i,m,d,o,o,l,j,e,c,j,a,d,l,k,k,a,j,n,c,m,b,j,e,k,i,o,j,c,h,m,c,d,a,l,l,h,f,i,g,m,e,l,i,m,f,h,a,a,a,c,i,j,f,i,c,o,a,f,e,b,f,c,h,m,c,m,i,d,m,f,m,n,i,e,d
m,n,k,e,g,b,f,a,h,c,h,k,c,n,k,k,f,k,k,i,m,h,l,a,l,m,i,h,m,d,b,d,k,m,h,i,j,g,l,k,a,j,j,j,j,a,o,h,g,l,c,d,j,n,h,g,b,n,c,j,g,m,h,l,o,b,i,o,e,n,n,k,c,k,j,l,j,b,m,i,b,o,l,n,k,d,o,k,k,j,f,d,g,n,n,a,a,m,e,c
i,i,d,i,h,o,c,d,c,j,b,j,n,b,m,a,l,e,c,b,d,o,h,h,n,h,b,l,h,a,i,n,f,f,o,k,b,n,f,h,f,i,j,c,l,o,a,j,l,k,d,l,i,e,d,m,b,j,g,d,i,e,e,c,g,c,n,l,k,l,f,h,e,k,f,a,d,g,h,e,b,f,d,a,c,l,o,g,n,f,c,g,j,c,a,f,e,d,g,b
h,b,j,h,h,a,c,e,n,b,h,k,n,l,m,a,k,a,m,i,k,f,a,j,j,g,k,k,m,i,e,o,e,c,d,n,i,o,d,i,d,a,b,g,o,f,j,b,f,j,o,g,j,o,k,m,o,k,n,j,e,k,b,d,e,g,d,e,l,j,e,n,l,f,d,e,e,h,c,f,o,i,a,b,a,d,j,k,n,h,e,m,l,b,g,l,l,j,g,a
f,c,l,h,l,h,n,g,b,a,e,e,g,b,o,n,l,i,l,h,b,f,o,h,c,m,l,j,e,e,e,i,j,l,l,d,i,g,n,n,m,h,o,j,a,g,k,h,h,f,e,h,m,o,i,b,c,o,h,j,a,o,i,k,e,i,o,d,k,m,c,i,k,h,n,o,g,j,l,g,o,i,e,m,d,k,g,c,m,m,o,o,e,h,f,h,h,a,f,f
l,i,n,d,n,j,j,b,g,o,n,f,b,i,g,e,d,g,o,a,n,b,j,c,c,c,m,h,l,o,c,l,f,i,h,o,o,a,e,k,e,a,k,j,n,h,c,i,b,f,a,n,i,h,l,k,j,o,f,i,l,g,d,h,c,c,k,b,k,n,c,e,f,m,l,i,f,n,b,j,k,m,m,h,n,a,m,j,a,l,i,d,l,o,j,f,l,m,e,a
o,i,h,o,h,o,d,i,c,j,d,d,c,g,i,k,l,c,f,m,f,g,m,f,d,j,f,f,e,l,h,c,c,n,g,m,h,l,k,a,e,c,i,c,d,b,i,l,j,c,n,l,n,a,i,a,j,m,o,e,l,g,m,b,f,e,f,a,k,c,n,d,k,h,g,g,j,o,b,e,g,h,a,c,g,a,f,k,i,h,n,j,o,m,h,j,k,m,a,h
b,h,l,g,o,d,k,i,a,c,d,j,j,b,g,b,b,b,d,n,a,f,g,d,n,g,d,e,l,n,m,f,l,d,f,e,k,o,l,i,l,n,m,h,f,h,a,d,j,l,n,e,i,c,f,i,c,k,f,j,m,l,a,c,j,d,n,k,f,j,h,k,n,a,f,f,g,c,k,f,h,i,e,i,d,e,b,b,e,a,n,b,i,k,h,a,o,f,h,a
f,h,h,a,k,g,j,a,h,a,i,d,i,d,k,c,m,j,f,a,e,h,m,l,f,b,i,m,e,m,c,f,c,m,b,c,j,j,i,m,a,j,b,i,e,h,j,j,i,i,d,d,d,n,h,m,j,f,c,l,c,i,i,l,g,m,k,m,o,k,g,a,a,h,g,e,g,n,k,k,i,n,l,i,l,c,m,a,b,h,c,j,i,h,k,h,h,d,f,n
e,d,i,l,i,d,d,o,o,b,f,n,g,d,c,k,b,e,i,l,c,b,c,a,i,e,a,o,j,b,n,o,f,n,e,c,b,i,n,c,k,n,d,g,n,g,i,j,b,h,b,k,k,j,i,i,f,j,j,i,j,l,e,j,m,m,a,e,o,n,d,c,i,c,k,f,j,h,a,c,l,j,g,e,d,l,l,j,f,l,g,o,b,g,a,h,g,g,l,i
a,h,g,d,j,h,f,d,k,d,e,i,n,d,o,d,g,n,a,b,o,f,k,i,a,e,j,j,c,a,e,f,n,o,d,n,j,h,a,m,d,g,g,g,j,c,d,i,m,e,h,k,g,c,h,d,o,d,h,b,l,k,c,c,h,f,b,b,n,c,m,g,f,g,f,i,o,g,f,a,j,b,a,m,g,l,l,m,a,m,e,n,a,o,e,c,k,k,c,a
h,g,a,k,k,c,o,i,e,n,a,l,d,l,o,f,h,n,d,a,n,j,k,h,b,l,b,e,f,o,b,l,f,f,f,m,m,i,h,c,c,l,e,g,e,j,f,f,f,i,a,d,g,e,b,d,b,e,n,j,g,e,n,g,e,m,d,b,a,b,c,k,i,h,n,j,l,m,h,i,c,j,e,e,l,j,d,b,k,m,i,c,f,g,b,i,i,n,g,j
a,d,b,k,k,d,a,g,n,n,e,m,d,d,l,a,o,h,e,o,o,m,o,b,f,n,k,i,c,l,l,f,h,f,a,n,m,m,k,k,o,m,i,i,o,h,l,j,f,o,m,b,j,i,d,a,b,o,e,a,f,e,c,c,f,j,j,j,g,d,l,c,o,a,i,g,k,f,c,g,k,f,c,i,i,j,m,n,m,g,k,l,l,a,e,j,j,o,k,o
n,g,j,m,f,l,i,l,e,l,h,m,a,n,j,m,h,k,l,l,n,o,a,h,k,g,i,a,c,e,o,d,a,e,o,o,b,b,n,c,k,b,n,b,n,d,l,a,j,a,f,m,b,e,h,m,g,f,h,k,o,g,b,n,i,e,m,i,a,b,f,f,k,d,c,m,l,j,k,g,c,i,g,c,o,a,l,b,h,i,m,g,e,m,b,i,j,f,l,k
i,h,b,o,n,g,i,k,b,b,c,a,c,b,i,j,m,c,j,n,a,a,e,m,d,o,m,n,h,b,e,j,h,h,h,d,i,g,m,a,o,j,m,b,a,b,a,a,o,m,c,d,h,b,i,h,d,k,a,j,l,e,o,i,i,d,j,n,b,d,a,a,a,o,i,g,o,c,o,m,i,b,h,o,i,g,e,i,o,d,o,m,l,j,i,d,d,n,a,g
n,i,c,n,j,f,k,d,l,i,m,a,d,b,m,d,f,c,h,a,c,d,b,d,i,o,j,f,k,c,i,d,c,e,n,k,j,i,o,m,o,i,a,l,l,h,b,b,d,o,o,e,f,m,c,a,d,a,i,o,j,d,h,f,f,c,a,f,o,m,g,c,a,n,g,k,l,e,c,j,a,g,d,f,m,e,e,l,o,m,m,d,o,f,d,a,b,f,m,d
g,o,f,g,l,j,n,g,l,h,b,n,a,h,g,c,g,e,i,e,o,d,f,a,e,a,n,m,a,k,m,l,l,e,h,k,d,n,k,m,g,n,o,l,o,k,j,g,i,b,k,l,f,f,i,i,f,k,h,e,c,a,b,d,d,a,n,h,k,h,a,b,i,n,c,e,j,n,j,h,b,i,g,e,o,e,g,d,g,b,c,o,h,i,i,o,d,i,g,c
e,g,k,d,g,j,a,n,c,k,l,l,h,f,e,d,f,d,g,j,k,g,h,c,c,g,f,g,a,n,g,f,j,j,g,a,o,g,h,j,e,o,n,h,d,o,f,o,b,b,g,f,b,h,d,b,b,n,a,b,o,o,e,h,i,j,l,l,i,c,e,k,m,h,d,m,n,h,n,b,j,f,m,m,e,m,g,h,f,i,o,d,o,f,g,b,k,d,c,a
n,n,b,i,g,i,n,b,m,g,j,m,i,o,d,h,b,m,b,k,f,i,d,b,j,e,d,b,k,e,m,g,g,i,g,m,b,k,g,f,i,k,f,n,e,b,i,d,d,b,n,j,n,b,d,l,d,o,a,a,h,b,h,m,j,i,k,o,c,j,j,o,k,b,c,m,m,j,o,m,b,d,l,j,e,g,i,a,h,g,a,c,l,l,c,o,b,n,e,l
d,i,b,f,e,m,m,o,o,c,i,h,g,e,g,d,i,b,m,a,g,o,c,l,h,n,g,d,e,b,a,c,l,h,j,e,k,g,a,n,d,m,f,g,j,e,k,b,f,i,j,h,b,n,h,i,c,k,f,n,i,c,m,j,e,n,d,g,c,m,j,f,i,d,k,d,o,i,f,o,d,a,f,e,l,k,o,m,i,b,h,k,h,d,f,f,j,c,a,g
i,f,n,c,c,a,n,b,b,b,a,a,e,o,g,i,d,e,n,o,n,a,k,o,n,k,j,e,b,o,m,o,b,g,l,f,n,i,d,c,k,j,k,g,h,m,m,m,c,c,k,i,b,o,k,m,b,h,k,b,j,e,k,b,b,l,k,e,o,k,c,e,k,l,d,l,j,c,j,g,l,e,j,b,m,k,o,m,h,n,f,n,m,m,i,i,l,g,n,k
o,h,h,j,f,c,a,b,o,i,c,j,j,e,f,e,c,o,i,f,f,n,b,g,o,c,g,a,j,f,m,c,g,l,j,i,k,m,k,m,i,g,b,n,a,e,j,d,d,n,f,m,h,h,g,k,l,j,b,l,h,n,f,b,l,c,e,f,d,j,o,n,f,c,n,l,o,j,j,b,k,a,a,i,c,c,o,b,f,o,b,o,f,m,i,n,j,i,c,d
k,d,b,m,k,d,l,c,d,a,h,b,i,b,j,j,o,a,j,f,f,h,h,h,h,l,k,l,f,l,a,d,f,n,g,m,j,k,h,h,i,k,a,f,i,b,a,m,a,f,i,f,c,e,b,m,e,o,l,l,e,f,o,f,m,c,l,m,e,g,l,i,h,f,k,n,b,d,c,k,f,h,k,d,h,b,o,i,i,b,j,l,j,c,d,o,g,k,d,b
j,m,m,m,a,j,f,k,b,h,b,n,m,b,l,d,j,j,b,f,l,c,d,f,h,d,e,k,k,o,k,i,f,e,m,d,e,a,a,g,b,l,l,b,c,m,o,c,k,i,l,m,j,h,o,o,n,d,k,c,b,e,e,f,a,b,g,n,m,d,c,f,k,m,l,k,i,j,b,k,h,i,j,j,a,f,l,b,l,o,a,j,o,h,j,i,l,h,i,l
g,m,j,n,i,l,j,i,d,c,j,n,f,b,l,j,d,a,l,e,m,a,b,m,h,h,g,h,e,i,l,h,j,o,h,h,o,n,h,c,k,e,a,a,h,n,b,k,f,g,g,l,i,o,j,a,g,o,l,b,o,j,b,o,b,o,c,o,f,c,d,j,c,i,n,b,a,b,j,f,g,b,b,b,b,d,a,b,b,n,j,c,f,d,e,f,k,i,f,o
d,c,h,m,g,i,j,a,b,j,l,c,h,c,k,k,e,n,k,h,f,n,n,n,c,b,h,j,c,j,a,d,f,f,h,l,c,g,j,b,g,c,o,c,m,d,g,f,k,a,a,n,l,b,f,j,d,j,f,j,d,l,a,i,i,g,e,k,o,m,o,c,l,n,b,f,l,d,j,l,e,j,o,c,g,n,e,j,n,f,o,l,n,j,g,o,o,b,h,b
d,j,k,e,g,g,j,m,g,e,a,a,c,i,g,e,j,g,m,g,d,h,e,f,e,d,a,j,b,d,f,o,l,k,d,n,b,j,j,e,l,k,l,c,g,i,b,d,h,h,b,a,l,a,j,c,d,a,f,i,m,k,d,j,e,d,c,h,o,g,c,f,e,a,d,o,m,a,e,k,l,e,f,h,o,f,m,e,n,n,i,k,d,m,n,j,n,h,j,o
h,m,a,c,k,e,g,a,i,n,e,d,h,o,b,j,b,k,i,n,j,j,b,j,k,l,c,m,c,l,m,f,i,d,n,k,j,f,b,g,j,k,c,o,j,a,e,o,l,m,f,d,o,a,m,o,n,i,e,m,i,e,k,c,i,c,j,j,g,l,l,l,n,m,e,e,j,d,i,j,m,h,m,d,g,n,a,f,k,o,n,h,b,i,l,g,f,o,f,m
l,n,m,f,l,g,l,j,k,a,c,l,h,j,a,e,b,n,d,e,n,d,g,e,n,i,d,g,l,i,c,d,k,n,f,o,a,h,j,j,n,f,m,g,j,j,h,j,h,c,j,d,f,m,f,g,c,c,l,d,f,b,h,e,g,f,i,m,g,g,g,o,j,k,b,f,b,e,i,m,c,b,a,c,b,k,g,k,j,g,g,e,m,m,a,h,c,h,g,i
n,j,o,j,i,c,o,o,f,f,c,i,l,l,a,f,h,h,o,a,h,g,n,o,m,n,f,i,o,j,k,f,i,c,l,k,g,l,c,b,i,o,e,d,c,o,h,k,j,i,l,n,k,d,i,h,h,n,k,h,j,d,o,b,g,c,m,a,e,f,n,d,a,l,m,j,o,o,c,j,f,m,d,k,c,l,b,l,d,g,i,n,d,o,b,h,j,e,m,k
k,c,b,k,f,l,j,e,b,c,l,b,j,i,f,a,c,n,h,d,c,h,h,n,h,d,i,b,i,m,o,m,e,l,c,a,c,e,n,f,c,d,b,o,a,h,n,o,m,d,m,h,h,a,b,c,j,n,i,i,g,c,j,n,i,g,h,e,j,j,e,o,b,f,a,n,k,h,h,m,c,d,o,i,g,b,a,m,d,a,e,m,b,m,b,f,o,h,l,n
j,a,h,n,i,h,f,j,c,k,n,g,f,j,l,k,j,f,m,f,d,j,e,n,o,g,k,e,n,i,g,k,a,j,k,j,c,o,g,i,o,g,e,c,e,j,l,k,m,l,b,e,m,j,f,e,k,o,j,a,m,c,o,j,e,h,c,h,f,m,k,m,b,d,l,d,k,g,b,e,j,c,h,o,f,h,e,e,h,m,o,l,e,c,l,c,n,l,a,f
a,o,o,m,c,o,i,n,e,m,e,l,h,n,f,l,m,e,k,l,o,a,b,l,m,c,h,l,n,c,o,n,e,j,j,a,f,l,h,d,e,h,c,i,g,k,c,i,m,g,n,h,c,g,o,c,m,b,m,e,d,i,h,d,m,d,k,a,g,d,j,o,j,h,o,c,e,h,d,m,n,i,n,i,o,f,n,g,d,a,o,o,n,n,h,i,d,l,g,e
i,i,i,j,i,e,e,e,c,a,j,l,d,a,f,h,l,h,h,d,o,h,e,k,h,g,h,h,f,h,h,j,a,f,k,f,j,i,a,h,e,m,g,i,k,l,d,k,l,j,m,n,i,j,e,g,k,h,n,o,f,m,h,m,n,g,n,d,n,n,g,a,h,e,f,g,c,i,d,m,j,b,o,o,f,m,o,n,d,m,m,l,o,o,l,c,j,j,j,c
f,l,e,i,c,k,a,j,d,h,n,g,i,b,j,l,k,l,m,d,k,j,j,l,d,j,g,n,n,n,k,n,b,i,c,e,l,o,c,o,m,g,j,e,m,n,b,h,b,g,f,c,b,e,h,h,e,c,f,k,k,f,g,k,d,a,n,o,i,o,e,n,o,m,o,m,l,f,o,l,n,m,f,k,o,a,f,f,f,h,k,i,f,k,f,k,j,a,k,k
o,o,e,g,j,g,h,a,i,k,l,k,i,a,n,c,d,h,i,j,o,f,m,o,c,d,b,f,e,m,j,d,m,o,d,f,f,g,c,c,f,f,i,j,d,f,g,h,g,c,h,m,e,m,h,g,b,j,f,g,i,a,h,b,o,f,e,k,j,f,j,b,d,f,j,h,i,g,b,j,n,e,o,m,k,f,o,i,o,h,h,n,n,f,h,m,a,g,c,n
f,o,g,i,a,f,n,m,g,l,g,e,d,e,k,k,l,d,i,j,h,e,j,e,b,i,e,i,j,k,f,c,j,g,m,a,f,o,l,f,m,n,o,h,i,i,d,k,j,m,h,i,c,k,g,h,b,f,b,o,o,a,a,e,d,n,m,n,l,d,k,l,n,j,m,o,h,n,g,m,c,e,b,l,l,h,c,i,b,e,e,l,o,k,g,l,d,h,c,c
d,l,m,f,e,n,a,c,h,e,b,e,a,a,b,c,m,e,a,i,e,f,d,m,g,d,m,m,f,i,k,b,k,h,d,f,f,a,g,b,l,k,f,d,e,b,h,g,n,l,f,e,g,c,n,n,o,f,k,m,k,o,a,o,f,a,l,b,a,j,c,e,f,o,e,l,b,l,h,l,k,f,c,i,h,g,d,g,f,h,e,l,e,h,o,g,m,c,e,l
f,l,c,b,b,k,h,o,e,g,b,c,j,o,d,i,g,o,l,h,o,d,g,j,i,g,e,g,m,o,g,b,h,h,e,b,n,i,k,k,c,g,e,b,m,f,a,a,l,j,e,k,l,m,l,e,m,d,j,j,m,g,e,o,j,b,m,h,l,n,i,f,o,a,o,e,d,m,b,i,j,h,f,k,g,h,n,i,l,d,e,a,a,m,c,e,l,o,m,c
g,i,n,k,k,g,d,o,c,n,e,n,h,j,h,h,b,n,d,n,n,j,o,m,e,o,m,d,i,k,o,j,j,l,j,k,b,d,e,g,j,i,d,k,m,o,d,d,i,b,f,g,g,e,d,l,d,n,d,m,m,m,k,e,h,o,o,n,k,d,e,c,a,g,h,k,b,o,n,b,k,a,b,i,o,a,h,c,k,j,l,j,n,g,i,k,m,l,g,h
