var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
b,n,h,k,h,j,k,b,b,h,o,b,h,l,l,b,d,o,e,f,c,b,j,f,a,i,f,f,h,f,o,o,k,l,f,c,m,f,c,b,b,h,c,n,b,b,i,j,i,d
a,o,g,d,e,d,f,e,j,e,h,i,f,b,b,c,i,m,l,c,k,j,h,a,l,m,n,l,e,k,n,j,j,h,a,m,j,k,a,d,d,b,a,h,n,o,h,e,d,h
g,c,c,g,k,l,g,j,g,n,e,n,m,c,i,b,d,c,b,i,l,i,j,l,i,k,c,c,c,a,m,e,g,d,e,k,d,h,l,k,b,o,k,d,o,f,f,n,c,j
l,e,h,d,d,i,d,l,j,f,o,k,k,l,a,i,j,d,o,a,a,f,o,a,g,c,e,f,e,m,n,g,c,a,l,f,h,e,k,i,m,j,m,m,c,k,m,c,o,m
l,n,l,g,f,f,a,g,h,h,k,g,k,m,o,f,j,b,g,g,j,o,i,i,n,m,n,j,o,c,d,g,l,a,o,g,h,i,h,a,d,e,h,n,l,l,k,h,n,h
o,i,a,o,o,o,j,j,f,m,b,i,g,g,b,k,n,e,c,f,m,e,o,j,i,e,o,d,n,k,g,i,i,j,f,f,a,b,f,b,b,k,b,j,i,c,g,c,n,e
l,b,c,o,n,e,h,i,a,j,l,i,c,o,m,o,j,a,h,n,g,b,g,e,j,l,o,h,e,b,e,m,a,d,c,o,b,h,k,e,l,o,o,l,n,a,e,d,a,n
e,k,c,b,l,a,k,g,j,h,c,l,n,k,m,o,k,l,c,a,n,n,h,m,d,n,c,i,i,e,l,j,b,k,i,g,d,c,b,c,n,k,k,a,k,i,o,i,n,b
g,h,d,a,o,j,m,c,d,g,n,o,a,m,n,o,a,g,m,h,h,f,n,g,c,b,f,o,o,j,d,e,l,m,m,l,j,c,a,b,g,a,h,j,d,a,c,f,h,g
k,f,c,c,g,k,n,i,n,a,h,d,i,l,c,e,l,b,k,f,b,j,h,i,a,j,l,o,h,k,j,b,m,k,n,a,f,h,f,c,f,k,n,j,b,l,l,e,g,d
i,n,i,l,l,g,i,j,g,i,j,n,b,i,n,o,a,j,m,h,l,a,o,f,n,j,h,d,i,f,l,n,c,c,g,i,b,e,i,m,b,l,j,d,g,o,k,h,n,b
d,j,l,i,k,n,k,o,c,l,l,l,g,m,a,c,i,f,m,l,a,k,k,a,i,i,f,n,k,m,b,d,d,l,a,k,e,d,a,e,e,g,k,h,b,o,a,g,j,n
d,d,a,o,l,d,l,g,l,e,g,k,o,j,l,b,g,g,l,a,l,i,g,b,k,n,m,o,f,n,k,f,a,h,b,g,l,l,k,e,i,d,l,c,g,c,h,o,n,l
l,f,g,g,j,m,j,k,j,i,f,j,i,n,j,e,j,m,b,d,k,i,b,b,a,l,f,n,f,l,f,e,b,i,l,o,j,i,m,f,b,b,b,i,d,b,b,m,f,m
f,n,f,l,l,a,c,k,h,i,k,c,e,c,j,i,g,f,o,h,b,n,i,o,m,k,g,d,g,o,j,c,g,c,h,n,o,k,h,m,m,j,l,f,l,m,d,a,l,h
l,h,n,i,g,o,g,g,g,l,i,c,g,f,k,o,f,a,j,g,h,a,c,c,l,f,g,j,l,d,e,i,m,n,n,h,l,a,k,l,l,h,j,i,e,i,k,g,n,l
k,f,h,h,g,a,d,b,e,c,j,a,e,c,c,d,o,l,d,a,l,h,i,m,f,n,e,e,j,h,i,e,l,d,a,g,n,d,i,n,c,m,l,f,m,n,l,f,a,i
f,c,k,k,h,o,i,d,g,j,m,l,d,o,j,c,k,k,m,e,a,m,d,f,m,h,a,k,l,m,j,m,b,a,e,k,a,l,n,g,f,c,j,j,e,e,c,b,j,m
c,l,i,d,o,h,b,e,a,c,g,g,o,h,j,m,d,b,m,k,j,k,n,l,k,j,k,c,i,e,k,h,g,c,i,b,l,l,f,a,k,e,j,n,j,g,l,n,n,d
h,n,i,b,n,i,m,c,o,n,i,d,l,j,b,k,k,i,d,l,f,f,h,f,o,n,l,c,g,m,e,b,l,d,g,b,o,n,j,h,n,o,m,b,h,g,l,j,i,c
d,n,f,i,m,b,b,e,g,f,m,i,k,a,b,e,h,d,b,h,c,a,j,j,f,b,f,l,i,c,m,l,d,j,m,c,n,m,b,o,i,j,b,l,c,b,f,o,f,l
a,h,k,o,o,n,c,e,d,o,g,l,a,d,c,j,o,e,k,d,g,a,b,m,m,d,k,m,k,d,c,d,j,a,i,f,j,g,m,g,a,g,c,e,n,m,c,g,g,c
a,c,i,b,c,f,b,b,m,o,o,l,k,k,b,i,j,d,j,l,o,k,i,c,m,d,e,d,i,f,d,j,f,f,o,i,o,m,f,b,h,b,e,j,c,l,k,a,n,n
o,b,d,l,h,m,i,j,k,c,c,k,g,k,h,n,b,o,n,c,n,e,o,o,n,c,f,i,n,g,i,d,g,k,j,f,i,g,c,i,o,d,o,n,n,a,l,k,d,e
d,g,b,j,f,f,b,c,b,m,m,n,a,c,a,o,n,e,d,k,h,j,o,a,o,m,l,k,l,e,f,e,b,h,d,f,i,j,j,l,f,c,e,n,n,f,j,e,j,g
e,k,i,n,g,l,c,f,l,e,g,j,i,l,e,b,g,i,o,l,d,h,k,k,h,d,k,i,c,i,h,l,h,f,j,k,j,k,m,k,a,o,e,l,o,i,k,c,f,a
c,d,a,i,h,l,f,a,a,i,k,d,j,h,h,h,o,f,f,c,e,o,e,h,l,n,a,c,e,e,n,n,g,d,b,d,b,f,c,a,a,m,m,l,l,a,c,k,l,i
k,a,k,l,a,j,n,k,i,d,d,i,d,n,i,j,o,a,a,l,l,m,k,g,j,i,j,m,j,c,g,n,c,l,b,k,i,h,d,j,b,e,m,b,g,h,m,i,m,f
l,h,k,m,l,o,j,g,h,m,k,h,b,d,a,i,c,k,l,k,e,n,k,i,b,e,k,j,h,i,f,a,c,o,f,a,n,d,j,m,i,f,d,j,f,o,j,e,h,o
b,k,f,b,d,g,j,d,d,d,m,e,i,a,f,j,g,h,k,k,k,i,n,o,o,i,a,o,i,a,m,n,f,h,n,n,o,d,m,a,k,l,g,e,d,d,m,c,i,k
f,c,d,i,b,c,m,a,e,e,l,a,g,j,k,n,k,i,a,a,h,k,n,n,h,k,j,e,c,f,a,f,b,j,f,f,f,l,n,f,a,m,o,e,b,i,g,f,e,n
b,m,c,m,c,h,k,g,j,g,a,f,e,i,n,m,k,a,k,k,o,e,f,k,m,d,c,i,a,a,d,n,f,a,i,d,j,o,c,c,d,i,f,a,l,g,l,b,o,e
h,c,o,b,l,f,n,d,n,o,d,c,d,i,b,m,h,o,m,d,e,d,b,a,a,e,n,h,o,h,c,j,h,e,i,e,i,h,e,k,l,g,b,c,a,k,d,h,h,c
h,f,g,j,i,h,m,e,n,d,g,f,h,o,o,i,k,d,n,g,j,f,c,c,k,m,b,b,n,h,c,n,a,j,k,e,f,f,h,d,c,e,g,a,j,m,a,e,f,o
c,l,a,m,o,o,e,h,d,o,j,i,d,d,f,d,f,m,f,k,k,k,k,l,d,l,o,i,d,b,k,m,j,n,n,h,k,b,o,m,g,a,l,d,l,j,l,o,m,h
d,j,a,b,n,n,l,h,e,l,j,k,d,n,h,h,o,o,n,j,i,o,c,l,a,b,g,m,o,e,i,k,g,i,h,j,c,a,i,k,k,a,f,n,l,j,b,f,f,o
g,f,a,h,l,k,g,a,k,k,f,a,k,i,i,c,f,c,c,l,b,g,c,b,e,i,g,o,a,k,o,e,k,b,a,l,m,l,a,m,k,e,d,o,a,b,l,i,f,b
o,n,k,g,j,l,h,m,c,c,j,m,k,g,m,g,i,d,j,a,o,l,k,g,l,e,o,d,i,f,a,k,d,d,d,d,k,d,m,c,g,l,c,a,b,c,g,o,f,m
f,l,l,j,b,i,j,n,d,b,c,b,h,d,c,h,c,a,b,b,i,d,i,k,g,i,l,k,k,e,g,c,j,e,e,k,j,e,g,a,c,a,c,b,d,l,k,c,f,g
m,b,d,n,g,c,b,a,f,k,m,n,h,k,d,n,f,k,l,d,d,c,e,f,b,a,b,k,g,h,h,a,f,i,k,k,h,h,m,i,a,h,h,c,f,k,g,h,k,b
b,m,a,l,l,f,h,f,l,g,h,h,d,d,l,l,k,a,m,g,b,a,d,o,e,b,b,j,c,h,d,i,d,a,o,m,h,f,i,f,m,m,l,d,n,m,m,c,h,e
f,b,k,c,h,e,k,g,e,g,l,j,f,f,d,d,c,d,c,h,b,b,o,b,m,c,o,a,l,m,k,d,i,f,j,e,d,n,k,j,k,n,n,c,j,k,c,m,g,o
j,b,d,b,g,g,m,b,o,m,b,k,b,o,n,k,g,j,h,g,b,l,j,m,c,b,g,h,d,o,k,m,c,n,l,f,g,e,k,o,k,d,k,d,g,j,g,i,l,h
l,f,e,l,m,e,j,j,d,l,g,b,e,f,k,j,e,k,b,b,d,h,j,a,l,b,j,h,l,m,g,m,a,g,f,i,c,i,c,n,l,m,i,h,b,h,a,o,o,m
a,c,o,b,o,a,a,d,h,d,k,f,f,o,g,d,d,m,k,o,j,f,h,f,i,a,a,m,b,l,d,d,c,c,m,j,m,f,d,n,f,h,j,h,c,g,o,o,i,b
c,i,n,a,m,i,l,c,f,k,e,b,o,f,o,a,l,f,i,k,o,o,b,c,m,o,e,a,m,k,b,b,o,d,k,c,j,h,d,e,b,e,h,j,g,c,n,e,h,b
l,h,o,o,e,d,d,l,f,a,m,f,c,j,c,o,b,h,k,l,j,k,f,d,o,d,d,d,k,d,b,a,f,c,j,c,n,n,m,f,d,k,e,m,o,o,d,c,o,o
e,i,h,e,d,f,k,f,d,a,b,o,m,k,m,e,d,j,l,a,j,d,o,b,o,i,n,m,o,m,g,c,e,c,a,o,n,e,f,f,k,j,b,k,l,b,f,h,d,d
m,j,g,n,e,c,j,i,k,l,n,a,a,c,c,a,a,k,h,i,b,g,c,b,m,g,l,d,b,o,l,f,a,a,n,l,b,n,e,c,h,b,f,e,e,e,j,n,k,j
b,i,k,o,h,e,l,c,m,k,a,l,o,l,m,o,n,i,g,i,a,i,f,e,c,n,f,d,o,j,k,h,o,b,c,a,j,h,o,a,b,l,f,l,o,i,h,o,d,j
f,o,a,o,f,l,d,e,n,d,l,k,j,m,l,g,k,h,o,o,d,j,g,g,e,g,i,a,c,l,b,c,n,m,k,k,m,h,j,l,e,d,e,e,h,h,e,d,k,n
j,e,k,a,a,g,m,j,a,o,f,e,e,a,k,d,g,c,k,i,f,o,k,b,o,a,m,m,m,c,g,b,g,e,b,m,b,l,c,h,h,f,n,g,d,c,g,c,h,b
l,n,d,o,h,e,m,k,c,b,a,g,j,g,a,j,h,h,g,d,e,d,k,f,i,d,m,e,n,h,b,e,b,k,c,g,j,i,n,o,j,o,n,n,a,m,j,j,l,g
k,d,m,d,n,f,f,e,n,b,e,n,e,k,c,k,d,o,f,i,i,a,f,e,d,i,j,k,g,d,e,n,h,n,k,d,n,m,l,m,c,e,c,e,c,a,f,g,j,k
e,g,o,a,j,j,f,m,m,l,a,e,o,j,e,b,c,k,j,o,h,d,i,c,d,c,k,j,f,d,e,h,g,m,j,i,k,o,l,c,e,i,j,e,e,l,a,i,g,d
h,e,f,b,l,l,l,n,a,l,n,f,j,i,b,c,l,n,g,e,k,e,o,e,a,i,c,c,i,m,g,j,o,n,k,b,m,f,f,j,c,n,h,i,b,d,g,l,a,h
h,i,e,f,o,n,l,d,e,b,g,a,j,j,m,j,f,n,o,c,e,i,d,a,a,b,j,h,a,b,o,h,c,i,g,e,m,c,e,j,h,k,h,k,o,k,e,a,i,g
n,g,g,h,a,l,o,o,l,n,l,o,j,k,b,e,e,b,n,n,c,j,m,e,b,j,j,b,o,l,o,c,l,e,b,b,l,l,h,l,d,m,f,o,i,c,n,e,f,m
i,j,a,f,f,h,a,a,o,j,e,l,n,l,l,b,j,a,d,i,f,m,g,n,b,c,h,l,c,f,a,d,e,a,d,b,k,m,o,d,e,l,b,k,k,b,e,j,i,o
o,k,m,m,b,m,c,h,h,b,f,f,a,l,g,i,j,f,f,j,g,f,a,n,n,h,h,i,j,o,d,l,n,j,k,o,e,a,b,j,m,i,g,h,f,k,d,c,g,m
i,e,h,l,c,i,h,d,k,g,e,n,a,n,k,k,f,g,d,g,h,n,i,e,n,h,a,b,a,d,d,n,m,e,d,b,d,d,a,h,a,e,e,f,l,e,f,e,d,g
c,o,j,o,n,c,m,i,i,l,o,f,e,i,e,i,b,a,m,a,c,b,o,g,l,g,m,l,l,l,c,k,l,j,g,j,c,o,i,i,m,b,c,l,e,a,i,i,k,c
m,e,b,o,b,c,j,h,i,g,g,o,d,e,k,j,o,c,l,e,m,d,c,d,h,a,h,g,e,d,c,h,e,j,h,e,j,e,m,f,a,o,e,o,i,h,f,a,f,i
e,g,k,o,n,d,a,m,i,c,c,b,g,l,g,i,g,b,j,n,i,c,b,n,f,k,l,i,h,e,n,a,a,n,c,n,f,b,g,o,d,f,b,m,j,c,o,n,l,k
g,o,j,o,f,a,o,m,o,h,i,i,g,e,l,c,h,j,j,o,i,j,o,i,i,j,k,k,e,a,h,l,d,i,a,l,f,h,k,a,o,m,d,d,c,i,k,n,a,g
l,j,b,i,d,a,g,b,o,d,j,c,g,m,k,b,e,j,i,c,m,h,h,n,d,o,o,f,e,k,a,i,b,e,b,a,d,f,n,c,j,c,d,i,h,o,h,c,o,m
e,o,m,d,m,f,g,j,o,n,l,a,b,e,d,c,j,e,a,h,l,b,o,h,g,g,a,k,j,i,f,j,j,f,i,l,i,g,f,b,j,n,c,d,m,a,h,c,m,o
n,d,f,c,o,m,n,e,c,g,m,m,h,d,e,a,j,e,c,k,c,b,d,e,o,l,c,j,m,d,k,o,l,e,e,m,j,e,c,b,b,d,n,i,j,m,e,h,i,e
i,a,g,k,n,d,i,f,a,d,a,o,c,b,l,e,n,n,f,n,b,j,n,i,n,c,f,c,o,c,k,b,b,m,g,o,k,c,d,d,f,n,o,k,m,c,b,c,o,g
g,k,h,c,a,o,g,i,i,f,c,n,m,h,l,o,h,c,m,l,m,l,i,e,f,i,j,f,f,o,j,d,n,c,o,c,c,o,m,j,g,b,j,f,k,m,b,f,n,f
d,b,k,b,c,k,m,k,a,n,a,k,b,i,l,d,b,c,f,d,d,j,k,h,b,l,f,f,a,k,k,d,n,g,h,e,k,e,b,m,d,d,b,n,i,n,k,c,h,i
j,m,f,l,d,h,h,a,g,l,a,d,n,i,c,h,b,n,f,n,l,o,o,c,j,n,b,i,g,e,a,n,c,h,o,e,h,j,j,c,i,h,h,f,c,l,i,b,k,e
l,h,g,o,d,d,c,f,g,d,d,a,g,j,b,h,e,i,l,c,l,e,j,b,e,j,m,a,k,h,l,g,a,l,j,h,n,d,b,c,f,k,o,o,a,n,n,e,d,m
k,b,d,n,j,n,b,m,f,f,c,d,g,o,c,d,o,c,n,e,c,j,e,h,e,c,n,d,k,o,f,b,e,g,h,b,l,b,h,b,g,g,b,l,n,m,o,h,a,n
k,m,e,c,k,l,h,i,d,a,l,g,d,k,a,o,m,n,e,a,e,n,a,l,o,k,i,f,b,c,l,i,b,o,f,g,c,m,m,k,n,j,h,g,a,n,a,i,o,m
n,h,b,f,b,f,g,n,e,b,c,f,k,k,m,c,o,i,m,c,b,g,a,d,n,i,o,i,g,c,k,o,b,m,o,l,a,n,n,e,k,c,n,m,n,a,e,j,h,f
d,d,d,e,g,f,j,d,o,k,m,a,j,m,o,o,b,a,f,d,l,l,o,k,h,b,j,o,f,o,j,c,o,c,l,f,o,b,i,i,n,i,e,f,h,d,l,i,j,o
g,m,g,c,d,h,h,k,o,j,i,g,k,c,h,l,i,f,f,j,k,a,c,i,l,l,d,j,n,j,h,l,a,i,a,f,e,o,j,e,m,g,c,b,m,f,c,i,e,f
m,j,m,e,e,i,c,g,l,d,b,m,f,j,o,e,n,k,d,i,l,n,l,j,h,l,i,n,o,m,b,e,b,n,e,a,c,h,o,a,f,b,b,i,g,k,e,g,i,d
m,g,h,l,o,e,l,g,n,a,a,g,i,k,k,l,l,d,o,m,o,c,e,h,b,f,g,e,f,c,i,n,m,b,b,l,d,f,e,k,g,n,k,f,d,g,n,a,f,k
g,o,j,i,k,n,k,a,d,l,i,k,c,f,c,a,d,b,i,d,a,e,i,g,j,l,a,o,h,g,d,f,h,i,a,c,d,b,o,h,j,j,n,f,n,m,i,g,j,e
i,e,j,a,l,m,l,h,b,k,i,k,h,a,k,c,l,a,i,f,l,d,g,k,h,j,j,i,a,h,k,f,j,e,j,i,c,a,h,k,l,g,k,e,b,l,b,o,e,m
j,d,f,n,k,b,f,k,a,l,i,m,l,j,h,h,e,m,c,o,c,a,g,o,j,k,h,f,h,o,b,m,e,m,j,i,c,c,c,g,k,m,f,k,n,n,k,k,h,d
l,l,l,n,j,m,b,k,a,k,a,h,m,j,m,o,m,j,n,c,a,b,m,j,c,h,i,f,d,f,n,k,b,f,d,g,o,l,e,f,b,g,c,m,n,d,a,h,o,d
k,l,i,e,h,m,d,j,g,e,j,o,m,m,n,d,e,b,f,j,m,o,h,g,h,b,i,c,e,i,o,n,h,f,n,b,m,a,d,n,h,n,n,n,c,i,e,c,c,o
l,a,o,m,l,c,d,m,e,j,f,n,j,n,d,i,b,l,b,o,c,n,d,o,c,a,j,l,k,m,m,k,j,d,j,i,e,n,o,i,j,b,l,j,f,c,f,k,l,j
k,b,g,o,d,c,b,b,b,k,k,f,n,j,k,d,k,a,h,o,i,h,f,n,b,m,e,g,k,g,b,c,l,o,c,o,h,f,f,l,o,d,n,b,g,m,e,a,n,f
e,a,o,c,h,j,m,i,a,h,b,l,d,c,l,m,i,a,b,e,d,h,m,j,e,b,f,n,b,e,f,l,o,i,f,c,l,g,j,g,k,m,c,f,j,i,e,h,c,a
e,b,c,l,c,f,n,j,l,n,n,a,d,e,m,b,k,e,d,o,o,h,k,g,j,n,k,b,j,c,k,k,c,i,k,j,m,e,g,d,c,k,d,f,f,b,o,o,l,b
l,e,o,o,l,h,o,g,c,b,e,j,o,a,b,c,i,l,b,j,a,l,e,j,g,e,n,h,j,l,o,c,d,b,l,n,m,a,e,f,o,k,b,d,n,g,h,j,j,o
d,k,h,g,l,m,i,j,i,m,o,b,g,m,n,o,m,l,n,j,n,g,d,h,d,o,k,i,a,a,n,e,n,c,c,l,n,h,k,o,i,l,c,l,h,g,f,d,h,m
o,b,e,f,l,l,l,e,a,g,k,g,f,m,o,e,j,n,g,o,h,j,c,e,n,l,l,o,b,e,a,o,k,l,g,l,j,k,j,k,o,e,o,g,n,c,l,i,b,a
e,i,n,a,i,m,g,c,i,d,c,o,n,g,e,g,o,f,k,d,l,o,m,n,e,d,l,k,b,c,m,d,c,l,j,g,d,k,n,h,m,m,l,j,a,f,a,i,n,i
b,h,m,f,d,f,d,j,d,a,f,m,i,l,g,m,o,l,g,o,h,o,e,e,i,d,b,b,a,a,e,g,g,c,f,c,o,i,o,k,g,i,f,a,j,l,h,f,f,j
b,k,a,c,j,j,j,h,f,j,k,b,h,d,a,h,f,a,k,h,c,i,h,k,o,l,h,j,h,k,a,h,d,h,a,a,n,c,i,h,g,a,n,i,i,n,m,c,f,a
h,c,a,n,o,c,g,j,f,h,e,b,k,c,g,h,h,j,c,d,b,g,j,e,f,b,g,d,c,e,f,e,a,m,i,i,b,n,a,k,b,m,j,f,n,a,j,o,k,o
f,c,o,e,f,g,c,o,i,h,f,h,n,m,l,a,n,f,l,l,o,i,g,g,k,a,l,k,a,j,b,o,l,k,i,n,j,k,m,h,f,b,n,i,g,i,i,j,c,j
i,n,c,m,k,m,g,m,f,b,b,h,b,n,i,b,m,a,k,d,k,i,l,i,g,f,i,m,a,a,c,g,o,b,o,k,g,i,f,h,i,m,c,a,m,n,f,d,k,f
f,d,c,b,c,m,j,k,h,o,g,e,k,i,n,k,k,k,c,f,m,l,n,m,k,o,l,m,m,a,f,e,o,h,k,m,h,m,m,i,n,i,i,m,d,c,a,i,i,m
l,c,g,m,g,f,h,m,l,e,o,g,d,j,n,l,k,l,o,b,i,g,l,o,c,m,e,e,m,j,i,j,c,o,n,m,m,b,m,c,j,l,o,l,n,k,j,h,k,h
f,i,c,d,l,l,g,i,k,d,g,e,b,b,f,l,e,n,h,k,n,n,f,i,n,a,c,m,i,b,h,l,n,g,e,b,m,f,i,g,h,g,j,n,k,o,a,a,f,l
j,l,a,k,i,a,l,f,e,g,g,d,e,j,o,d,e,c,b,k,a,d,g,d,j,m,j,c,e,j,j,h,h,a,m,j,f,o,e,j,h,a,k,d,b,c,j,d,c,f
a,l,d,b,e,k,i,n,b,e,l,l,n,c,g,h,l,h,n,c,o,k,m,f,l,f,l,o,b,e,h,o,a,n,c,b,h,e,c,k,i,a,n,c,k,c,d,n,n,h
o,g,m,h,i,n,f,k,n,h,a,f,m,j,i,n,l,i,j,i,a,o,b,l,n,d,o,m,o,d,f,a,m,m,a,a,k,c,a,i,j,h,k,b,d,c,k,o,e,j
d,c,k,c,k,o,d,o,i,m,l,j,n,j,m,j,d,d,m,i,g,h,a,o,h,n,o,m,i,l,j,e,f,b,i,e,n,i,d,g,i,a,n,e,d,j,c,n,f,m
m,n,o,f,k,o,f,l,j,b,b,c,l,d,j,c,g,c,n,f,c,n,g,h,o,j,i,a,f,k,e,d,d,h,j,e,e,d,m,h,o,i,c,e,l,i,j,l,c,n
c,a,n,n,h,c,g,g,d,m,m,i,a,a,l,l,d,g,c,b,h,a,b,e,j,g,d,k,n,n,g,e,c,e,b,b,c,m,k,e,j,o,a,e,j,l,b,g,i,h
f,a,m,i,n,o,g,k,f,a,b,a,c,c,k,c,c,o,l,c,l,g,d,d,e,j,a,f,j,j,b,f,h,i,e,m,j,n,i,d,n,o,l,h,m,k,h,o,e,f
j,l,l,e,c,c,h,o,i,l,k,i,b,g,g,k,j,d,o,e,h,h,c,f,n,l,c,g,e,i,n,c,g,c,o,c,b,k,b,l,i,j,m,h,e,o,l,d,e,j
k,m,e,o,g,f,c,c,h,a,c,g,h,m,l,c,c,d,j,d,f,j,a,m,n,o,o,g,i,k,n,e,k,l,l,m,d,i,c,a,e,g,o,h,k,k,l,n,j,b
i,o,d,g,k,h,b,i,g,l,o,n,g,h,o,e,b,d,h,c,l,c,g,k,h,l,m,f,e,b,d,o,a,c,h,k,b,h,m,l,n,a,l,h,c,d,i,f,o,f
n,c,l,o,b,g,i,k,k,l,b,j,e,o,b,l,b,f,o,i,j,i,o,j,g,m,j,n,j,l,o,f,f,a,e,j,n,o,m,l,b,h,l,c,g,i,l,l,d,j
d,h,n,l,h,o,o,l,m,n,h,e,g,m,l,f,c,j,l,c,i,g,i,k,e,g,m,n,b,f,h,e,e,k,o,d,l,i,k,b,e,e,j,d,g,d,h,f,e,e
m,b,l,o,h,g,g,n,c,b,l,i,k,l,f,h,a,a,k,f,f,h,i,b,h,b,e,k,f,c,h,m,h,m,m,d,d,m,c,o,a,b,l,n,d,a,f,n,i,e
d,o,a,i,m,b,g,g,e,f,l,k,h,n,d,j,g,o,b,n,k,j,a,l,m,l,d,a,b,k,m,h,g,l,l,b,j,b,n,h,o,d,b,g,d,b,n,m,g,b
f,o,a,o,k,b,m,l,i,c,f,m,b,f,n,c,j,a,j,l,n,n,e,l,n,n,g,n,e,o,o,a,n,a,a,j,j,j,i,g,e,m,a,e,l,i,e,o,j,e
b,c,d,h,j,i,l,i,m,k,j,b,m,j,o,i,l,f,n,j,l,f,l,c,e,c,d,d,b,j,j,i,d,m,m,c,m,k,o,n,a,h,g,e,c,m,d,e,d,n
o,c,j,g,j,h,l,i,d,a,e,k,o,h,c,a,l,e,c,k,b,b,k,j,m,f,f,j,k,j,g,n,f,f,j,k,o,o,a,a,h,d,f,c,i,i,b,g,b,d
c,m,g,h,h,j,l,h,h,l,a,b,k,d,i,f,o,g,e,m,d,b,m,k,i,j,i,j,l,d,c,i,c,h,f,f,k,c,i,c,o,l,l,b,b,c,f,i,d,h
f,m,h,i,k,m,i,h,b,i,b,e,d,n,d,k,o,l,j,k,b,k,l,k,n,b,e,g,c,l,l,d,g,m,e,h,j,g,k,j,h,b,a,d,g,j,k,b,f,m
j,c,h,j,i,c,m,j,a,g,j,j,n,m,l,l,g,l,h,f,l,c,d,h,l,b,m,d,l,a,l,l,e,e,h,h,c,b,k,a,e,m,j,g,j,j,o,e,h,a
b,o,n,c,a,h,d,f,j,h,m,l,b,c,f,j,j,h,e,g,o,c,c,d,j,e,e,n,e,k,a,m,a,o,m,d,d,g,c,o,d,e,e,b,h,d,l,j,g,g
l,g,o,k,m,l,a,n,g,m,m,j,j,n,a,h,e,m,k,j,l,a,o,k,l,l,h,n,l,h,k,b,e,n,g,g,h,n,j,i,n,e,o,c,a,m,e,a,n,c
l,n,g,c,l,i,i,j,n,k,k,j,d,l,f,c,b,k,j,j,i,j,j,l,f,k,k,o,a,c,h,a,a,k,e,l,i,l,e,b,i,a,l,a,b,a,k,o,a,d
g,b,e,n,m,h,i,n,j,o,n,m,o,h,n,o,m,i,m,h,i,i,e,m,o,m,h,j,n,h,f,d,m,l,g,l,m,d,e,g,j,d,k,k,d,n,i,c,l,a
c,c,m,g,f,o,h,m,o,c,m,l,i,l,b,f,j,h,l,m,l,n,e,l,d,e,h,e,l,l,j,o,h,f,b,b,o,h,l,b,d,i,d,b,m,l,j,n,b,d
c,m,i,c,j,g,a,f,e,o,m,g,f,e,d,m,c,a,e,m,j,f,b,j,j,e,i,c,g,o,e,h,o,c,b,e,b,h,j,g,k,e,g,c,f,h,o,m,g,e
j,a,j,h,i,h,o,f,d,d,a,k,l,b,n,l,f,k,g,a,d,e,h,f,h,h,k,h,d,a,e,f,o,m,g,k,j,a,n,l,h,g,h,a,n,f,n,n,k,n
d,o,l,j,l,n,h,a,h,c,j,e,a,c,i,f,h,l,g,g,j,e,k,a,m,a,b,g,k,b,l,l,k,l,c,l,k,o,e,d,f,o,f,a,a,d,g,h,h,c
m,j,a,h,g,j,h,i,m,n,o,c,l,h,k,j,h,a,i,o,a,c,d,g,j,l,o,k,j,o,m,o,f,b,f,n,j,n,g,g,g,g,m,g,l,m,o,k,h,l
m,a,n,a,o,o,l,c,n,e,c,j,i,g,d,l,m,g,a,g,m,i,d,o,h,m,m,g,n,c,j,n,m,n,k,h,h,k,e,g,n,g,o,l,m,m,f,a,n,k
g,i,f,e,e,l,d,e,o,f,c,b,n,j,f,c,i,o,j,e,n,o,k,d,b,n,d,g,k,h,i,i,o,d,n,g,i,k,e,l,c,l,o,m,i,b,a,o,a,n
b,i,e,i,c,b,i,c,h,g,n,j,d,m,f,k,l,d,o,e,i,l,h,f,k,m,e,n,m,i,j,a,o,j,k,l,l,k,f,k,m,d,m,b,d,k,a,m,h,b
i,k,i,l,l,l,o,e,k,f,j,g,g,o,b,l,i,k,l,o,b,g,d,j,g,o,e,e,l,i,f,o,f,j,l,d,l,l,g,g,j,b,o,d,l,a,i,i,f,d
o,l,o,e,g,o,b,i,n,c,h,k,e,c,j,b,n,d,a,o,e,d,j,f,g,h,o,g,c,m,b,a,e,d,h,a,e,a,e,h,c,n,k,l,h,f,h,k,d,a
m,d,e,a,l,g,g,d,o,h,l,o,d,l,c,a,l,a,c,i,g,a,m,n,d,f,h,b,g,i,m,l,a,o,h,k,e,j,d,o,b,c,o,e,k,a,b,o,f,o
h,c,a,f,f,l,m,d,i,j,l,h,a,k,d,c,i,h,k,f,g,e,b,n,d,i,n,l,h,l,k,k,f,l,m,f,c,e,e,a,e,h,g,h,i,g,l,k,g,l
h,o,g,m,c,n,h,l,k,m,f,j,k,m,j,l,j,l,m,k,c,o,h,m,a,a,d,o,f,d,f,f,h,d,l,n,g,k,h,k,b,d,n,m,d,b,a,n,g,e
