var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50
d,m,h,a,h,q,g,m,k,r,g,k,g,s,h,a,i,q,e,k,s,d,q,p,j,q,r,f,c,p,b,d,d,d,n,s,q,f,b,k,g,n,p,q,g,m,m,h,p,c
h,r,j,m,r,b,i,s,e,h,d,o,j,t,s,j,d,s,j,e,f,m,b,b,b,o,n,b,k,p,l,b,e,c,d,k,f,k,d,h,m,a,e,p,r,j,p,n,m,k
c,h,g,j,p,d,j,t,e,s,i,e,j,p,m,n,t,l,q,j,d,p,r,l,p,r,a,b,i,j,t,d,h,e,p,c,r,a,o,g,r,f,f,s,m,k,q,q,g,d
k,m,g,p,g,m,f,d,q,c,m,o,n,i,o,m,d,p,b,i,q,t,c,k,i,l,b,s,r,o,f,c,s,c,k,r,o,i,q,b,t,t,e,d,l,e,f,n,q,s
r,m,p,j,p,j,c,f,h,j,d,t,q,m,n,p,o,c,m,l,o,k,f,t,c,i,p,r,k,p,m,o,f,t,d,f,r,h,d,d,b,b,f,i,o,d,m,l,f,s
l,b,o,f,j,g,l,k,j,t,s,t,l,b,o,i,t,p,h,p,t,a,e,t,g,o,r,m,b,g,p,a,d,r,l,e,h,k,d,l,i,c,e,g,r,m,s,m,f,a
i,q,m,e,t,m,n,d,n,r,a,e,m,p,m,q,d,j,c,l,c,p,d,b,e,p,q,m,p,f,m,f,i,h,f,k,c,j,g,o,b,j,e,q,a,h,b,d,b,c
p,n,n,d,b,h,p,n,l,s,b,b,h,d,t,e,h,n,f,r,p,k,t,n,n,b,p,m,i,l,e,o,k,t,n,l,n,e,o,h,o,j,e,f,m,n,j,s,j,n
p,l,t,a,k,a,t,a,g,f,f,i,l,d,t,p,h,o,h,n,m,i,a,d,h,b,q,c,t,h,n,g,e,e,b,p,e,g,m,r,s,d,i,b,m,p,f,j,h,l
m,d,a,g,i,c,t,a,e,t,d,n,c,b,s,q,o,h,k,e,m,d,a,o,m,i,o,i,t,r,q,r,t,j,n,b,i,r,r,b,a,f,d,o,l,p,g,q,j,p
a,r,r,c,i,p,j,p,k,d,p,e,c,p,h,i,l,k,r,s,f,t,g,k,i,n,h,r,o,s,e,e,m,s,g,o,t,h,n,o,j,p,b,d,f,m,q,g,f,d
t,s,n,a,g,p,m,s,g,k,m,o,b,l,i,s,c,o,h,a,r,h,k,f,d,t,m,g,k,n,p,h,q,s,f,l,o,j,n,s,p,g,j,r,j,o,b,t,m,q
r,e,m,c,q,p,c,p,g,n,n,n,d,s,m,b,l,r,q,m,q,n,g,s,b,g,c,g,m,n,q,l,q,a,j,q,i,a,n,a,g,g,n,j,n,r,a,t,h,p
n,m,s,r,p,k,t,c,p,i,t,o,k,t,p,r,c,q,g,d,t,c,e,d,i,c,b,q,g,s,f,c,j,h,o,g,i,n,p,t,f,o,b,o,a,s,q,q,f,c
s,j,s,j,c,c,g,l,c,m,g,c,c,f,d,q,g,i,i,f,h,j,j,g,r,m,h,a,t,q,b,h,l,p,i,f,q,h,b,h,l,o,f,l,q,p,s,g,e,t
a,o,f,m,t,l,p,m,s,c,f,l,d,b,k,l,g,i,i,k,g,d,a,p,k,b,e,g,g,b,r,p,k,c,f,l,g,j,n,l,a,c,f,a,m,j,g,h,c,s
q,c,b,q,g,a,g,p,k,q,t,b,a,k,f,i,j,m,m,j,l,k,k,m,c,b,n,n,o,a,d,a,i,r,h,e,a,h,p,h,b,o,d,j,d,s,p,b,s,n
q,p,f,t,b,n,q,r,o,m,c,e,q,h,k,a,h,t,r,d,b,o,j,s,r,i,k,e,d,f,j,k,s,n,j,i,q,h,p,r,e,s,e,a,j,i,s,k,i,f
o,c,k,l,p,o,e,p,q,o,b,t,j,h,c,h,o,q,i,n,r,f,a,b,i,g,p,j,j,f,n,b,k,o,q,c,i,j,f,n,n,t,d,b,d,l,b,a,k,c
k,f,j,c,j,c,q,p,b,a,b,k,c,b,s,j,e,f,e,c,s,b,n,m,j,c,p,e,d,q,r,j,j,j,c,g,m,f,a,b,i,d,g,c,p,e,p,m,c,j
q,t,k,q,s,p,q,o,a,n,m,g,b,r,b,j,l,m,m,b,c,o,l,p,l,n,e,m,g,m,l,k,i,q,g,m,f,f,h,p,t,d,d,b,l,n,b,b,f,h
j,q,g,t,i,o,l,i,n,q,p,l,n,o,m,f,t,k,n,o,g,q,t,f,l,q,e,p,n,s,g,f,t,b,r,q,g,f,s,c,b,t,n,m,f,q,n,o,m,d
o,p,p,p,j,p,g,s,t,l,p,b,d,b,m,q,l,t,a,l,o,i,p,j,p,p,f,k,d,b,t,g,p,o,f,s,r,g,k,i,h,s,a,i,s,e,s,a,d,q
j,q,p,t,c,m,g,d,k,o,d,i,j,e,q,s,b,d,k,d,l,r,g,a,j,i,k,j,f,j,l,i,b,a,r,t,p,f,r,r,o,s,o,i,b,e,t,h,a,j
h,h,q,m,e,q,e,b,f,l,k,g,b,a,n,e,d,g,s,l,i,a,h,e,s,q,i,o,r,s,q,n,s,o,q,q,p,s,m,d,a,m,g,q,n,o,i,p,q,r
r,d,i,b,o,s,l,b,q,q,k,k,j,i,n,d,q,p,i,c,q,c,b,s,i,h,q,f,i,e,e,d,k,j,q,f,p,h,c,h,g,g,k,f,d,o,o,j,t,s
d,b,o,q,o,l,l,p,s,f,m,m,c,o,j,g,b,f,a,a,l,o,l,n,t,g,i,h,n,o,b,t,q,m,c,c,i,d,q,c,p,j,d,o,p,b,k,g,q,h
d,o,c,g,t,n,n,b,f,p,o,b,n,b,p,i,p,t,s,c,e,t,h,q,p,j,d,p,q,c,i,m,q,n,q,r,a,o,k,m,a,h,g,g,p,s,i,m,q,k
h,f,f,i,m,a,a,i,r,k,r,k,g,p,t,l,m,g,l,l,n,t,h,s,a,i,t,j,r,j,s,t,g,l,l,i,l,n,a,s,j,q,g,k,n,n,h,n,c,e
k,s,p,d,k,r,n,e,g,g,m,i,s,r,m,g,k,f,i,a,o,j,b,c,q,b,b,c,m,l,m,h,s,h,h,o,q,t,l,r,s,l,n,s,f,h,a,a,p,l
r,h,i,m,o,p,j,b,i,m,s,g,g,m,n,l,c,t,b,n,g,i,b,h,o,s,i,g,m,n,t,s,a,p,j,m,c,e,e,f,l,g,q,i,i,t,h,l,l,e
r,m,o,j,f,f,s,f,k,a,c,f,k,e,h,l,d,p,q,d,q,p,d,m,d,b,h,d,b,r,l,f,f,a,g,r,k,g,p,k,j,e,q,i,s,s,f,c,j,f
j,q,c,g,q,h,c,s,n,t,c,r,p,d,q,k,o,j,d,o,f,i,p,b,r,m,p,r,m,i,n,a,n,m,t,k,n,f,q,j,d,r,c,f,l,n,a,a,t,i
f,o,g,p,b,g,m,i,j,l,h,n,c,h,g,d,f,f,h,j,e,b,s,c,k,p,p,n,f,e,m,j,q,f,p,b,r,f,c,o,s,i,b,n,h,c,i,i,l,j
i,g,t,o,a,m,q,m,s,i,n,a,n,s,j,b,i,r,n,m,g,p,h,k,t,j,h,g,a,s,s,i,b,l,i,r,k,n,n,l,n,m,i,n,s,o,s,b,i,d
n,d,e,t,g,q,k,i,p,t,b,e,h,s,f,p,j,o,c,g,n,l,m,k,f,k,s,i,d,r,b,n,c,a,l,h,p,l,g,l,d,l,j,n,m,b,a,l,g,q
k,q,g,t,o,l,e,t,o,i,r,d,e,p,a,e,j,t,a,j,k,e,f,g,h,h,d,k,l,i,o,q,s,q,o,t,o,c,n,e,d,s,b,p,n,f,h,h,e,p
g,e,o,j,g,d,c,h,g,j,b,l,f,e,q,i,d,o,a,l,o,e,q,f,s,l,o,l,n,h,s,h,q,l,s,c,g,r,q,k,r,s,p,c,p,n,d,f,o,l
l,f,e,o,t,l,h,h,a,g,r,i,j,f,r,f,o,r,l,a,k,n,k,r,l,j,o,q,j,k,d,k,q,p,o,a,p,n,e,p,t,n,i,j,d,e,h,b,g,s
d,q,q,g,t,i,c,i,m,s,l,t,d,n,q,c,g,r,k,b,b,t,k,g,t,a,m,h,h,k,s,q,g,n,m,k,c,i,n,c,f,o,h,s,d,o,e,k,i,c
n,k,p,t,a,a,n,a,f,p,o,r,c,a,p,a,i,f,g,g,i,g,b,l,l,d,i,d,k,e,p,l,e,r,a,t,j,q,g,n,h,k,r,p,o,i,p,n,i,p
k,r,e,e,r,p,n,o,m,h,o,m,g,h,b,b,s,p,o,q,i,q,q,l,h,k,t,q,c,g,g,t,m,p,r,a,o,k,t,e,q,b,h,j,t,b,h,d,c,o
f,i,m,h,p,h,c,a,d,l,t,h,p,o,b,o,h,d,s,k,r,f,f,a,e,e,c,o,i,e,t,i,k,i,j,d,e,p,m,t,r,m,b,b,t,c,g,g,l,l
s,j,p,d,d,k,c,b,f,q,b,h,q,q,n,b,i,m,n,a,r,r,j,o,p,i,f,c,p,e,c,r,t,p,r,g,f,l,c,m,e,l,q,l,q,o,c,g,l,g
t,d,n,r,q,e,k,l,b,d,h,r,i,c,c,h,b,q,c,n,r,c,l,h,i,g,j,e,d,h,r,j,l,s,q,h,n,g,e,p,c,o,t,n,e,l,n,b,q,b
p,k,e,n,p,r,f,i,b,q,o,o,m,m,d,o,s,a,d,l,t,h,k,e,n,t,g,i,g,e,n,q,t,o,f,n,a,b,a,q,h,b,d,s,a,k,c,l,h,f
h,i,g,m,c,o,h,n,f,h,j,p,d,a,i,g,o,t,f,m,p,i,r,g,q,l,s,c,e,p,r,l,e,j,t,q,l,r,f,f,d,f,b,a,s,a,o,d,f,s
h,q,m,t,r,p,t,s,d,f,j,m,k,a,d,f,q,i,k,o,f,q,i,r,a,c,d,f,o,p,n,a,r,o,e,l,h,d,t,g,m,q,b,h,i,j,n,h,m,k
r,m,q,j,g,c,n,h,p,j,s,l,n,i,f,l,q,q,t,b,f,h,o,g,a,n,m,k,j,h,q,m,e,l,l,f,a,f,a,n,e,b,d,r,d,c,n,e,n,h
e,c,n,m,c,f,e,s,t,r,g,l,a,l,o,s,r,t,f,j,a,o,n,m,b,m,n,c,s,l,p,p,b,f,f,k,t,p,g,e,r,q,p,k,o,m,l,n,h,b
g,p,c,e,s,t,m,t,i,j,c,f,i,c,k,p,t,b,r,o,l,t,s,a,h,h,o,g,s,c,s,f,b,r,i,q,i,k,f,n,f,k,p,m,g,i,n,k,h,c
s,e,g,l,p,o,m,e,n,a,b,p,h,n,t,k,k,n,j,l,q,n,c,f,f,n,d,f,d,t,f,j,f,d,q,h,j,c,h,p,s,g,t,e,n,e,p,n,l,b
r,m,s,a,m,s,t,r,s,g,c,a,l,e,k,i,c,r,h,d,r,k,s,o,r,n,t,i,f,t,a,h,s,j,h,h,m,s,s,d,m,a,j,a,o,g,e,o,l,d
m,g,b,c,i,n,g,o,f,q,i,c,r,e,d,k,i,b,n,o,l,g,g,e,i,m,q,a,p,k,j,p,d,f,h,e,r,d,r,f,g,m,k,k,e,c,a,r,r,m
c,q,t,q,j,l,q,o,q,p,t,q,f,p,s,l,b,p,n,f,h,t,p,s,h,o,n,h,m,n,t,p,j,q,i,i,p,e,f,a,k,p,r,j,m,l,r,j,m,k
b,m,g,r,c,p,n,n,p,h,b,g,j,s,d,l,b,e,r,q,p,b,n,l,f,r,g,j,i,f,e,t,j,a,m,l,t,o,i,t,o,t,c,c,r,d,p,i,l,t
t,g,q,q,i,h,g,p,d,o,m,c,c,h,d,m,i,f,s,b,c,t,s,s,k,f,d,d,a,s,o,s,p,t,h,i,n,r,s,o,g,d,n,r,c,p,g,a,e,g
g,s,l,b,a,q,i,r,s,m,p,q,t,l,q,g,i,g,d,i,i,n,s,e,i,m,p,s,r,a,i,h,k,f,f,p,t,m,r,q,i,d,o,r,g,l,i,o,s,g
e,r,e,o,j,g,r,o,i,t,r,t,d,q,p,b,e,k,m,a,c,q,q,t,t,l,k,a,a,c,k,i,r,e,c,q,s,s,j,t,h,t,o,t,q,q,d,c,p,r
p,d,f,c,c,n,h,r,t,d,c,b,t,j,p,s,p,t,r,l,l,e,e,k,p,r,r,n,a,p,m,b,f,l,m,t,h,c,g,q,d,d,t,i,a,k,q,g,q,n
s,o,k,e,a,t,d,e,o,r,o,h,c,n,d,f,e,f,o,e,o,j,q,p,f,t,g,a,o,k,r,r,g,q,n,d,l,s,k,r,f,p,l,o,k,o,k,b,h,m
q,c,l,q,b,k,o,q,j,e,s,n,g,a,n,t,p,i,n,m,i,a,j,d,h,g,n,a,g,c,e,p,i,f,h,i,a,k,p,c,r,a,j,k,o,r,a,g,t,t
m,j,m,i,o,m,o,n,p,e,p,b,c,j,i,h,o,g,d,g,t,p,o,n,s,k,h,m,g,i,c,o,p,e,b,r,t,n,e,a,a,o,j,j,c,t,q,l,p,p
h,j,n,k,r,o,q,n,f,b,r,s,o,q,p,b,p,g,b,n,r,n,n,h,e,j,s,l,h,n,e,g,j,o,b,n,j,c,o,b,i,a,m,r,e,m,h,k,p,d
o,h,q,l,o,t,t,m,g,d,o,q,j,g,m,r,h,l,g,j,g,f,t,d,q,t,s,t,g,c,k,l,e,l,h,i,m,e,l,t,o,m,b,s,c,j,f,e,i,k
t,n,k,f,h,l,c,c,m,q,c,f,n,e,i,o,r,e,t,f,g,g,j,l,j,h,e,r,f,f,n,g,f,l,c,e,o,m,h,s,e,h,e,s,j,l,t,t,g,g
r,b,o,l,p,g,g,f,t,h,s,g,g,j,j,q,f,r,j,i,a,a,o,c,h,k,r,h,g,n,s,m,q,i,c,s,f,q,s,j,i,j,k,e,h,n,q,k,q,f
m,d,g,b,s,s,q,i,t,p,k,i,l,l,p,l,h,s,c,l,b,r,h,f,i,e,f,e,p,j,l,m,t,r,c,c,l,m,n,p,r,a,p,h,b,b,s,m,g,e
g,j,j,g,r,b,s,a,j,j,a,r,j,e,b,k,o,m,e,l,j,n,e,s,j,c,t,k,c,m,d,b,l,a,t,s,o,l,f,b,i,s,l,n,j,b,r,o,e,e
c,d,g,k,f,f,c,f,m,s,k,h,s,c,a,j,m,m,l,k,f,t,o,o,h,e,r,l,j,m,p,l,c,r,c,f,q,f,o,m,f,h,a,a,h,j,e,n,q,l
m,t,k,d,r,p,s,b,f,q,f,q,t,k,n,i,f,t,g,b,p,n,i,e,m,i,l,f,a,m,s,p,q,o,n,n,n,o,q,f,d,f,b,g,c,q,c,d,a,e
a,o,h,n,i,l,c,c,f,a,h,s,m,k,c,d,q,h,m,g,s,t,b,t,t,h,c,t,g,p,o,l,e,k,n,a,q,p,b,l,q,c,k,e,n,j,p,n,b,a
c,f,s,i,r,c,b,n,r,e,n,m,l,k,o,s,g,q,i,j,s,m,p,l,t,p,j,s,c,a,f,p,c,e,f,e,m,r,l,n,p,o,n,c,f,i,o,g,t,p
b,g,n,p,g,q,l,i,b,d,g,n,d,q,t,f,t,h,a,r,i,t,m,l,n,c,a,f,h,l,p,m,h,i,o,c,c,k,a,l,g,g,c,p,g,i,b,l,a,d
r,j,c,s,p,j,r,r,m,p,d,n,l,q,p,r,k,l,p,c,b,p,n,s,g,q,r,k,g,i,r,l,o,m,g,p,d,q,s,q,c,c,q,q,h,q,c,b,m,g
h,k,h,g,a,j,d,m,f,k,l,e,o,n,c,c,m,d,i,p,i,c,q,q,r,q,e,e,o,p,h,a,l,k,m,k,t,e,l,s,f,l,d,t,j,i,g,a,c,f
e,t,s,a,l,q,g,g,p,n,o,g,g,n,r,l,d,g,g,j,a,l,s,s,m,i,i,s,r,m,m,i,i,m,h,s,j,p,m,s,s,s,e,i,o,s,a,h,d,o
h,r,t,g,g,k,l,s,f,i,h,r,e,g,f,c,l,q,f,l,e,j,d,r,n,e,c,f,m,m,f,n,c,r,l,b,n,p,t,n,k,j,o,q,t,e,j,s,l,o
g,k,t,j,c,t,p,c,b,p,f,b,b,d,q,f,q,t,c,f,k,l,q,t,r,t,e,p,q,h,b,k,o,g,h,h,f,a,c,o,j,j,n,o,k,b,c,s,q,r
r,a,p,p,n,e,j,h,s,r,c,h,o,d,o,t,a,r,l,b,k,g,g,s,b,r,d,r,h,b,a,r,m,h,k,q,h,p,n,o,s,k,n,j,n,d,o,a,n,b
s,o,s,f,l,b,b,k,j,p,o,m,s,s,h,m,i,a,p,i,q,o,g,q,b,a,g,a,p,o,o,n,b,b,b,l,o,l,m,j,h,e,b,r,m,j,i,i,k,f
e,l,q,g,b,a,h,f,t,i,d,s,o,l,g,b,s,d,p,g,o,p,a,b,a,h,a,b,p,t,l,c,h,p,d,s,c,s,c,f,h,q,j,b,a,s,o,s,n,f
d,m,n,b,b,r,r,b,p,s,l,j,a,i,i,p,e,i,k,q,b,k,l,i,f,i,b,b,o,k,j,a,d,f,s,e,b,r,q,n,f,l,r,r,e,c,m,j,c,m
f,e,f,j,h,j,g,i,n,t,c,c,l,n,p,c,p,k,m,e,b,i,l,p,k,j,l,e,i,f,h,d,i,e,h,c,r,k,a,r,d,g,b,d,o,l,l,g,g,p
f,n,l,b,g,m,a,a,c,s,f,a,h,h,e,e,i,g,s,k,i,s,d,q,m,p,j,g,b,k,h,h,l,r,a,d,c,p,t,l,r,c,p,i,s,k,e,e,o,i
s,s,s,n,i,j,s,t,q,b,h,k,e,i,q,m,h,r,q,r,r,n,n,t,h,j,t,i,t,s,n,c,m,p,i,j,q,a,f,t,d,g,m,f,j,n,a,f,t,d
s,d,h,h,s,i,d,r,f,n,b,m,m,e,l,m,k,k,i,i,c,b,f,d,g,i,j,e,p,e,t,k,g,t,s,d,g,f,o,h,e,j,p,c,p,g,e,p,k,i
j,o,j,d,q,p,k,d,c,s,e,q,p,g,b,c,i,m,d,p,n,h,i,o,a,p,g,e,c,m,i,p,b,o,o,j,k,g,s,e,m,i,t,l,g,p,q,r,h,p
a,b,l,h,p,j,h,g,e,i,j,l,o,i,d,e,d,f,s,q,e,k,e,h,n,c,j,g,o,j,r,m,t,t,d,i,k,o,g,a,q,a,a,e,a,t,g,l,k,q
o,t,c,j,t,a,o,s,a,t,b,t,t,p,p,d,l,t,a,d,d,k,a,h,j,f,i,o,l,n,n,d,o,f,n,c,e,m,d,b,t,r,i,o,k,h,a,r,d,n
r,m,h,q,o,d,n,j,a,l,i,n,e,t,g,o,e,t,b,b,h,l,s,m,t,t,i,f,r,k,g,a,r,t,h,k,t,a,b,k,k,o,k,t,b,n,f,d,f,f
h,o,p,d,a,j,b,p,s,i,r,l,d,m,m,c,f,f,d,n,k,m,k,g,q,k,d,e,e,o,n,n,s,a,a,q,s,d,a,d,e,s,k,i,q,d,b,j,s,e
h,i,n,k,k,f,m,d,e,k,s,b,j,i,h,k,m,b,d,m,m,i,s,q,s,r,d,h,e,f,g,s,f,j,s,b,j,l,d,g,t,g,j,k,k,m,e,l,o,g
a,l,l,b,f,g,f,m,i,g,r,h,t,e,k,g,i,g,s,m,n,h,o,s,e,m,l,s,p,e,m,a,m,d,p,s,m,o,j,t,k,e,d,d,e,b,r,r,p,b
l,g,d,p,p,q,n,g,k,s,r,d,q,n,h,s,r,p,r,e,j,k,a,c,r,g,a,d,n,c,c,p,g,r,p,p,f,s,k,a,m,l,p,l,g,j,g,b,d,t
r,e,j,j,l,b,c,h,e,b,d,f,t,d,o,f,s,r,k,p,l,g,b,d,a,e,e,g,b,n,b,e,r,o,c,q,i,a,m,d,o,e,p,t,s,n,l,e,n,a
h,h,i,j,k,i,p,m,d,m,k,c,d,p,p,l,t,i,l,g,q,m,n,l,b,n,m,o,p,l,e,d,c,d,i,c,k,b,m,j,m,n,k,g,j,d,s,n,i,g
a,i,l,n,r,c,l,l,d,e,k,m,m,i,p,k,b,d,h,f,e,b,i,o,m,l,e,i,j,t,r,m,d,h,h,m,c,g,r,b,g,j,p,g,j,q,l,o,h,e
c,h,q,a,q,h,t,h,d,q,l,c,g,t,c,b,k,r,n,q,t,p,k,m,g,s,t,n,g,c,m,k,e,k,n,q,b,g,a,p,f,i,s,h,d,s,f,m,b,p
g,a,q,n,n,n,a,d,l,c,r,s,t,a,t,j,l,c,b,n,t,e,f,s,j,k,o,l,m,t,r,q,c,k,j,o,g,n,p,l,t,d,d,c,f,b,k,k,a,p
n,a,p,h,h,o,o,i,b,i,j,a,m,o,h,k,i,m,f,r,f,l,d,g,o,k,o,e,r,o,p,k,q,j,p,f,c,m,b,f,a,t,e,p,d,k,l,s,g,s
l,i,n,q,q,m,o,o,e,p,d,c,j,c,t,j,j,n,b,f,h,h,i,r,i,k,g,r,b,o,g,n,c,p,c,f,m,a,b,l,b,e,d,o,q,n,k,g,l,l
j,j,d,t,e,d,s,m,g,s,r,d,j,m,b,a,n,o,l,n,q,q,b,p,i,n,e,f,c,h,d,e,e,l,b,a,g,k,c,p,g,n,i,e,h,l,g,p,g,s
s,r,n,p,j,f,c,n,h,m,c,g,i,o,k,o,g,t,a,k,s,q,n,k,h,f,a,g,h,m,q,n,k,c,a,l,g,j,g,n,b,l,s,g,s,t,i,j,k,j
c,c,o,p,q,k,m,j,h,n,h,o,s,k,f,c,k,d,c,m,e,q,d,k,m,p,e,b,t,t,c,h,t,t,d,i,n,a,m,j,n,o,h,c,f,k,d,o,h,i
a,q,o,k,d,r,c,r,i,d,h,c,q,q,q,f,j,j,f,p,a,o,d,i,c,p,a,i,c,g,s,o,s,f,k,t,e,s,p,m,q,g,f,f,m,q,s,q,l,e
s,q,o,k,p,j,h,a,l,b,j,h,r,j,c,a,q,a,n,g,a,h,r,q,f,e,h,g,a,e,r,h,i,o,e,b,r,f,c,p,r,k,h,d,p,h,t,n,e,i
r,l,b,j,l,b,g,q,f,o,n,l,p,l,q,t,p,b,c,j,e,b,g,b,g,s,t,s,c,a,d,l,m,n,b,k,j,o,t,e,l,m,g,l,g,c,n,s,b,f
q,h,f,a,t,o,o,r,r,j,e,b,o,l,d,d,m,s,f,e,m,e,l,a,b,j,d,q,n,h,q,a,p,h,q,j,q,r,e,d,g,p,h,h,j,r,p,l,g,g
h,k,g,j,b,h,g,d,l,j,g,m,o,r,r,c,m,j,q,c,g,i,a,s,d,m,i,i,n,j,d,p,t,s,m,o,l,a,c,h,k,p,i,o,k,m,q,n,s,d
s,m,d,p,d,f,g,n,f,j,o,l,p,n,m,t,l,h,e,b,j,n,p,k,o,i,s,e,n,o,s,n,d,s,o,j,e,p,n,p,f,d,i,f,g,k,t,s,l,c
d,l,f,t,i,o,n,c,d,s,a,p,a,c,p,i,l,b,m,g,s,o,i,i,o,j,t,o,c,m,d,h,o,j,e,i,f,r,m,b,i,g,e,o,l,n,n,t,e,d
k,c,o,f,d,m,o,s,l,a,f,c,c,q,f,e,f,o,j,b,h,b,t,a,a,a,o,r,b,m,p,t,t,m,h,m,e,p,p,h,j,s,h,n,p,a,c,l,s,n
q,s,i,e,q,r,t,r,g,q,k,b,h,k,g,d,t,k,c,i,j,e,f,h,j,j,l,r,m,t,m,t,b,i,f,p,q,g,i,q,e,o,m,k,t,s,g,f,d,n
b,f,f,s,i,c,n,g,g,r,p,n,j,i,d,l,d,o,n,n,m,k,a,o,i,b,d,c,j,m,s,g,g,d,i,a,h,q,a,a,n,t,i,q,b,a,i,r,b,h
l,f,d,g,k,m,e,p,n,t,d,m,o,k,j,r,q,p,h,a,q,a,t,n,j,r,f,j,n,k,f,i,s,h,l,n,s,o,r,n,q,h,c,n,l,r,o,i,f,d
h,i,o,j,q,p,r,p,p,r,q,o,i,g,l,j,o,f,p,r,a,p,d,j,r,k,b,n,r,f,d,o,h,n,m,k,e,f,o,o,f,g,p,a,q,r,s,e,l,i
h,k,r,o,o,h,f,f,j,p,d,o,l,e,h,r,m,b,n,d,b,p,t,d,h,j,m,i,h,c,c,d,l,h,k,e,l,h,s,r,m,i,r,t,f,l,i,k,c,s
f,s,h,m,c,a,p,i,j,m,g,l,c,r,j,h,m,r,h,h,q,a,j,d,s,g,k,g,h,d,a,m,k,h,f,e,m,b,d,q,t,s,s,t,j,r,g,a,e,s
o,e,s,q,t,t,o,p,a,b,j,s,n,g,m,r,e,k,e,n,c,j,g,g,a,b,g,d,k,n,i,i,b,n,o,m,h,g,p,l,p,o,k,g,p,q,h,r,s,m
n,n,o,k,n,f,d,m,t,r,n,d,s,c,b,m,s,d,s,h,e,h,f,f,k,p,q,i,l,n,b,p,f,q,s,e,r,g,f,o,i,q,m,d,b,r,c,h,j,h
f,q,o,o,r,b,n,h,g,g,q,j,t,e,f,r,h,q,g,l,q,j,f,s,e,m,c,b,f,j,g,g,p,t,t,q,t,m,m,s,b,s,a,p,c,a,e,o,f,t
d,m,c,i,m,m,p,c,j,e,d,l,n,c,n,a,s,b,m,t,q,n,h,j,m,i,p,o,p,c,b,d,t,h,p,d,c,c,a,c,m,j,l,o,j,l,p,c,k,m
f,n,h,j,k,o,a,m,m,i,o,t,p,t,i,g,b,e,l,h,j,i,l,k,p,m,n,k,g,a,c,d,a,k,a,c,k,j,c,n,r,i,o,s,o,t,q,h,c,n
q,b,a,k,r,l,q,j,i,o,i,k,n,i,k,p,i,f,n,e,e,f,o,f,p,b,q,d,a,j,k,a,n,b,n,c,f,i,s,q,o,n,i,n,p,n,j,k,e,j
i,h,r,t,c,s,j,e,l,q,m,p,r,g,o,o,t,q,k,k,i,l,e,r,g,n,e,s,a,f,p,r,m,s,e,o,j,l,r,c,b,j,m,s,b,c,p,b,a,h
l,j,b,c,a,f,e,k,j,g,c,s,f,p,k,r,r,f,m,g,q,q,l,p,c,t,d,j,h,j,k,q,r,p,n,s,c,g,q,f,f,p,k,t,s,q,h,i,l,k
q,g,t,c,j,d,i,h,a,j,s,a,j,f,r,m,m,r,d,k,f,q,d,f,n,g,e,i,i,p,q,n,n,c,m,l,b,c,i,s,n,m,l,n,i,t,r,t,i,c
j,t,n,o,b,f,c,k,b,e,c,o,q,q,o,f,k,l,d,n,g,c,q,f,l,l,m,e,e,j,g,d,o,d,f,e,k,p,m,d,k,e,f,k,n,r,e,e,j,n
o,k,f,a,i,g,t,j,p,g,i,r,i,s,o,i,d,j,q,b,p,f,e,f,i,n,e,o,c,b,f,d,f,p,o,p,f,b,n,a,q,m,t,l,r,r,c,l,m,b
d,f,m,r,p,i,e,h,n,k,s,d,e,s,q,o,k,k,d,n,e,e,t,b,s,b,o,t,k,d,f,t,d,i,p,c,l,c,f,s,i,l,s,f,q,a,e,l,b,s
e,c,q,d,b,e,n,t,b,d,c,n,f,t,h,p,o,e,i,q,g,e,b,n,e,s,l,g,c,j,d,c,p,l,d,m,t,e,h,m,b,g,f,a,k,g,p,d,n,o
n,k,e,s,i,b,n,h,e,b,r,t,d,c,c,q,t,o,c,h,a,g,l,g,g,m,o,r,o,i,e,t,m,f,q,k,i,r,o,f,b,o,c,d,n,r,f,q,e,s
n,b,i,h,o,s,j,r,s,s,s,b,f,p,f,s,d,r,e,h,i,q,d,p,i,m,s,k,o,s,k,n,t,b,n,n,m,t,s,h,k,l,d,b,n,i,g,h,b,s
p,r,o,s,t,j,l,n,p,n,e,s,g,c,s,l,m,q,k,k,e,o,j,l,b,e,p,r,f,s,j,r,p,o,h,l,c,q,k,r,k,j,f,i,f,b,c,b,f,q
a,q,g,f,e,k,j,d,s,n,p,e,p,n,q,q,q,d,p,h,o,e,q,a,t,s,s,t,h,j,f,t,e,s,g,o,t,o,c,e,i,p,t,d,l,g,a,l,h,b
g,q,k,n,t,q,k,b,b,q,p,c,e,e,d,i,k,b,d,j,r,t,d,o,c,a,m,m,n,h,i,s,k,m,q,h,o,k,l,d,g,q,t,j,a,k,t,r,m,o
k,d,j,o,a,b,i,n,d,s,s,t,a,p,a,d,o,i,h,r,h,n,j,g,t,e,f,f,l,e,r,k,c,t,r,a,k,s,g,m,n,k,a,s,j,d,c,s,r,t
