var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
o,k,t,o,p,r,l,j,r,n,a,d,l,s,j,j,l,p,g,r,e,c,m,b,p,h,b,q,q,h,l,o,a,o,q,p,g,k,t,d,d,k,e,f,e,b,o,d,a,n,d,h,s,j,p,l,f,s,n,k,r,f,d,t,b,c,g,t,e,k,t,r,j,c,t,l,t,g,e,l,c,l,p,r,s,n,f,m,e,f,j,r,o,m,i,h,p,l,k,m
d,a,j,h,q,m,o,n,k,s,k,t,r,d,n,p,d,a,o,f,h,l,i,t,d,h,l,r,q,g,f,m,o,e,a,q,h,t,m,t,d,e,m,l,p,d,b,q,m,g,n,b,a,t,l,c,g,h,c,f,c,d,l,a,i,s,f,t,k,h,l,r,p,h,n,p,r,g,h,l,l,q,s,a,c,h,d,p,e,m,b,h,i,i,r,i,g,f,s,q
o,g,c,s,q,j,l,a,k,m,f,b,a,g,h,s,a,f,c,e,q,l,m,n,b,f,n,a,m,p,p,f,i,m,e,c,q,n,o,i,m,m,p,m,p,b,a,m,t,i,b,l,s,p,p,q,d,t,t,c,l,d,e,e,f,j,c,h,r,a,d,h,o,n,e,f,e,s,m,t,h,f,g,b,k,h,p,s,a,f,k,f,b,o,e,n,t,h,r,p
t,i,j,c,s,r,m,t,o,m,a,p,e,c,b,n,g,t,l,b,p,f,s,n,l,m,f,g,a,c,o,l,k,i,f,l,k,h,h,f,r,f,n,o,n,c,h,p,f,c,q,e,t,t,t,r,l,n,a,l,o,p,m,s,h,c,b,a,f,j,i,p,g,c,f,f,a,e,t,r,p,d,q,k,a,a,k,l,n,i,d,p,f,j,p,f,j,t,r,n
c,q,f,k,b,g,e,c,h,f,e,s,h,a,e,g,s,b,b,c,k,k,h,j,h,f,g,c,o,e,i,f,i,e,s,c,b,f,n,b,k,j,i,m,g,s,b,c,e,e,s,p,t,j,c,a,a,i,f,r,q,h,i,a,k,q,h,c,j,b,k,c,p,e,n,b,s,g,j,b,p,t,q,c,t,q,i,d,g,g,i,s,q,q,f,t,g,e,k,e
r,k,c,s,o,h,p,b,k,k,b,p,h,s,i,k,r,s,h,g,p,o,g,r,e,q,a,j,r,o,i,o,b,o,l,n,c,b,i,f,o,s,e,m,b,r,b,j,r,t,g,e,s,k,p,b,c,b,e,d,g,h,m,i,k,b,m,k,a,d,r,j,n,c,b,m,c,d,a,a,m,o,p,h,l,r,n,b,o,h,c,k,n,a,p,o,m,e,t,r
e,b,c,o,k,b,d,c,b,h,t,i,o,e,b,i,n,m,d,j,o,o,g,i,b,l,p,f,a,d,s,i,j,p,l,t,d,m,n,t,q,b,i,n,n,g,j,t,n,i,j,c,a,c,j,j,g,h,k,p,p,j,a,f,r,k,e,h,r,n,n,k,q,d,j,m,m,j,g,j,g,s,r,k,k,g,k,t,q,e,m,i,l,s,h,k,d,t,b,p
t,k,g,j,f,j,m,t,j,l,f,a,h,g,k,a,k,j,e,d,k,m,k,l,b,f,a,e,o,b,b,e,r,e,i,t,e,k,d,f,h,t,k,f,p,i,f,t,r,t,n,f,o,l,t,p,b,f,e,o,q,o,j,f,e,k,a,m,p,i,l,t,h,m,i,s,q,h,q,j,c,g,g,f,b,i,m,e,a,i,a,o,k,g,r,e,a,m,h,n
i,h,k,e,b,n,i,h,p,c,n,e,k,t,b,s,n,f,m,l,r,b,i,p,g,i,k,l,d,o,k,t,r,m,o,b,a,m,k,d,r,k,p,p,p,q,p,r,t,r,s,k,d,g,f,i,f,s,j,m,p,l,i,p,n,o,b,e,a,i,d,d,b,s,e,m,r,a,g,s,h,q,h,n,l,q,c,a,k,p,t,e,b,r,f,j,b,r,g,k
b,g,j,a,l,g,b,e,j,t,i,m,b,d,i,a,n,a,q,r,n,s,n,a,n,r,a,k,h,e,r,h,e,e,p,h,g,b,n,n,q,o,e,i,i,e,m,e,e,q,s,k,r,j,d,c,e,b,d,e,k,h,o,o,n,o,r,l,e,a,p,j,t,f,d,r,g,h,m,t,i,i,b,k,m,e,r,k,k,n,f,t,k,e,t,i,h,b,a,t
k,m,e,r,l,i,a,r,b,g,t,j,s,l,b,s,p,c,n,g,c,t,b,t,a,e,k,k,t,l,g,e,o,i,b,l,g,n,j,q,t,o,a,r,i,g,f,l,k,r,i,h,c,i,d,m,o,c,c,b,b,o,m,r,j,q,d,q,a,f,f,s,k,k,f,d,b,j,d,q,m,f,e,k,f,s,i,b,p,k,a,a,r,f,s,r,f,k,c,c
f,t,n,n,g,f,s,c,i,j,l,k,m,d,e,s,i,d,e,l,l,m,q,e,q,n,d,i,i,i,e,l,g,h,s,b,t,l,b,e,n,n,o,d,r,i,n,c,o,c,k,q,j,m,c,s,c,g,b,k,j,a,d,p,b,k,b,i,h,f,a,m,n,g,m,h,c,c,p,a,d,i,n,j,b,d,n,n,t,t,m,i,i,a,j,g,b,o,k,p
o,d,n,c,g,h,m,t,b,r,g,r,q,r,f,s,p,h,o,l,a,l,e,b,i,j,c,n,k,s,l,j,e,q,e,s,b,h,n,h,p,e,n,m,m,m,t,e,c,f,n,d,l,i,a,h,f,a,t,i,n,j,n,k,q,r,c,g,g,l,o,l,r,a,c,e,g,t,j,s,f,t,r,d,f,i,k,n,l,t,p,m,h,s,f,p,r,b,s,d
d,d,b,g,t,k,a,l,p,t,d,a,q,b,c,s,l,f,l,m,l,e,k,f,e,o,d,d,m,q,c,g,e,n,b,f,f,p,d,m,j,q,i,d,o,q,k,k,l,r,q,m,s,j,p,l,n,p,o,m,e,r,b,l,s,c,q,c,l,o,l,o,d,j,t,t,m,k,m,k,i,g,i,m,r,n,l,i,t,k,r,i,g,i,h,c,f,k,s,r
g,d,r,i,s,j,b,d,f,f,k,n,f,h,g,c,q,r,s,c,d,q,j,k,l,q,k,j,b,j,t,j,p,l,i,q,c,r,r,s,j,j,h,o,g,n,b,l,i,j,r,r,k,o,i,t,q,b,o,r,i,e,m,s,n,k,l,l,g,k,d,t,e,q,o,h,r,t,r,d,o,o,f,n,h,j,h,t,l,b,f,d,s,g,r,b,o,o,n,k
m,i,q,d,f,d,i,t,d,d,q,p,m,g,s,t,l,m,r,f,l,q,q,o,h,p,a,h,m,n,a,h,o,i,m,e,f,s,f,t,d,n,s,p,b,j,h,l,q,m,c,m,q,k,o,s,l,h,s,d,k,k,o,d,m,r,j,j,o,a,n,t,q,f,e,l,f,n,b,m,i,k,m,e,k,l,a,r,o,t,s,e,l,b,n,m,s,t,c,a
q,a,h,h,l,m,l,j,j,k,r,k,t,h,t,l,t,o,b,i,r,p,m,n,h,i,d,l,l,o,a,h,s,a,d,n,n,c,c,n,l,s,r,l,b,k,e,n,i,g,l,m,i,h,e,s,k,d,o,s,h,p,k,e,p,q,c,r,f,l,r,d,i,b,b,h,r,j,p,m,j,p,f,s,b,o,h,k,r,q,n,a,n,h,q,l,p,k,n,n
j,l,l,d,c,d,q,f,c,m,h,j,r,f,f,h,j,l,n,r,o,g,d,i,n,f,h,t,f,q,r,q,g,n,t,j,h,o,b,a,m,a,n,s,i,r,q,t,t,d,q,n,l,h,q,s,n,r,j,l,d,q,j,k,r,g,g,n,e,q,t,c,q,b,h,d,s,s,m,h,q,g,a,i,h,d,g,l,n,n,l,p,e,m,i,j,h,r,j,b
e,l,a,m,l,n,j,o,r,a,h,l,o,c,m,q,r,f,r,b,f,h,g,g,c,h,i,j,o,g,o,t,l,k,l,s,q,r,g,s,j,c,t,f,j,p,q,i,h,s,a,o,t,k,b,a,l,l,o,t,i,k,h,e,e,d,d,d,e,e,j,n,s,r,h,a,t,m,n,k,f,p,b,a,g,t,c,g,d,q,l,j,r,m,n,f,a,c,n,b
b,n,t,i,d,k,b,r,l,j,t,q,r,m,l,b,e,m,s,i,k,s,q,q,p,t,p,s,j,b,l,m,n,l,m,b,i,m,q,e,a,e,j,b,t,r,n,f,n,j,i,e,l,q,f,o,s,f,s,n,s,i,m,m,b,c,n,n,n,j,p,r,d,t,t,t,q,o,a,h,b,a,s,m,r,m,l,e,p,i,a,s,g,p,b,i,k,t,o,j
p,l,c,d,m,o,k,e,n,r,i,b,h,a,m,p,k,h,q,h,k,f,t,j,b,j,j,i,b,p,g,n,n,e,a,m,p,i,i,h,e,g,l,b,k,e,h,s,m,m,m,e,b,c,q,l,f,h,c,s,s,n,c,n,h,m,i,i,s,a,j,i,e,n,i,a,a,e,a,p,p,o,q,o,s,i,p,q,j,g,m,q,e,p,i,e,o,b,c,p
c,k,k,q,o,m,q,o,b,a,e,p,t,m,a,r,f,d,n,r,k,g,o,b,t,k,g,h,l,h,d,a,d,h,r,n,i,r,n,j,d,n,r,k,r,g,b,n,r,o,p,f,f,r,e,j,g,l,n,c,c,l,r,m,t,n,o,s,c,g,j,m,r,i,j,p,d,q,c,k,j,f,t,d,o,n,j,b,l,n,i,l,r,j,t,s,h,f,h,o
m,l,d,e,o,q,p,h,p,c,i,a,j,o,k,c,p,i,c,p,g,p,b,o,m,t,r,p,g,n,r,l,c,s,t,f,d,g,m,o,i,q,g,f,n,f,q,b,g,n,k,p,d,j,o,a,i,c,m,q,f,h,a,h,g,s,t,e,o,g,g,n,o,g,q,k,o,k,t,r,k,d,c,i,t,j,p,i,n,d,r,s,n,i,b,b,o,p,c,a
n,g,s,l,l,r,d,h,f,n,i,n,o,b,k,o,b,l,e,n,l,h,q,j,p,i,g,p,g,p,b,a,k,k,j,t,k,b,j,q,c,h,r,l,d,i,q,m,a,f,p,j,j,r,m,b,t,e,p,q,q,a,r,o,s,c,a,s,s,p,a,j,g,a,p,p,q,o,b,p,b,k,a,g,k,r,d,q,g,c,f,i,n,q,o,s,r,l,e,d
e,s,e,h,h,p,d,r,r,h,l,h,t,b,e,n,t,r,d,n,t,i,c,d,k,o,i,h,e,h,c,k,c,e,b,j,s,c,s,q,h,d,h,r,l,j,p,d,k,g,o,s,l,l,h,l,b,r,r,p,k,h,m,o,i,o,s,p,j,c,s,s,n,p,g,c,f,n,l,s,s,e,r,b,q,o,r,m,q,c,c,d,a,s,d,d,n,f,f,e
q,m,q,c,n,j,h,c,d,f,f,f,n,m,i,k,i,r,c,a,e,a,l,q,h,q,t,r,h,j,h,l,m,q,n,r,c,c,c,g,j,r,s,p,j,j,k,t,a,b,k,e,m,p,q,k,j,n,q,q,r,f,r,j,b,t,c,j,o,e,o,l,h,r,i,n,n,c,e,b,i,g,n,d,o,j,a,k,g,s,t,k,p,h,g,p,s,g,b,l
j,r,b,h,j,j,l,d,p,m,o,b,t,q,l,e,i,h,k,d,d,o,h,q,m,i,l,f,m,q,p,m,b,d,j,q,h,k,f,k,j,g,a,q,n,l,e,d,k,d,q,j,a,d,c,l,r,n,i,j,n,f,a,q,h,e,m,f,j,h,j,i,a,j,o,o,j,j,r,m,i,t,a,j,e,p,e,c,e,d,h,i,k,f,t,t,k,l,i,d
n,q,e,s,l,t,h,d,e,j,n,c,t,h,c,k,b,c,e,h,l,a,b,l,p,l,t,o,m,t,e,e,l,t,d,h,c,s,b,r,l,o,i,r,s,g,t,d,b,h,g,q,g,a,f,c,b,d,p,n,t,r,q,m,h,g,c,p,q,g,e,h,c,t,n,s,i,b,b,j,o,g,r,j,b,q,e,e,a,f,p,c,o,s,r,n,p,b,n,l
n,m,r,n,h,o,f,d,r,j,i,s,f,c,c,q,l,l,m,s,r,n,b,o,m,b,c,i,l,a,d,a,n,k,i,g,m,n,g,p,q,a,l,c,a,k,e,k,s,h,d,i,h,c,o,r,b,m,c,j,a,l,c,i,a,d,t,r,t,h,l,e,g,q,b,q,b,q,c,i,m,n,o,l,a,a,q,d,p,i,e,j,k,h,r,h,b,a,s,j
r,o,r,f,c,p,l,p,n,r,h,h,b,o,r,p,d,g,r,k,a,j,d,f,o,j,r,r,d,f,p,h,c,q,r,d,d,j,q,k,j,t,f,p,p,b,j,s,e,p,o,f,o,i,e,a,s,m,h,a,k,q,e,h,b,l,o,q,l,a,g,s,q,c,t,b,n,l,l,r,f,a,b,r,c,e,o,k,t,g,b,s,s,i,j,p,h,f,t,t
k,n,g,l,i,g,b,r,d,d,f,n,a,t,j,m,c,n,n,m,n,e,e,h,c,g,d,a,h,k,o,q,g,r,q,t,t,m,o,m,r,t,k,h,h,b,c,d,r,l,p,m,r,c,i,c,a,o,a,m,h,h,s,a,t,n,s,k,j,e,p,s,d,m,r,m,l,h,r,k,k,g,a,a,m,s,g,k,e,t,f,e,e,i,n,o,a,m,a,n
n,h,n,l,e,d,n,t,i,h,l,d,n,o,s,j,q,l,o,c,q,m,a,q,g,e,e,a,b,r,m,q,d,c,m,s,k,t,a,g,o,b,b,d,l,t,i,g,f,j,n,s,k,g,i,d,b,b,r,q,g,k,g,r,e,e,l,c,o,a,a,l,o,h,t,k,f,t,q,a,h,d,e,h,p,k,m,b,d,i,k,e,n,k,c,s,c,f,e,j
f,i,i,c,q,q,i,g,g,i,a,l,f,t,p,q,e,b,s,c,n,p,k,d,i,q,a,m,q,p,i,c,b,c,c,p,i,h,p,f,s,t,g,n,m,g,q,d,l,t,c,b,o,a,s,j,a,c,f,e,q,i,r,i,h,b,p,q,a,e,p,i,h,o,c,k,t,h,k,d,j,q,b,q,s,r,p,d,g,c,e,f,r,r,e,e,k,l,q,e
b,q,d,a,q,n,h,r,o,d,n,o,p,r,s,g,q,b,h,p,b,o,p,j,j,o,q,f,b,p,q,a,n,s,h,i,p,e,o,t,c,l,f,f,f,s,m,h,e,i,s,d,r,p,q,k,o,t,d,t,s,n,n,j,b,h,t,b,p,r,r,f,o,r,r,b,o,l,l,q,o,n,j,e,d,r,q,p,r,o,c,d,r,f,b,g,p,m,o,a
b,t,a,j,s,l,p,b,p,p,p,l,g,g,s,p,t,a,m,n,g,f,c,i,l,q,i,e,p,g,j,q,h,j,g,s,i,j,l,i,i,f,t,l,b,s,i,l,d,h,f,b,q,m,h,r,l,e,m,e,p,h,f,o,m,s,i,c,h,m,g,f,g,m,a,h,p,a,c,c,d,p,o,k,i,n,e,t,h,r,m,p,r,b,m,t,r,i,t,b
r,o,j,l,t,g,o,r,d,j,q,q,n,p,g,i,a,j,m,k,j,d,m,d,i,i,b,i,l,m,s,d,c,d,m,l,e,n,j,f,a,h,n,k,b,o,e,c,i,p,n,l,a,g,f,a,o,f,i,o,d,l,b,j,l,q,c,a,d,h,g,f,q,m,g,q,q,n,p,l,p,c,a,s,m,k,p,g,n,j,s,l,m,c,o,k,j,h,f,q
a,i,l,a,l,r,d,h,g,o,m,k,m,j,n,f,s,f,l,r,e,m,s,c,s,r,f,d,t,t,m,o,o,b,n,f,s,b,c,l,e,k,n,p,t,f,h,p,l,t,e,c,m,d,c,a,b,t,t,t,c,a,p,j,n,r,l,f,c,n,c,r,r,f,j,e,e,t,h,o,i,g,l,g,a,h,h,p,p,m,n,r,c,j,g,e,i,j,h,k
h,f,e,h,r,m,j,s,e,j,o,c,l,i,q,f,s,q,k,k,h,p,q,t,q,a,l,g,d,p,n,t,a,c,d,q,o,e,g,t,n,b,i,r,p,c,t,j,l,r,i,k,r,f,b,s,e,q,j,a,k,i,q,k,b,d,e,k,h,s,q,a,a,i,k,j,a,n,g,q,r,q,p,r,b,a,a,c,l,o,t,f,d,r,t,j,f,l,h,j
d,f,a,b,p,l,q,l,h,s,s,b,k,n,l,m,e,r,i,p,r,c,s,o,f,h,j,f,n,k,n,m,n,t,j,s,r,d,t,q,i,c,l,t,b,c,p,p,i,a,q,j,i,t,g,r,j,p,h,r,l,k,c,s,b,b,l,o,p,k,s,n,h,m,g,b,i,b,o,i,r,e,r,h,m,h,p,a,r,r,g,f,i,a,j,d,a,j,g,f
l,r,t,f,e,q,k,t,t,e,d,m,j,n,o,n,q,e,e,g,c,g,m,c,d,e,k,j,q,j,m,t,m,e,h,o,h,s,h,l,m,d,r,e,b,r,h,i,o,m,e,t,c,c,t,q,a,s,b,l,q,j,n,r,o,t,f,h,r,c,s,g,q,r,q,h,h,h,o,m,k,i,p,a,g,m,k,j,o,r,l,h,h,h,f,e,n,r,p,k
d,i,m,p,e,m,l,h,k,g,a,g,h,o,l,l,e,s,a,f,q,r,f,i,r,f,p,s,a,c,t,l,a,c,j,i,o,e,s,m,p,r,i,m,n,s,o,o,o,m,s,m,s,d,n,q,a,a,t,p,h,q,a,r,e,s,p,e,n,p,k,s,p,k,l,e,c,g,k,n,o,b,h,t,p,a,c,k,i,a,f,k,s,c,k,c,d,p,d,o
q,b,l,b,l,p,e,a,k,n,f,f,e,r,h,o,s,i,h,a,q,t,g,i,s,l,b,d,m,a,q,o,g,e,j,r,n,i,o,a,b,f,j,c,p,k,l,k,d,h,e,k,l,e,g,r,r,c,j,j,s,f,p,p,k,f,r,g,k,t,a,m,a,h,s,e,t,q,h,q,h,a,g,o,c,r,e,c,a,f,q,i,t,r,b,j,r,s,m,e
p,d,i,l,p,e,m,s,f,e,g,m,s,g,m,p,n,l,h,m,i,h,p,e,d,q,i,q,d,e,m,d,r,c,q,g,t,i,i,q,p,t,p,k,o,q,n,d,b,l,a,o,c,m,s,e,b,e,p,a,c,i,a,k,f,j,o,b,q,s,k,m,q,j,t,b,i,b,h,a,h,j,d,s,l,i,g,i,s,m,m,n,s,j,q,i,c,i,s,n
m,m,h,o,k,i,l,s,k,n,b,t,t,k,o,p,r,e,e,b,d,n,l,b,c,a,l,l,n,b,k,m,o,p,d,f,d,c,e,k,l,n,t,c,q,m,l,i,m,b,t,n,f,l,d,j,m,b,p,m,c,e,p,j,g,j,l,d,e,k,a,s,f,f,r,c,b,q,k,k,m,b,o,g,b,t,p,k,d,n,c,p,b,f,c,c,l,d,p,b
d,c,i,h,s,f,r,l,t,q,i,j,b,a,b,m,t,m,n,s,p,h,h,f,n,d,s,e,c,p,j,k,d,a,a,h,c,m,l,p,o,f,t,k,k,q,j,b,p,a,p,r,c,e,g,h,h,c,e,g,g,k,r,s,c,q,m,h,f,f,d,d,l,n,n,o,j,s,h,a,c,e,o,r,b,i,l,h,s,b,o,m,q,a,k,f,e,p,m,t
j,e,b,q,e,o,c,o,b,l,g,q,k,g,l,i,b,a,i,n,t,d,f,f,m,h,p,q,k,l,s,b,p,n,a,a,r,g,t,q,m,a,c,c,k,j,f,q,c,e,b,b,j,h,s,d,b,t,c,i,q,p,k,j,c,j,d,l,i,n,a,g,n,m,r,a,i,e,i,l,j,q,b,d,g,l,f,l,s,i,n,n,o,b,k,k,d,r,k,k
c,r,c,g,b,e,j,i,g,a,m,f,d,b,t,o,h,q,l,e,j,h,q,b,f,i,q,a,o,r,l,a,t,s,n,h,d,q,k,h,m,j,d,p,r,n,o,n,c,g,i,o,l,f,n,k,r,k,m,m,e,r,n,f,b,n,p,a,n,g,l,a,a,h,e,l,l,c,g,k,o,e,s,r,h,i,h,k,o,b,o,b,s,b,g,l,h,c,n,h
c,j,s,t,d,f,f,g,k,t,j,m,e,c,d,n,i,a,s,c,s,m,o,p,o,s,c,h,o,p,m,s,n,d,f,o,d,a,h,b,b,g,h,c,s,e,a,n,d,k,f,s,c,j,g,i,c,d,s,f,j,j,n,p,a,s,t,c,f,c,e,i,f,d,q,o,g,n,j,k,t,h,s,h,p,h,q,q,k,q,h,g,q,p,j,k,g,h,o,l
o,k,h,n,m,f,b,k,d,s,r,b,m,n,i,f,p,t,s,g,a,g,r,d,g,g,p,c,g,b,a,s,s,i,n,t,b,o,a,j,h,b,f,q,s,t,r,b,q,r,a,j,h,f,s,d,e,q,r,q,f,m,f,j,c,n,b,t,i,k,n,e,r,t,k,k,b,j,g,r,j,e,o,q,i,p,r,t,f,p,p,p,t,b,k,g,o,d,s,a
f,d,e,t,f,g,f,o,n,r,t,m,s,q,j,s,i,m,h,t,m,r,d,s,c,r,k,p,d,j,e,s,i,o,s,n,b,g,b,k,l,j,c,l,r,h,f,k,o,m,s,c,f,n,l,o,n,k,h,a,q,i,m,d,d,i,a,s,j,c,d,a,e,g,m,c,f,n,r,l,a,h,f,p,l,k,q,d,a,s,f,f,j,m,t,c,a,o,o,r
t,p,q,c,s,q,c,b,h,g,k,m,d,r,k,n,d,h,p,i,o,e,h,k,l,g,i,p,j,t,h,s,r,l,j,f,q,q,c,l,h,s,r,t,g,o,d,p,e,m,d,d,p,r,n,j,e,c,f,p,k,q,q,o,m,h,b,g,r,t,a,d,i,r,n,k,i,p,l,s,l,h,b,g,n,g,k,i,e,g,d,s,o,l,n,n,r,n,o,f
f,m,q,h,p,e,t,d,k,s,e,h,f,k,g,e,t,l,s,k,q,r,r,f,n,q,r,g,p,o,t,c,t,g,m,l,j,e,p,l,l,e,o,r,r,i,f,p,m,n,k,n,m,f,l,c,g,h,n,d,h,l,h,d,a,h,h,s,l,n,j,a,o,e,f,b,d,m,f,q,m,s,r,c,q,s,d,l,m,e,f,e,o,e,g,r,p,s,k,t
d,j,a,m,j,d,s,m,n,i,b,l,b,d,p,m,i,g,d,b,n,l,j,a,c,s,b,a,c,g,o,c,f,s,t,e,m,g,r,d,l,a,e,l,b,e,b,f,i,d,e,h,j,l,t,o,q,f,e,g,g,t,k,b,h,a,f,f,o,c,m,q,s,t,o,b,n,p,t,s,k,p,c,h,a,c,m,k,a,e,s,p,o,f,n,t,a,r,c,o
e,j,e,a,o,c,k,k,p,p,b,t,c,i,b,q,d,p,s,j,c,o,b,m,h,h,n,f,m,d,b,j,a,k,n,e,j,b,h,k,e,m,q,r,b,c,k,r,o,i,s,g,a,k,j,l,m,l,j,b,k,o,i,a,l,i,o,o,f,h,c,c,h,k,j,a,r,p,m,o,h,m,p,c,r,r,k,c,t,s,l,q,t,n,t,f,h,i,i,d
e,d,c,p,h,e,i,i,c,i,t,j,j,t,j,s,s,g,p,p,d,j,t,d,j,a,k,r,k,g,i,t,k,o,f,a,l,q,a,o,p,g,b,m,t,i,j,d,n,m,g,q,j,q,o,a,g,o,m,e,h,b,g,d,t,j,t,m,b,l,a,p,e,n,h,i,a,m,n,p,i,t,m,b,n,f,d,c,j,l,j,k,d,f,k,t,l,d,i,m
j,m,c,b,b,n,m,k,c,k,b,h,a,g,m,k,m,p,i,d,m,e,o,m,e,c,c,j,m,t,t,j,j,t,m,s,j,p,f,r,j,i,m,i,e,m,d,a,g,c,q,l,s,h,p,m,h,i,h,b,c,d,m,h,t,g,b,k,j,m,f,e,b,q,g,c,d,o,a,d,t,t,l,r,g,m,r,q,o,f,i,k,g,j,g,j,e,g,f,e
o,n,h,g,n,j,e,d,b,k,h,l,g,k,t,l,g,l,d,k,p,c,e,s,s,k,k,n,m,q,l,c,a,o,e,j,h,d,j,f,s,o,d,m,p,k,t,t,g,j,r,l,n,s,i,p,j,c,k,o,n,t,a,f,l,m,g,d,k,r,e,l,f,t,o,l,d,p,j,e,g,m,g,o,p,f,g,l,r,k,o,i,h,r,l,m,t,t,s,j
c,k,a,i,d,q,o,e,h,t,p,k,a,g,g,c,p,j,j,p,d,n,r,m,t,j,o,a,k,d,d,h,t,f,e,l,k,n,g,g,t,b,n,l,l,o,l,e,o,p,e,d,e,e,a,p,t,h,a,c,a,q,l,c,e,k,f,n,m,j,e,q,b,l,r,s,r,d,r,o,q,s,r,d,k,h,i,c,p,i,p,g,t,n,b,f,t,t,g,o
s,h,n,n,i,o,n,p,r,c,j,d,r,g,c,k,s,o,r,h,d,c,d,b,b,f,p,p,g,t,a,b,k,h,o,b,g,b,e,s,c,c,q,r,s,o,l,s,q,q,b,q,o,m,h,l,l,n,e,p,d,p,e,n,c,e,q,b,i,g,a,h,g,l,o,f,l,g,g,t,s,a,j,s,g,p,s,s,m,q,t,f,q,e,o,l,c,n,e,i
p,a,a,a,q,m,t,t,g,p,s,s,l,s,r,d,t,p,m,h,c,j,b,s,d,o,l,p,p,t,r,c,l,c,s,i,m,o,h,h,l,e,d,r,d,m,t,t,a,h,j,a,d,i,b,r,t,k,h,r,m,o,m,p,f,c,r,s,k,i,r,n,q,t,j,p,e,g,b,i,g,e,h,b,h,p,d,c,g,m,f,t,t,n,c,i,d,m,e,n
h,s,m,p,g,m,q,c,h,p,t,i,m,o,o,t,d,h,c,d,b,h,m,j,b,a,l,f,f,h,k,m,k,k,b,m,a,p,q,g,h,d,n,m,f,i,h,g,q,n,r,r,b,n,q,l,o,f,a,k,s,s,i,m,q,t,a,l,a,o,h,p,i,n,g,q,s,i,f,l,q,g,j,o,n,i,g,n,i,s,e,g,t,f,o,d,o,m,l,b
m,j,o,l,s,d,c,b,k,h,k,i,o,o,e,s,i,o,g,q,r,h,c,a,l,r,f,e,p,j,r,i,t,g,k,t,o,j,o,k,l,n,h,i,q,b,q,r,o,s,h,f,f,l,a,r,h,p,b,m,h,g,j,r,f,k,l,b,n,d,m,d,h,b,q,q,h,q,p,a,k,n,j,e,c,c,e,l,q,j,j,e,m,f,j,j,c,f,o,e
f,d,j,f,k,l,m,p,b,n,e,a,m,o,j,q,n,g,g,t,m,o,n,h,k,r,p,g,o,t,r,r,b,m,l,n,h,q,i,f,e,i,g,m,c,l,s,j,l,k,k,a,b,c,j,d,k,k,i,j,s,f,p,o,l,j,t,s,s,k,g,j,s,e,m,q,c,k,f,t,h,c,p,t,t,r,r,a,j,l,j,r,r,h,o,k,a,c,i,c
a,j,t,g,q,h,k,i,k,t,b,s,t,o,e,s,s,k,s,r,h,f,f,j,o,a,d,c,r,t,c,n,t,o,b,d,a,t,e,j,t,j,n,e,g,t,f,p,b,s,e,o,n,d,g,h,t,c,m,o,f,d,f,b,g,o,a,n,k,m,i,i,h,r,d,o,c,i,m,s,q,k,a,q,b,q,b,d,q,c,f,q,p,h,h,e,d,t,h,o
m,k,o,c,i,e,g,a,f,k,n,r,g,m,d,r,d,p,l,l,b,c,t,j,m,b,c,p,s,c,c,i,q,m,n,m,m,e,h,d,n,l,d,d,g,b,h,r,l,q,m,m,c,b,i,b,r,r,h,c,l,q,n,q,t,p,e,n,i,b,l,j,h,l,f,a,n,k,k,f,c,e,t,q,e,q,m,e,a,a,b,t,q,e,b,e,c,h,t,t
p,o,d,r,k,j,f,p,c,t,d,d,e,e,e,p,i,h,g,d,t,l,d,d,j,b,p,g,j,p,q,r,r,e,g,s,c,r,s,f,n,b,s,s,m,t,a,r,c,s,e,m,f,t,c,s,t,b,p,h,h,m,e,p,a,m,k,a,s,l,t,o,g,p,h,r,h,c,b,d,c,g,a,m,i,g,f,h,s,h,i,j,s,e,f,n,d,t,r,m
a,a,i,m,f,p,c,o,a,o,d,j,f,h,k,f,q,g,r,o,f,k,j,i,d,r,i,o,d,l,s,k,m,l,i,l,n,d,h,s,e,l,l,e,a,o,n,o,c,t,b,m,a,r,l,q,o,h,o,h,a,k,r,n,o,g,s,t,a,t,n,m,n,k,t,j,d,o,f,n,t,s,b,l,l,m,t,a,c,k,t,f,e,g,t,h,p,b,m,i
p,h,h,i,b,b,c,i,b,d,d,g,s,k,n,e,g,r,m,i,s,i,o,j,g,g,l,a,n,k,l,n,r,t,f,j,h,i,b,t,a,c,a,e,f,a,e,q,d,i,e,r,s,i,h,j,b,n,b,a,m,i,t,i,f,h,g,l,e,c,m,d,c,q,q,m,h,e,n,g,m,t,o,c,j,m,p,s,e,b,s,e,r,n,l,l,t,e,b,f
