var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100
i,b,f,a,h,f,e,m,j,e,h,f,n,g,d,f,d,d,i,k,n,j,d,k,m,h,k,h,a,m,g,e,m,f,m,e,h,f,n,b,l,f,c,m,a,j,l,g,e,n,a,c,f,i,b,d,l,j,k,l,k,o,a,g,c,k,o,a,j,i,o,g,i,j,e,b,b,o,e,m,m,l,c,o,f,m,n,i,k,l,e,i,b,l,n,a,k,c,d,b
f,k,m,e,i,f,c,l,g,f,g,i,g,m,o,h,e,i,i,d,h,a,d,m,c,e,n,h,i,i,f,j,g,f,a,b,c,b,b,k,a,a,o,i,l,c,a,h,f,f,j,f,b,d,j,g,g,k,b,j,b,g,o,o,b,k,g,h,m,f,m,b,o,g,b,k,f,m,m,j,k,g,e,n,a,c,h,g,f,g,j,k,l,b,f,b,h,h,n,l
c,b,l,n,a,b,d,o,d,h,b,i,b,i,k,e,c,g,f,n,k,o,e,g,c,g,c,e,h,c,h,b,k,a,i,o,n,l,a,g,i,l,o,l,m,a,g,d,l,e,h,d,j,o,c,j,c,c,j,j,b,d,i,n,b,a,d,m,k,d,l,j,e,e,m,n,g,d,b,l,b,a,k,e,k,o,n,o,j,e,j,n,e,n,d,a,n,o,d,j
i,n,a,m,g,l,g,g,k,g,d,m,c,k,d,j,k,g,a,c,m,l,m,g,b,c,k,h,h,i,d,e,a,l,n,e,j,h,h,i,h,b,l,m,g,c,g,f,e,n,d,n,b,c,e,e,d,h,f,i,d,l,a,f,k,f,h,e,g,e,i,h,h,i,n,e,b,i,e,k,d,e,h,h,b,j,f,h,l,a,f,h,b,c,o,m,a,l,h,a
a,l,m,c,h,b,f,m,d,g,a,e,f,m,j,j,h,f,k,g,e,a,n,o,l,i,h,e,o,h,l,j,g,h,l,j,m,h,l,o,g,f,k,j,g,n,g,n,d,a,i,a,a,m,b,h,j,g,m,k,a,f,m,b,i,n,e,g,h,o,c,c,b,g,l,l,n,m,c,e,b,e,n,e,k,o,o,k,c,m,m,j,l,l,m,a,f,e,i,h
f,c,b,c,a,d,b,e,o,d,d,i,j,f,e,k,d,d,i,k,a,n,m,a,a,e,a,f,d,i,f,f,d,j,k,d,n,d,a,n,f,o,l,e,i,i,e,a,o,a,l,m,a,f,h,e,n,l,h,i,l,d,n,d,i,g,i,d,e,m,c,c,i,g,m,b,k,e,g,i,o,m,i,h,o,e,f,l,i,f,f,n,i,k,h,k,l,g,m,e
j,l,e,b,m,i,g,d,a,n,i,m,m,b,d,e,a,g,k,f,k,f,m,c,n,h,o,m,i,n,f,f,d,a,b,c,h,f,f,m,m,a,c,b,e,l,k,j,i,d,b,a,n,i,o,i,e,i,f,j,b,j,b,h,e,i,a,c,e,g,c,i,d,n,d,n,a,b,b,e,k,d,c,k,i,b,e,l,d,d,c,h,h,j,e,j,n,e,j,o
e,a,b,f,n,f,f,a,d,b,l,b,a,h,k,i,h,j,m,a,m,k,d,a,n,a,a,f,l,o,d,m,d,f,l,l,c,o,g,o,b,g,l,g,h,d,e,n,n,n,m,g,c,i,c,f,m,d,d,n,k,h,i,l,e,k,g,b,e,e,g,k,f,f,e,g,n,h,m,h,a,i,e,f,l,f,g,k,a,l,d,m,n,n,f,d,n,h,a,a
i,b,k,o,d,h,o,i,o,j,j,i,a,j,k,n,j,g,c,g,i,j,i,n,k,c,d,a,e,l,d,l,i,f,f,d,l,j,e,c,h,o,f,m,m,b,h,e,g,e,f,n,j,i,n,g,m,f,m,l,e,k,j,b,g,e,n,d,g,o,b,k,m,a,e,j,l,h,a,b,h,a,a,i,o,d,f,j,l,g,a,f,m,d,f,m,b,i,c,d
i,j,a,h,n,c,m,n,f,f,m,o,o,i,a,l,n,c,i,g,h,i,g,l,f,a,m,k,f,n,b,o,m,b,j,e,e,f,l,h,h,f,g,i,g,n,l,g,l,a,i,e,d,e,f,m,m,c,c,l,k,g,m,k,e,f,l,a,c,b,a,f,n,n,k,h,i,h,n,a,e,b,m,j,o,j,o,h,a,n,d,l,m,j,c,k,b,j,i,i
n,j,e,g,d,k,c,j,n,n,o,j,j,o,l,f,n,k,d,n,i,k,f,g,h,d,l,c,m,n,b,k,b,i,k,h,a,g,n,g,h,j,k,h,c,i,l,l,o,a,e,e,i,k,n,f,n,b,m,m,n,i,e,i,b,j,j,l,l,k,a,k,c,o,e,o,k,k,k,b,i,i,b,o,n,g,h,o,l,a,k,o,l,d,a,m,l,m,f,o
g,c,n,n,n,c,o,f,i,j,i,i,l,j,i,e,e,e,k,i,f,h,h,f,n,d,o,n,c,n,g,a,k,a,h,c,m,b,c,f,h,g,l,b,b,n,m,g,l,f,m,c,a,h,a,b,b,m,e,c,i,j,h,h,e,j,c,d,n,i,g,l,j,g,f,b,l,f,n,o,m,m,h,c,h,d,b,j,k,n,n,c,c,d,e,a,l,a,a,l
f,k,l,i,h,j,h,l,b,b,e,e,a,d,f,e,d,l,b,o,m,j,j,m,h,a,l,e,a,g,n,f,i,h,j,g,f,f,d,c,k,c,b,k,h,n,j,f,c,a,d,l,h,k,i,o,b,l,j,j,m,h,k,m,e,k,b,m,e,n,k,l,o,j,k,o,l,f,j,a,a,d,h,n,m,k,b,f,n,d,n,m,o,h,a,e,n,m,o,c
g,f,k,f,f,e,a,e,m,b,g,o,o,c,o,g,h,n,d,d,e,m,a,j,j,b,n,k,k,h,b,b,c,f,a,h,c,g,m,a,e,a,g,f,a,e,c,b,b,d,a,f,b,g,h,j,o,c,g,c,e,l,l,d,e,d,h,i,k,j,o,i,e,f,f,b,d,i,g,g,h,e,i,i,h,l,b,b,o,o,c,f,k,f,e,i,l,o,f,b
c,i,h,h,g,e,c,i,g,f,k,a,d,f,o,j,m,f,g,n,k,f,o,l,n,b,n,j,n,j,i,f,a,m,h,n,h,h,f,b,o,i,c,l,e,a,o,j,h,d,f,d,j,l,e,n,k,e,g,e,j,c,b,n,h,c,n,c,b,c,a,c,b,h,f,j,a,d,g,i,g,l,a,c,l,c,e,c,o,d,o,g,g,n,g,l,l,n,e,a
k,k,n,c,k,j,k,m,d,f,m,d,j,f,e,h,k,e,a,j,h,o,i,b,a,o,b,f,f,h,k,c,l,f,d,l,l,k,m,n,b,n,h,d,o,j,d,a,c,m,g,d,m,k,k,g,i,o,g,o,e,n,f,i,g,e,b,n,n,o,j,b,h,o,m,c,m,g,a,j,j,h,i,i,b,j,c,f,e,o,o,e,m,n,d,j,d,e,b,k
d,e,c,a,h,l,f,e,a,a,e,d,g,l,g,f,a,o,j,l,o,f,n,d,i,f,g,j,i,b,d,k,c,a,l,m,f,i,k,e,h,o,m,h,c,h,i,a,h,i,b,i,k,a,a,n,a,k,b,g,i,b,i,f,h,m,h,g,j,g,k,j,k,a,k,h,o,g,k,b,h,g,b,k,f,c,h,h,c,k,e,b,j,c,e,j,l,n,g,n
i,g,h,k,d,j,n,k,k,f,j,d,o,j,k,b,b,l,l,c,o,g,k,g,d,c,m,a,e,m,f,g,m,g,e,k,f,b,g,a,i,c,d,c,d,n,l,k,b,n,d,i,g,m,h,l,b,n,g,h,m,n,c,i,o,i,n,e,k,d,g,n,j,l,c,g,i,d,b,a,m,n,d,h,m,d,e,e,i,h,c,n,g,g,g,k,k,a,n,c
e,g,i,h,h,l,a,m,k,d,c,d,d,l,h,i,b,h,l,m,d,o,n,k,i,c,d,k,l,k,k,n,g,c,o,h,m,l,a,j,o,f,i,j,j,j,h,e,i,o,l,e,e,e,i,i,a,o,a,j,n,m,k,c,g,j,a,l,l,k,l,d,c,h,j,f,o,c,a,g,k,o,i,n,g,l,d,c,i,b,o,a,m,f,i,b,a,l,g,i
e,g,g,m,i,m,i,d,h,d,o,f,n,b,b,f,b,l,d,i,o,a,k,j,n,b,m,h,f,k,n,a,g,o,g,g,d,l,g,b,d,f,i,n,h,a,e,i,e,f,a,a,o,l,k,d,f,h,c,f,o,j,h,j,b,g,k,j,d,k,g,m,g,m,i,g,a,k,d,n,b,b,k,b,d,n,f,m,l,m,i,d,j,d,h,h,i,d,m,f
i,j,o,o,e,d,f,n,b,m,f,e,k,n,b,k,b,j,h,c,k,d,k,i,o,m,c,k,n,d,f,m,j,l,n,l,a,k,n,b,c,h,n,g,l,o,d,l,j,i,b,f,e,j,e,d,i,m,n,i,c,i,e,o,l,n,n,a,j,b,n,g,g,e,h,k,n,m,n,d,h,b,d,c,d,d,b,j,b,f,g,c,c,n,e,h,e,b,j,m
l,n,b,i,g,g,f,a,d,k,n,h,j,d,h,h,l,l,m,d,a,d,m,e,l,f,j,h,h,d,h,o,e,n,n,b,m,o,e,i,g,h,a,k,m,b,k,e,i,e,l,i,k,e,i,i,c,o,d,l,g,f,o,l,f,a,k,g,j,b,b,f,c,i,l,e,g,k,i,i,d,d,m,g,i,i,e,o,c,j,k,e,b,e,c,h,h,n,f,h
g,k,g,c,f,c,a,g,c,c,c,n,a,l,k,o,i,m,k,g,b,c,l,d,c,e,o,c,o,b,f,k,a,g,l,n,n,d,h,o,m,d,m,j,h,c,m,l,l,m,e,l,d,o,m,m,j,c,c,i,h,j,f,n,i,c,n,n,k,m,k,o,c,g,b,b,g,o,i,k,i,g,f,c,o,f,o,a,o,g,m,o,k,c,o,o,j,d,o,n
j,o,b,h,o,e,g,e,e,c,h,f,a,f,j,m,f,b,c,m,f,i,l,m,m,m,b,a,f,f,j,o,f,n,j,h,j,d,n,f,a,i,m,o,l,i,i,j,b,k,n,k,f,f,d,e,b,b,e,h,f,d,e,e,a,e,a,g,i,n,e,n,k,c,h,f,g,f,h,f,d,m,d,e,g,c,h,a,l,l,d,n,l,e,c,f,o,i,n,e
i,k,j,m,k,h,c,f,d,a,h,d,j,i,g,o,c,f,b,l,h,o,a,a,e,c,l,d,i,f,f,o,n,e,i,k,i,k,d,l,a,g,o,l,n,d,l,k,e,n,b,f,h,c,a,b,i,e,j,f,i,o,o,i,n,j,n,d,b,g,e,o,n,m,f,l,g,n,m,d,m,b,i,k,n,h,l,j,j,c,o,l,c,m,c,f,i,m,f,g
b,n,j,n,e,j,e,e,j,m,o,i,l,h,l,k,g,f,c,c,j,i,g,k,k,a,c,k,g,j,m,j,c,d,f,j,g,b,a,g,i,e,l,o,o,a,e,c,b,o,n,k,d,k,a,f,k,d,k,m,d,i,c,e,g,n,c,b,l,h,i,k,m,f,h,k,b,e,k,a,h,f,i,c,d,o,n,l,k,o,g,l,e,l,l,h,i,h,h,a
n,o,k,n,g,b,k,l,n,i,f,e,m,d,k,l,g,m,e,b,o,j,h,o,b,j,i,i,a,n,g,d,d,b,f,o,e,a,m,b,d,l,m,k,k,o,o,h,j,k,n,n,g,o,f,g,k,k,n,o,i,j,d,e,b,g,j,g,d,i,c,a,o,l,e,g,n,h,l,a,m,g,d,n,e,o,k,c,e,l,g,k,h,e,n,n,f,n,f,g
a,o,d,j,g,h,a,e,l,i,a,o,l,j,l,i,i,c,i,l,f,m,b,o,n,k,c,e,a,o,e,b,m,d,k,i,l,g,c,m,i,b,d,j,e,h,a,g,f,o,g,c,g,d,l,i,c,l,o,o,n,k,k,l,n,n,m,a,i,a,h,m,m,n,j,n,g,a,a,g,m,j,j,d,d,i,n,k,l,f,h,n,i,a,i,a,g,e,k,n
j,c,m,l,b,o,m,m,c,d,c,g,h,g,d,c,e,h,l,e,k,e,d,j,a,g,d,b,f,c,m,l,j,l,h,h,a,n,b,k,e,c,i,d,k,j,f,m,l,j,h,k,n,i,d,m,n,o,l,k,k,j,l,d,c,g,c,n,d,o,n,a,e,n,k,a,b,l,d,f,i,c,h,k,n,e,e,m,d,j,l,n,i,c,j,j,o,i,k,f
k,m,n,e,e,e,g,b,g,a,c,e,a,e,o,j,e,l,c,b,g,a,j,a,e,a,c,j,h,n,i,d,a,i,n,g,j,j,i,k,b,b,n,d,d,n,o,m,b,g,k,m,j,o,n,l,c,f,j,c,l,l,a,a,o,a,i,a,g,g,d,b,c,o,l,m,c,g,e,b,n,n,g,l,l,k,f,b,h,i,d,l,b,n,m,a,g,o,c,c
k,k,d,n,h,o,m,m,j,f,g,h,i,f,m,d,m,m,a,h,g,e,h,n,d,d,n,d,e,f,a,i,a,b,b,h,c,m,k,a,m,i,i,b,b,g,b,o,g,n,c,m,j,i,e,b,g,o,m,n,n,k,a,e,j,k,m,l,a,k,l,o,m,l,b,k,h,b,k,a,i,m,c,f,a,d,h,c,c,h,i,i,c,i,a,h,k,k,f,n
l,m,e,i,c,m,j,n,o,j,d,c,h,b,k,g,g,a,a,i,n,h,a,e,b,e,c,f,e,c,f,k,d,h,b,k,g,e,i,i,n,j,e,k,d,h,n,m,l,b,o,m,o,b,i,g,i,g,e,f,a,e,o,d,e,h,l,d,h,i,g,g,c,b,b,e,e,c,d,b,m,d,f,g,c,c,g,o,e,o,g,f,d,n,l,m,n,k,j,g
h,f,d,a,d,d,n,f,b,e,m,c,o,f,b,g,n,b,d,b,c,g,m,f,o,d,k,j,a,h,l,n,d,g,c,j,b,g,f,g,a,k,e,g,j,b,a,d,c,a,l,o,f,n,i,m,n,b,d,c,l,b,c,g,m,l,h,e,o,c,b,k,j,e,m,l,m,m,h,l,a,a,b,m,a,h,k,i,n,k,b,e,c,m,h,h,j,n,l,e
h,j,e,o,g,l,k,e,e,k,b,j,m,i,j,h,e,k,l,d,i,o,f,a,a,e,m,n,m,b,k,h,b,k,f,k,h,i,i,h,e,h,j,j,c,d,m,m,k,c,n,m,o,n,e,a,d,l,h,j,f,b,b,h,c,f,k,n,h,n,i,m,h,c,g,m,c,e,l,k,c,g,m,h,k,d,o,c,h,l,m,e,b,e,g,h,b,f,a,c
g,g,i,g,h,i,g,k,n,o,j,e,m,j,n,b,h,k,n,f,d,h,f,e,g,k,f,d,d,j,o,h,e,c,k,l,j,k,j,g,m,f,c,a,a,c,b,a,o,o,j,n,n,f,h,c,i,b,a,j,j,b,l,l,g,g,e,a,l,j,g,k,g,f,n,g,e,o,n,j,c,l,i,f,i,h,a,e,o,k,l,f,k,m,n,d,h,l,m,a
o,a,g,h,c,a,a,a,a,j,g,b,c,m,k,i,i,m,l,g,m,g,o,f,h,g,h,d,j,j,o,j,h,i,g,c,j,n,j,g,n,m,h,i,e,g,c,o,b,l,e,a,l,h,h,a,a,m,l,d,m,d,m,o,c,j,l,i,l,i,f,k,l,b,f,b,j,g,n,b,l,e,f,m,o,o,a,d,n,j,b,h,n,j,f,j,d,g,e,m
h,h,g,d,k,g,f,d,f,g,b,e,d,b,m,g,k,c,e,b,h,m,a,c,b,f,n,o,n,h,l,k,k,m,b,m,o,a,g,j,o,o,i,k,l,d,o,d,h,e,g,b,i,m,j,c,h,f,h,c,o,e,l,d,j,k,k,f,g,o,d,h,a,i,g,l,n,n,m,n,b,d,m,e,h,b,h,b,d,n,b,n,a,f,h,a,i,o,b,g
e,o,a,a,i,d,l,d,m,d,o,o,c,h,g,n,n,f,e,l,c,j,n,o,g,b,g,e,j,e,g,f,n,o,g,f,l,i,g,h,g,c,i,h,i,g,m,o,a,j,c,o,l,k,m,f,e,c,m,o,c,j,g,d,f,b,n,b,d,a,k,i,d,g,f,e,o,d,o,b,n,e,o,m,b,k,f,c,e,k,f,j,e,o,n,c,g,j,l,l
n,n,j,h,d,h,d,c,m,m,o,m,i,o,b,a,d,e,m,c,o,c,n,h,n,d,c,c,a,b,d,c,g,f,o,d,g,j,f,d,h,j,h,k,k,h,n,b,d,f,k,e,o,k,m,h,h,e,h,f,o,m,k,i,c,l,g,k,h,g,j,j,g,f,g,d,m,e,m,n,c,n,a,n,k,j,l,j,k,h,l,m,b,g,d,e,d,i,i,c
a,d,n,h,j,b,c,c,m,n,g,k,m,f,i,b,l,l,j,n,i,f,m,b,c,i,g,c,n,i,j,m,h,e,n,m,k,k,n,g,e,h,o,d,a,d,h,b,m,m,l,n,k,m,i,o,f,m,l,f,c,j,c,e,b,n,n,g,d,e,d,e,b,f,i,o,c,k,c,i,a,e,e,f,h,d,d,c,h,b,e,m,j,o,i,n,h,m,i,m
f,c,g,o,g,f,k,d,l,j,a,b,i,d,f,o,a,c,m,k,l,g,e,i,m,n,d,c,a,m,k,c,l,k,l,j,d,f,i,e,k,d,i,o,g,c,b,b,i,e,b,a,f,i,i,m,o,e,a,d,a,a,f,f,h,k,f,j,a,n,e,n,o,a,j,l,h,e,d,h,l,m,m,o,o,i,g,a,i,b,i,e,j,c,n,j,n,d,b,e
f,k,h,e,h,g,k,a,j,i,d,m,o,e,h,d,m,n,c,m,f,c,m,h,j,j,o,n,n,n,j,k,o,i,i,f,e,h,k,k,e,h,k,i,h,b,l,l,m,c,c,e,k,d,n,g,i,j,o,n,o,g,h,h,b,c,h,c,j,f,e,f,b,a,d,b,h,o,o,o,e,h,e,c,f,b,f,h,i,d,b,o,n,e,l,f,a,g,n,e
j,h,a,n,n,d,b,n,j,g,c,j,o,l,h,o,b,l,n,n,c,l,l,n,h,g,m,n,l,g,g,c,i,e,n,j,e,a,b,i,b,d,m,n,h,k,j,k,a,n,g,k,h,e,o,h,n,g,f,d,j,d,f,m,e,o,e,b,o,i,d,k,n,e,h,a,f,i,o,e,g,d,f,g,d,n,l,m,f,h,d,l,g,l,i,n,l,n,c,m
m,o,d,h,n,j,l,a,b,d,k,k,i,h,b,a,f,h,k,i,a,f,d,o,j,g,h,f,m,n,l,e,h,d,o,b,h,n,j,l,d,g,c,f,a,n,e,k,f,m,a,i,j,f,k,d,f,h,m,m,m,e,m,c,j,d,k,e,b,b,m,l,n,b,e,m,a,e,h,c,l,l,o,j,m,e,e,d,f,d,f,d,f,g,e,l,b,k,l,d
c,m,a,g,o,i,l,j,i,i,o,o,f,n,b,a,n,i,o,b,k,b,f,m,c,k,n,b,m,j,g,o,e,e,f,h,h,h,d,f,n,m,k,m,m,g,c,f,c,l,g,l,d,h,e,a,c,f,a,g,k,l,g,g,n,b,j,a,n,f,b,l,o,e,o,a,f,o,l,i,b,k,l,d,i,m,g,i,o,h,j,h,g,i,b,m,o,h,b,i
o,h,b,g,b,d,b,b,l,j,n,h,d,m,h,k,i,d,o,a,a,l,h,a,f,a,h,b,a,f,i,l,k,l,n,d,j,a,e,h,a,o,j,h,k,o,n,h,f,j,c,b,e,f,f,m,l,m,d,f,f,d,k,f,c,g,i,d,a,l,j,i,g,o,l,n,g,e,k,o,j,j,h,g,f,o,l,g,j,m,b,i,a,j,o,b,f,a,m,f
m,b,c,a,g,b,i,g,i,o,e,n,n,d,n,i,a,f,d,c,l,l,a,l,m,j,l,c,d,n,c,j,m,n,o,g,e,n,o,d,d,a,g,j,g,k,o,i,f,j,i,o,e,n,m,i,c,j,k,a,n,n,i,e,f,f,j,o,m,b,j,n,g,c,n,f,e,g,l,e,a,o,n,a,d,i,i,l,i,m,m,n,f,i,c,d,c,a,b,b
a,c,g,o,f,m,k,j,k,h,i,d,h,c,l,e,k,c,l,j,g,g,c,h,g,n,f,k,o,f,k,f,m,h,j,e,i,b,g,g,n,h,m,g,f,l,d,b,n,k,l,o,a,m,h,f,e,d,n,a,b,n,f,c,h,m,b,k,i,a,o,g,j,b,f,i,n,d,i,i,n,m,a,n,i,l,k,m,o,g,n,f,b,j,j,o,b,j,k,j
a,n,a,i,k,b,c,g,g,f,o,b,b,a,b,m,e,m,k,k,j,e,d,g,h,g,g,b,h,d,a,c,l,b,g,h,j,j,c,k,o,n,d,k,f,e,c,e,n,d,h,e,b,d,c,f,d,h,i,c,a,f,k,d,f,l,b,f,b,a,k,o,g,n,h,l,e,o,d,g,c,d,n,b,o,a,g,a,n,c,e,l,k,b,o,j,n,k,o,h
l,m,a,f,g,f,o,k,f,d,c,f,i,n,m,e,k,i,n,e,o,i,l,d,f,d,f,f,k,k,j,a,c,l,f,d,m,j,m,b,f,o,g,e,i,c,i,o,h,o,g,m,m,l,o,b,k,o,k,a,m,f,l,g,i,n,f,c,i,j,c,d,l,m,b,f,m,j,f,j,h,c,n,f,j,j,k,j,e,j,o,i,i,d,n,n,d,b,c,i
b,k,m,j,k,d,i,n,a,i,k,j,o,i,b,o,k,f,g,l,k,c,d,h,m,k,a,l,k,b,n,g,h,g,e,b,k,d,h,m,j,m,c,a,g,a,d,c,c,d,d,f,f,a,l,b,m,f,c,i,b,j,b,e,c,l,k,e,c,j,d,h,a,c,f,f,h,b,m,m,l,b,f,d,k,e,a,g,o,n,o,i,d,j,d,c,m,i,a,m
g,j,o,j,m,j,d,h,o,m,j,i,e,l,d,n,a,n,c,j,c,h,k,k,l,o,b,g,d,f,n,b,o,e,n,j,o,o,i,k,b,o,f,d,g,b,k,g,g,i,h,h,o,o,h,b,e,f,h,j,b,o,g,m,n,m,d,l,n,m,o,h,o,f,o,f,l,g,l,f,o,n,b,c,l,k,k,d,n,l,l,l,h,n,k,k,a,o,c,m
g,h,b,j,o,h,a,e,j,i,i,d,o,j,b,o,a,g,g,c,h,e,c,f,a,m,m,a,o,j,m,d,n,g,h,e,c,b,k,e,c,b,d,l,b,k,j,h,k,i,m,k,f,f,l,j,k,l,g,j,b,a,b,k,c,g,i,o,i,j,j,h,l,h,a,i,k,h,m,n,j,l,j,e,l,b,l,l,g,i,j,o,d,d,l,g,i,c,l,m
c,d,e,j,h,k,g,k,j,k,b,i,l,a,c,b,h,m,c,d,l,e,e,j,m,c,g,c,n,m,b,b,a,h,l,i,l,l,j,n,o,e,o,j,i,m,a,e,b,c,h,a,g,i,m,a,j,f,f,c,l,d,a,k,d,o,o,n,e,j,j,g,n,c,e,k,n,b,d,c,o,n,c,n,o,j,c,i,g,f,c,g,n,i,e,a,a,g,i,c
o,d,c,d,h,j,a,l,f,j,c,e,k,k,e,b,b,k,e,l,d,j,l,i,a,h,b,i,j,j,h,i,i,e,l,l,f,n,l,i,n,i,e,e,a,o,k,m,n,e,e,j,n,l,e,a,h,b,i,b,n,l,j,e,g,k,b,h,c,l,k,b,g,f,f,d,k,a,b,h,l,c,j,c,h,f,k,i,a,d,g,a,n,h,g,c,h,g,l,e
a,l,a,i,a,k,k,b,h,a,f,f,k,o,c,o,k,e,f,e,e,k,j,n,o,o,c,f,b,c,e,g,n,j,m,k,j,d,d,o,d,a,a,o,f,e,f,l,m,m,h,l,c,e,o,j,h,c,e,j,a,f,g,n,m,j,h,o,l,k,m,o,o,d,b,d,a,n,n,j,d,k,k,m,k,b,h,e,e,j,o,i,f,m,i,h,c,l,c,e
d,f,e,f,j,n,e,f,b,a,i,m,b,c,f,k,f,o,h,j,g,i,i,e,k,k,i,n,j,h,e,g,e,n,g,e,b,o,d,j,j,g,i,c,k,c,n,i,k,i,h,o,o,m,f,o,a,g,m,b,d,m,j,l,e,e,c,g,l,f,m,n,e,i,m,n,h,j,n,c,e,n,h,n,n,a,a,e,k,f,h,i,e,i,h,d,f,e,l,b
e,d,f,j,j,d,i,h,g,h,k,f,i,o,m,i,f,b,g,l,b,f,b,j,e,b,o,f,f,n,h,h,h,o,j,l,l,i,i,e,g,k,i,c,a,a,g,e,f,n,d,l,f,e,e,o,g,h,f,h,e,l,o,m,f,o,l,f,f,j,g,f,h,o,m,n,k,e,d,n,l,h,g,i,m,l,b,g,c,d,b,e,b,o,c,k,f,d,b,j
g,n,n,j,a,f,b,e,l,n,f,i,c,o,a,j,g,n,i,h,o,n,k,o,b,g,i,e,b,b,l,d,l,b,k,i,e,l,f,g,g,o,b,c,b,d,g,f,h,d,b,a,b,l,o,i,i,k,c,a,j,c,b,m,h,k,c,h,f,c,a,a,l,n,g,k,b,m,g,d,n,i,j,o,d,c,d,o,f,g,h,f,a,k,o,c,j,c,f,e
c,k,h,i,h,g,n,o,a,g,h,d,g,m,h,o,f,n,a,f,j,i,f,n,e,i,j,j,b,o,f,k,k,h,i,e,i,e,e,e,m,d,e,o,h,d,f,l,c,m,l,e,m,k,a,g,n,b,l,k,d,b,l,f,l,j,f,f,c,c,k,m,g,g,g,c,b,a,g,c,a,f,j,k,g,e,b,i,l,n,g,l,b,k,b,h,f,m,k,e
o,g,j,a,b,d,g,g,e,j,n,l,l,f,e,d,b,f,e,e,e,f,d,k,k,o,h,k,d,k,d,h,a,d,d,m,n,n,d,k,b,l,i,n,d,b,n,b,j,c,g,c,n,o,i,o,g,m,f,j,i,e,f,h,f,k,m,k,b,l,b,k,n,d,g,j,e,f,b,o,k,n,a,c,k,j,l,e,e,h,f,e,c,l,o,d,o,c,i,k
m,j,o,b,e,l,f,h,i,h,f,h,c,h,f,b,j,o,l,b,c,e,c,h,c,c,c,g,n,m,h,l,d,g,b,e,e,h,b,l,i,i,o,k,d,o,j,a,e,k,g,k,a,o,l,g,b,a,e,n,m,d,j,b,j,f,c,c,h,f,h,f,g,i,k,a,j,m,d,d,a,l,c,e,h,c,h,h,e,d,l,e,k,a,b,a,k,g,a,i
f,g,c,g,h,j,f,o,k,d,m,e,d,j,c,f,g,h,b,g,k,d,n,n,c,k,b,e,o,d,m,j,i,h,l,o,d,k,i,c,h,e,c,n,g,h,i,i,b,o,g,n,a,b,e,l,m,d,h,i,h,a,g,n,n,c,m,h,i,l,f,m,c,f,g,h,c,l,f,a,k,b,g,o,l,d,e,d,d,i,j,i,d,e,j,c,m,k,f,h
i,a,l,n,g,d,k,j,l,m,b,m,f,i,e,i,l,a,j,m,j,c,k,k,i,b,e,d,g,h,c,c,f,g,e,b,o,b,k,e,l,o,c,l,a,h,k,n,j,g,n,h,k,m,o,n,d,b,e,a,d,o,a,k,b,m,c,k,k,i,b,h,c,a,d,h,l,j,d,o,i,d,h,c,a,o,d,o,d,n,m,e,d,m,j,a,h,i,e,f
o,o,o,a,b,k,a,o,l,h,n,e,h,g,e,a,l,c,k,g,b,b,l,i,e,a,n,j,a,j,l,g,j,l,o,d,o,f,h,k,n,d,k,i,a,n,e,o,b,a,a,f,o,m,o,o,l,l,k,o,o,a,a,i,e,n,b,k,g,m,f,o,b,e,l,f,h,d,o,c,h,m,h,h,n,o,b,m,f,i,b,n,l,f,j,a,g,g,c,i
i,e,j,c,h,d,b,d,m,c,n,c,f,o,e,a,a,m,l,d,g,d,a,b,j,e,n,m,m,o,f,f,o,f,a,m,e,g,e,d,l,f,l,h,j,c,e,f,f,l,g,k,a,i,g,c,i,o,j,h,n,d,b,m,g,e,c,f,m,c,l,o,b,j,h,e,e,d,e,j,o,b,n,g,j,o,j,c,d,e,c,h,o,k,e,e,g,e,l,k
e,c,g,d,d,j,c,n,e,e,n,k,h,h,f,g,o,a,k,h,l,a,d,j,b,g,f,d,h,l,k,o,d,j,a,g,g,g,a,d,n,h,h,o,g,i,c,o,n,g,f,b,a,m,c,j,i,f,e,n,i,h,l,m,k,h,f,j,d,j,n,e,d,j,j,h,b,i,h,c,e,m,o,e,h,h,g,f,h,a,h,n,c,l,d,c,e,e,k,b
l,h,i,e,e,m,c,g,i,d,a,g,n,l,i,k,l,b,f,o,m,j,f,h,j,d,f,b,f,j,c,o,j,a,o,e,m,g,j,j,f,a,n,g,d,i,h,f,o,g,d,e,l,k,c,e,j,d,j,l,k,n,b,b,c,h,f,h,d,a,o,h,f,d,g,l,g,d,k,j,g,e,n,n,j,m,o,e,e,d,o,a,f,e,h,b,j,l,c,c
